date,HAS stock
2012-10-12,34
2012-10-13,49
2012-10-14,51
2012-10-15,50
2012-10-16,61
2012-10-17,46
2012-10-18,65
2012-10-19,42
2012-10-20,36
2012-10-21,42
2012-10-22,61
2012-10-23,40
2012-10-24,48
2012-10-25,33
2012-10-26,43
2012-10-27,50
2012-10-28,38
2012-10-29,65
2012-10-30,60
2012-10-31,57
2012-11-01,45
2012-11-02,57
2012-11-03,32
2012-11-04,47
2012-11-05,59
2012-11-06,65
2012-11-07,46
2012-11-08,70
2012-11-09,59
2012-11-10,41
2012-11-11,34
2012-11-12,40
2012-11-13,45
2012-11-14,72
2012-11-15,49
2012-11-16,47
2012-11-17,38
2012-11-18,40
2012-11-19,47
2012-11-20,36
2012-11-21,48
2012-11-22,38
2012-11-23,39
2012-11-24,28
2012-11-25,43
2012-11-26,69
2012-11-27,82
2012-11-28,46
2012-11-29,44
2012-11-30,41
2012-12-01,40
2012-12-02,62
2012-12-03,77
2012-12-04,63
2012-12-05,44
2012-12-06,48
2012-12-07,43
2012-12-08,31
2012-12-09,48
2012-12-10,64
2012-12-11,71
2012-12-12,49
2012-12-13,37
2012-12-14,49
2012-12-15,40
2012-12-16,46
2012-12-17,59
2012-12-18,100
2012-12-19,59
2012-12-20,70
2012-12-21,40
2012-12-22,62
2012-12-23,43
2012-12-24,40
2012-12-25,28
2012-12-26,30
2012-12-27,42
2012-12-28,40
2012-12-29,38
2012-12-30,42
2012-12-31,45
2013-01-01,20
2013-01-02,21
2013-01-03,31
2013-01-04,40
2013-01-05,48
2013-01-06,33
2013-01-07,38
2013-01-08,48
2013-01-09,37
2013-01-10,38
2013-01-11,50
2013-01-12,74
2013-01-13,49
2013-01-14,47
2013-01-15,54
2013-01-16,27
2013-01-17,57
2013-01-18,46
2013-01-19,47
2013-01-20,52
2013-01-21,58
2013-01-22,32
2013-01-23,52
2013-01-24,60
2013-01-25,62
2013-01-26,23
2013-01-27,48
2013-01-28,63
2013-01-29,53
2013-01-30,49
2013-01-31,69
2013-02-01,67
2013-02-02,44
2013-02-03,75
2013-02-04,42
2013-02-05,53
2013-02-06,59
2013-02-07,42
2013-02-08,38
2013-02-09,38
2013-02-10,67
2013-02-11,49
2013-02-12,65
2013-02-13,52
2013-02-14,40
2013-02-15,28
2013-02-16,53
2013-02-17,49
2013-02-18,68
2013-02-19,68
2013-02-20,54
2013-02-21,52
2013-02-22,51
2013-02-23,37
2013-02-24,40
2013-02-25,35
2013-02-26,36
2013-02-27,50
2013-02-28,76
2013-03-01,43
2013-03-02,40
2013-03-03,45
2013-03-04,60
2013-03-05,80
2013-03-06,58
2013-03-07,49
2013-03-08,27
2013-03-09,42
2013-03-10,55
2013-03-11,50
2013-03-12,50
2013-03-13,40
2013-03-14,52
2013-03-15,50
2013-03-16,20
2013-03-17,47
2013-03-18,56
2013-03-19,38
2013-03-20,77
2013-03-21,53
2013-03-22,30
2013-03-23,40
2013-03-24,39
2013-03-25,55
2013-03-26,31
2013-03-27,81
2013-03-28,41
2013-03-29,35
2013-03-30,56
2013-03-31,36
2013-04-01,62
2013-04-02,55
2013-04-03,38
2013-04-04,53
2013-04-05,56
2013-04-06,34
2013-04-07,33
2013-04-08,75
2013-04-09,49
2013-04-10,52
2013-04-11,55
2013-04-12,60
2013-04-13,20
2013-04-14,28
2013-04-15,100
2013-04-16,49
2013-04-17,60
2013-04-18,60
2013-04-19,75
2013-04-20,43
2013-04-21,54
2013-04-22,57
2013-04-23,74
2013-04-24,58
2013-04-25,86
2013-04-26,45
2013-04-27,25
2013-04-28,39
2013-04-29,73
2013-04-30,68
2013-05-01,28
2013-05-02,58
2013-05-03,43
2013-05-04,46
2013-05-05,38
2013-05-06,60
2013-05-07,59
2013-05-08,48
2013-05-09,54
2013-05-10,38
2013-05-11,26
2013-05-12,52
2013-05-13,28
2013-05-14,47
2013-05-15,49
2013-05-16,36
2013-05-17,35
2013-05-18,34
2013-05-19,17
2013-05-20,47
2013-05-21,44
2013-05-22,30
2013-05-23,38
2013-05-24,29
2013-05-25,23
2013-05-26,35
2013-05-27,29
2013-05-28,53
2013-05-29,44
2013-05-30,31
2013-05-31,37
2013-06-01,31
2013-06-02,36
2013-06-03,37
2013-06-04,30
2013-06-05,35
2013-06-06,24
2013-06-07,47
2013-06-08,17
2013-06-09,49
2013-06-10,37
2013-06-11,25
2013-06-12,33
2013-06-13,47
2013-06-14,25
2013-06-15,29
2013-06-16,46
2013-06-17,49
2013-06-18,28
2013-06-19,26
2013-06-20,36
2013-06-21,40
2013-06-22,41
2013-06-23,11
2013-06-24,50
2013-06-25,21
2013-06-26,24
2013-06-27,45
2013-06-28,38
2013-06-29,26
