date,HAS stock
2015-12-26,26
2015-12-27,33
2015-12-28,24
2015-12-29,29
2015-12-30,34
2015-12-31,24
2016-01-01,19
2016-01-02,10
2016-01-03,27
2016-01-04,25
2016-01-05,40
2016-01-06,43
2016-01-07,43
2016-01-08,33
2016-01-09,28
2016-01-10,27
2016-01-11,55
2016-01-12,37
2016-01-13,45
2016-01-14,50
2016-01-15,40
2016-01-16,25
2016-01-17,37
2016-01-18,43
2016-01-19,38
2016-01-20,45
2016-01-21,58
2016-01-22,56
2016-01-23,31
2016-01-24,51
2016-01-25,49
2016-01-26,63
2016-01-27,45
2016-01-28,46
2016-01-29,50
2016-01-30,33
2016-01-31,60
2016-02-01,45
2016-02-02,56
2016-02-03,43
2016-02-04,59
2016-02-05,48
2016-02-06,33
2016-02-07,50
2016-02-08,77
2016-02-09,79
2016-02-10,56
2016-02-11,76
2016-02-12,45
2016-02-13,34
2016-02-14,36
2016-02-15,61
2016-02-16,72
2016-02-17,48
2016-02-18,72
2016-02-19,42
2016-02-20,44
2016-02-21,57
2016-02-22,62
2016-02-23,67
2016-02-24,79
2016-02-25,63
2016-02-26,60
2016-02-27,46
2016-02-28,49
2016-02-29,79
2016-03-01,67
2016-03-02,49
2016-03-03,69
2016-03-04,43
2016-03-05,44
2016-03-06,55
2016-03-07,55
2016-03-08,71
2016-03-09,66
2016-03-10,71
2016-03-11,40
2016-03-12,38
2016-03-13,35
2016-03-14,69
2016-03-15,45
2016-03-16,51
2016-03-17,66
2016-03-18,41
2016-03-19,32
2016-03-20,47
2016-03-21,65
2016-03-22,63
2016-03-23,44
2016-03-24,62
2016-03-25,35
2016-03-26,60
2016-03-27,31
2016-03-28,56
2016-03-29,75
2016-03-30,58
2016-03-31,57
2016-04-01,44
2016-04-02,46
2016-04-03,61
2016-04-04,70
2016-04-05,74
2016-04-06,64
2016-04-07,63
2016-04-08,60
2016-04-09,35
2016-04-10,75
2016-04-11,76
2016-04-12,57
2016-04-13,46
2016-04-14,68
2016-04-15,73
2016-04-16,47
2016-04-17,50
2016-04-18,97
2016-04-19,77
2016-04-20,88
2016-04-21,64
2016-04-22,50
2016-04-23,43
2016-04-24,44
2016-04-25,72
2016-04-26,76
2016-04-27,67
2016-04-28,95
2016-04-29,65
2016-04-30,47
2016-05-01,61
2016-05-02,89
2016-05-03,77
2016-05-04,79
2016-05-05,65
2016-05-06,72
2016-05-07,48
2016-05-08,41
2016-05-09,57
2016-05-10,66
2016-05-11,57
2016-05-12,54
2016-05-13,33
2016-05-14,62
2016-05-15,53
2016-05-16,40
2016-05-17,30
2016-05-18,50
2016-05-19,44
2016-05-20,30
2016-05-21,27
2016-05-22,38
2016-05-23,65
2016-05-24,42
2016-05-25,62
2016-05-26,53
2016-05-27,17
2016-05-28,24
2016-05-29,24
2016-05-30,39
2016-05-31,38
2016-06-01,38
2016-06-02,40
2016-06-03,35
2016-06-04,36
2016-06-05,39
2016-06-06,45
2016-06-07,57
2016-06-08,47
2016-06-09,41
2016-06-10,42
2016-06-11,24
2016-06-12,30
2016-06-13,55
2016-06-14,43
2016-06-15,54
2016-06-16,37
2016-06-17,37
2016-06-18,38
2016-06-19,40
2016-06-20,46
2016-06-21,41
2016-06-22,36
2016-06-23,39
2016-06-24,100
2016-06-25,38
2016-06-26,39
2016-06-27,51
2016-06-28,55
2016-06-29,69
2016-06-30,59
2016-07-01,35
2016-07-02,28
2016-07-03,47
2016-07-04,19
2016-07-05,34
2016-07-06,33
2016-07-07,37
2016-07-08,32
2016-07-09,44
2016-07-10,30
2016-07-11,54
2016-07-12,46
2016-07-13,44
2016-07-14,46
2016-07-15,33
2016-07-16,18
2016-07-17,49
2016-07-18,40
2016-07-19,37
2016-07-20,40
2016-07-21,38
2016-07-22,41
2016-07-23,42
2016-07-24,31
2016-07-25,52
2016-07-26,48
2016-07-27,35
2016-07-28,44
2016-07-29,34
2016-07-30,23
2016-07-31,36
2016-08-01,46
2016-08-02,30
2016-08-03,33
2016-08-04,30
2016-08-05,36
2016-08-06,11
2016-08-07,22
2016-08-08,59
2016-08-09,36
2016-08-10,37
2016-08-11,34
2016-08-12,41
2016-08-13,37
2016-08-14,22
2016-08-15,32
2016-08-16,26
2016-08-17,42
2016-08-18,21
2016-08-19,29
2016-08-20,33
2016-08-21,22
2016-08-22,32
2016-08-23,24
2016-08-24,30
2016-08-25,28
2016-08-26,26
2016-08-27,19
2016-08-28,35
2016-08-29,24
2016-08-30,55
2016-08-31,40
2016-09-01,35
2016-09-02,28
2016-09-03,33
2016-09-04,29
2016-09-05,32
2016-09-06,53
2016-09-07,43
2016-09-08,58
2016-09-09,41
2016-09-10,39
2016-09-11,37
