date,HAS stock
2012-06-04,33
2012-06-05,20
2012-06-06,43
2012-06-07,44
2012-06-08,35
2012-06-09,58
2012-06-10,37
2012-06-11,29
2012-06-12,36
2012-06-13,43
2012-06-14,37
2012-06-15,43
2012-06-16,46
2012-06-17,38
2012-06-18,26
2012-06-19,36
2012-06-20,27
2012-06-21,27
2012-06-22,14
2012-06-23,51
2012-06-24,63
2012-06-25,49
2012-06-26,43
2012-06-27,37
2012-06-28,31
2012-06-29,29
2012-06-30,47
2012-07-01,8
2012-07-02,30
2012-07-03,44
2012-07-04,25
2012-07-05,17
2012-07-06,21
2012-07-07,17
2012-07-08,38
2012-07-09,30
2012-07-10,50
2012-07-11,41
2012-07-12,27
2012-07-13,25
2012-07-14,25
2012-07-15,50
2012-07-16,40
2012-07-17,30
2012-07-18,40
2012-07-19,45
2012-07-20,25
2012-07-21,52
2012-07-22,34
2012-07-23,47
2012-07-24,48
2012-07-25,41
2012-07-26,55
2012-07-27,25
2012-07-28,17
2012-07-29,55
2012-07-30,54
2012-07-31,37
2012-08-01,10
2012-08-02,52
2012-08-03,40
2012-08-04,30
2012-08-05,34
2012-08-06,27
2012-08-07,51
2012-08-08,41
2012-08-09,34
2012-08-10,29
2012-08-11,21
2012-08-12,47
2012-08-13,31
2012-08-14,31
2012-08-15,49
2012-08-16,38
2012-08-17,61
2012-08-18,34
2012-08-19,17
2012-08-20,42
2012-08-21,51
2012-08-22,30
2012-08-23,34
2012-08-24,39
2012-08-25,25
2012-08-26,28
2012-08-27,33
2012-08-28,52
2012-08-29,59
2012-08-30,27
2012-08-31,59
2012-09-01,20
2012-09-02,32
2012-09-03,44
2012-09-04,45
2012-09-05,39
2012-09-06,33
2012-09-07,39
2012-09-08,20
2012-09-09,28
2012-09-10,45
2012-09-11,39
2012-09-12,52
2012-09-13,58
2012-09-14,58
2012-09-15,28
2012-09-16,47
2012-09-17,68
2012-09-18,61
2012-09-19,39
2012-09-20,43
2012-09-21,58
2012-09-22,70
2012-09-23,58
2012-09-24,74
2012-09-25,89
2012-09-26,64
2012-09-27,72
2012-09-28,88
2012-09-29,63
2012-09-30,50
2012-10-01,80
2012-10-02,64
2012-10-03,77
2012-10-04,51
2012-10-05,43
2012-10-06,62
2012-10-07,74
2012-10-08,47
2012-10-09,25
2012-10-10,56
2012-10-11,53
2012-10-12,39
2012-10-13,34
2012-10-14,55
2012-10-15,46
2012-10-16,49
2012-10-17,40
2012-10-18,50
2012-10-19,62
2012-10-20,56
2012-10-21,33
2012-10-22,46
2012-10-23,82
2012-10-24,64
2012-10-25,60
2012-10-26,33
2012-10-27,46
2012-10-28,61
2012-10-29,69
2012-10-30,60
2012-10-31,72
2012-11-01,52
2012-11-02,59
2012-11-03,62
2012-11-04,58
2012-11-05,60
2012-11-06,53
2012-11-07,62
2012-11-08,68
2012-11-09,68
2012-11-10,54
2012-11-11,61
2012-11-12,58
2012-11-13,70
2012-11-14,73
2012-11-15,56
2012-11-16,48
2012-11-17,54
2012-11-18,46
2012-11-19,63
2012-11-20,66
2012-11-21,45
2012-11-22,54
2012-11-23,52
2012-11-24,39
2012-11-25,67
2012-11-26,86
2012-11-27,80
2012-11-28,70
2012-11-29,68
2012-11-30,44
2012-12-01,60
2012-12-02,53
2012-12-03,77
2012-12-04,82
2012-12-05,57
2012-12-06,100
2012-12-07,66
2012-12-08,61
2012-12-09,63
2012-12-10,79
2012-12-11,82
2012-12-12,48
2012-12-13,48
2012-12-14,34
2012-12-15,32
2012-12-16,56
2012-12-17,71
2012-12-18,57
2012-12-19,58
2012-12-20,62
2012-12-21,70
2012-12-22,64
2012-12-23,62
2012-12-24,41
2012-12-25,28
2012-12-26,37
2012-12-27,51
2012-12-28,36
2012-12-29,40
2012-12-30,44
2012-12-31,40
2013-01-01,46
2013-01-02,15
2013-01-03,36
2013-01-04,46
2013-01-05,45
2013-01-06,37
2013-01-07,41
2013-01-08,66
2013-01-09,40
2013-01-10,52
2013-01-11,48
2013-01-12,51
2013-01-13,60
2013-01-14,52
2013-01-15,65
2013-01-16,59
2013-01-17,60
2013-01-18,70
2013-01-19,27
2013-01-20,53
2013-01-21,59
2013-01-22,36
2013-01-23,57
2013-01-24,40
2013-01-25,70
2013-01-26,54
2013-01-27,56
2013-01-28,64
2013-01-29,67
2013-01-30,53
2013-01-31,65
2013-02-01,66
2013-02-02,43
2013-02-03,65
2013-02-04,65
2013-02-05,42
2013-02-06,68
2013-02-07,69
2013-02-08,56
2013-02-09,44
2013-02-10,58
2013-02-11,40
2013-02-12,81
2013-02-13,48
2013-02-14,58
2013-02-15,32
2013-02-16,54
2013-02-17,33
2013-02-18,40
2013-02-19,77
