date,HAS stock
2017-10-06,49
2017-10-07,43
2017-10-08,45
2017-10-09,67
2017-10-10,53
2017-10-11,53
2017-10-12,53
2017-10-13,54
2017-10-14,43
2017-10-15,55
2017-10-16,57
2017-10-17,53
2017-10-18,54
2017-10-19,58
2017-10-20,45
2017-10-21,45
2017-10-22,48
2017-10-23,62
2017-10-24,68
2017-10-25,64
2017-10-26,60
2017-10-27,63
2017-10-28,35
2017-10-29,54
2017-10-30,65
2017-10-31,72
2017-11-01,69
2017-11-02,70
2017-11-03,72
2017-11-04,43
2017-11-05,68
2017-11-06,88
2017-11-07,76
2017-11-08,72
2017-11-09,71
2017-11-10,55
2017-11-11,53
2017-11-12,66
2017-11-13,78
2017-11-14,82
2017-11-15,77
2017-11-16,86
2017-11-17,69
2017-11-18,51
2017-11-19,54
2017-11-20,70
2017-11-21,73
2017-11-22,56
2017-11-23,39
2017-11-24,54
2017-11-25,54
2017-11-26,56
2017-11-27,81
2017-11-28,98
2017-11-29,92
2017-11-30,81
2017-12-01,70
2017-12-02,74
2017-12-03,82
2017-12-04,100
2017-12-05,86
2017-12-06,78
2017-12-07,93
2017-12-08,76
2017-12-09,55
2017-12-10,66
2017-12-11,81
2017-12-12,85
2017-12-13,80
2017-12-14,79
2017-12-15,62
2017-12-16,40
2017-12-17,34
2017-12-18,53
2017-12-19,42
2017-12-20,44
2017-12-21,48
2017-12-22,41
2017-12-23,37
2017-12-24,30
2017-12-25,13
2017-12-26,29
2017-12-27,34
2017-12-28,32
2017-12-29,30
2017-12-30,30
2017-12-31,23
2018-01-01,25
2018-01-02,26
2018-01-03,40
2018-01-04,40
2018-01-05,46
2018-01-06,36
2018-01-07,24
2018-01-08,31
2018-01-09,39
2018-01-10,29
2018-01-11,35
2018-01-12,36
2018-01-13,24
2018-01-14,23
2018-01-15,42
2018-01-16,46
2018-01-17,44
2018-01-18,41
2018-01-19,43
2018-01-20,28
2018-01-21,46
2018-01-22,41
2018-01-23,47
2018-01-24,45
2018-01-25,49
2018-01-26,39
2018-01-27,33
2018-01-28,39
2018-01-29,42
2018-01-30,52
2018-01-31,56
2018-02-01,49
2018-02-02,51
2018-02-03,39
2018-02-04,38
2018-02-05,69
2018-02-06,86
2018-02-07,75
2018-02-08,64
2018-02-09,61
2018-02-10,41
2018-02-11,45
2018-02-12,60
2018-02-13,50
2018-02-14,49
2018-02-15,63
2018-02-16,54
2018-02-17,45
2018-02-18,51
2018-02-19,49
2018-02-20,63
2018-02-21,60
2018-02-22,58
2018-02-23,51
2018-02-24,47
2018-02-25,48
2018-02-26,62
2018-02-27,59
2018-02-28,63
2018-03-01,62
2018-03-02,59
2018-03-03,45
2018-03-04,55
2018-03-05,64
2018-03-06,54
2018-03-07,65
2018-03-08,65
2018-03-09,54
2018-03-10,51
2018-03-11,46
2018-03-12,55
2018-03-13,53
2018-03-14,54
2018-03-15,53
2018-03-16,41
2018-03-17,38
2018-03-18,46
2018-03-19,59
2018-03-20,60
2018-03-21,59
2018-03-22,65
2018-03-23,51
2018-03-24,44
2018-03-25,45
2018-03-26,69
2018-03-27,62
2018-03-28,56
2018-03-29,54
2018-03-30,40
2018-03-31,37
2018-04-01,39
2018-04-02,91
2018-04-03,72
2018-04-04,64
2018-04-05,64
2018-04-06,44
2018-04-07,40
2018-04-08,56
2018-04-09,76
