date,HAS stock
2014-12-01,71
2014-12-02,88
2014-12-03,89
2014-12-04,61
2014-12-05,83
2014-12-06,67
2014-12-07,81
2014-12-08,97
2014-12-09,71
2014-12-10,95
2014-12-11,68
2014-12-12,89
2014-12-13,54
2014-12-14,56
2014-12-15,56
2014-12-16,68
2014-12-17,69
2014-12-18,72
2014-12-19,62
2014-12-20,39
2014-12-21,25
2014-12-22,59
2014-12-23,55
2014-12-24,52
2014-12-25,32
2014-12-26,37
2014-12-27,28
2014-12-28,33
2014-12-29,33
2014-12-30,51
2014-12-31,48
2015-01-01,35
2015-01-02,38
2015-01-03,33
2015-01-04,45
2015-01-05,50
2015-01-06,44
2015-01-07,44
2015-01-08,47
2015-01-09,43
2015-01-10,32
2015-01-11,28
2015-01-12,45
2015-01-13,57
2015-01-14,58
2015-01-15,66
2015-01-16,49
2015-01-17,41
2015-01-18,35
2015-01-19,35
2015-01-20,46
2015-01-21,52
2015-01-22,47
2015-01-23,58
2015-01-24,31
2015-01-25,47
2015-01-26,48
2015-01-27,62
2015-01-28,61
2015-01-29,73
2015-01-30,44
2015-01-31,40
2015-02-01,42
2015-02-02,73
2015-02-03,61
2015-02-04,76
2015-02-05,67
2015-02-06,44
2015-02-07,52
2015-02-08,62
2015-02-09,73
2015-02-10,64
2015-02-11,67
2015-02-12,80
2015-02-13,75
2015-02-14,49
2015-02-15,48
2015-02-16,62
2015-02-17,63
2015-02-18,60
2015-02-19,55
2015-02-20,78
2015-02-21,44
2015-02-22,50
2015-02-23,63
2015-02-24,70
2015-02-25,67
2015-02-26,56
2015-02-27,55
2015-02-28,47
2015-03-01,60
2015-03-02,80
2015-03-03,76
2015-03-04,60
2015-03-05,66
2015-03-06,56
2015-03-07,39
2015-03-08,29
2015-03-09,78
2015-03-10,70
2015-03-11,73
2015-03-12,69
2015-03-13,50
2015-03-14,35
2015-03-15,56
2015-03-16,60
2015-03-17,57
2015-03-18,58
2015-03-19,54
2015-03-20,64
2015-03-21,44
2015-03-22,61
2015-03-23,64
2015-03-24,74
2015-03-25,55
2015-03-26,54
2015-03-27,60
2015-03-28,40
2015-03-29,57
2015-03-30,75
2015-03-31,47
2015-04-01,69
2015-04-02,53
2015-04-03,57
2015-04-04,37
2015-04-05,46
2015-04-06,65
2015-04-07,60
2015-04-08,49
2015-04-09,55
2015-04-10,59
2015-04-11,49
2015-04-12,67
2015-04-13,85
2015-04-14,67
2015-04-15,75
2015-04-16,75
2015-04-17,61
2015-04-18,50
2015-04-19,53
2015-04-20,81
2015-04-21,74
2015-04-22,83
2015-04-23,75
2015-04-24,60
2015-04-25,41
2015-04-26,60
2015-04-27,100
2015-04-28,70
2015-04-29,87
2015-04-30,72
2015-05-01,75
2015-05-02,57
2015-05-03,52
2015-05-04,83
2015-05-05,76
2015-05-06,75
2015-05-07,66
2015-05-08,56
2015-05-09,54
2015-05-10,41
2015-05-11,61
2015-05-12,61
2015-05-13,59
2015-05-14,56
2015-05-15,41
2015-05-16,40
2015-05-17,44
2015-05-18,49
2015-05-19,44
2015-05-20,66
2015-05-21,53
2015-05-22,39
2015-05-23,34
2015-05-24,41
2015-05-25,35
2015-05-26,45
2015-05-27,65
2015-05-28,53
2015-05-29,44
2015-05-30,38
2015-05-31,32
2015-06-01,39
2015-06-02,53
2015-06-03,49
2015-06-04,40
2015-06-05,48
2015-06-06,38
2015-06-07,52
2015-06-08,60
2015-06-09,58
2015-06-10,51
2015-06-11,60
2015-06-12,32
2015-06-13,37
2015-06-14,60
2015-06-15,59
2015-06-16,30
2015-06-17,45
2015-06-18,43
2015-06-19,39
2015-06-20,53
2015-06-21,43
2015-06-22,53
2015-06-23,57
2015-06-24,50
2015-06-25,56
2015-06-26,58
2015-06-27,41
2015-06-28,39
2015-06-29,59
2015-06-30,49
2015-07-01,44
2015-07-02,46
2015-07-03,44
2015-07-04,28
2015-07-05,32
2015-07-06,54
2015-07-07,50
2015-07-08,79
2015-07-09,75
2015-07-10,45
2015-07-11,31
2015-07-12,27
2015-07-13,47
2015-07-14,54
2015-07-15,48
2015-07-16,44
2015-07-17,42
2015-07-18,36
2015-07-19,38
2015-07-20,49
2015-07-21,57
2015-07-22,42
2015-07-23,43
2015-07-24,51
2015-07-25,37
2015-07-26,34
2015-07-27,59
2015-07-28,50
2015-07-29,47
2015-07-30,46
2015-07-31,50
2015-08-01,42
2015-08-02,48
2015-08-03,47
2015-08-04,45
2015-08-05,46
2015-08-06,43
2015-08-07,49
2015-08-08,33
2015-08-09,46
2015-08-10,37
2015-08-11,42
2015-08-12,39
2015-08-13,41
2015-08-14,53
2015-08-15,26
2015-08-16,23
2015-08-17,48
2015-08-18,52
