date,HAS stock
2016-09-11,24
2016-09-12,23
2016-09-13,32
2016-09-14,24
2016-09-15,26
2016-09-16,17
2016-09-17,19
2016-09-18,23
2016-09-19,26
2016-09-20,26
2016-09-21,28
2016-09-22,28
2016-09-23,29
2016-09-24,19
2016-09-25,25
2016-09-26,40
2016-09-27,34
2016-09-28,31
2016-09-29,27
2016-09-30,32
2016-10-01,20
2016-10-02,13
2016-10-03,26
2016-10-04,24
2016-10-05,22
2016-10-06,30
2016-10-07,26
2016-10-08,16
2016-10-09,30
2016-10-10,34
2016-10-11,27
2016-10-12,28
2016-10-13,24
2016-10-14,25
2016-10-15,27
2016-10-16,25
2016-10-17,38
2016-10-18,31
2016-10-19,31
2016-10-20,30
2016-10-21,24
2016-10-22,27
2016-10-23,23
2016-10-24,39
2016-10-25,25
2016-10-26,29
2016-10-27,43
2016-10-28,26
2016-10-29,18
2016-10-30,24
2016-10-31,26
2016-11-01,37
2016-11-02,38
2016-11-03,34
2016-11-04,39
2016-11-05,35
2016-11-06,32
2016-11-07,39
2016-11-08,40
2016-11-09,100
2016-11-10,46
2016-11-11,41
2016-11-12,19
2016-11-13,36
2016-11-14,41
2016-11-15,42
2016-11-16,70
2016-11-17,46
2016-11-18,38
2016-11-19,20
2016-11-20,30
2016-11-21,38
2016-11-22,42
2016-11-23,24
2016-11-24,23
2016-11-25,25
2016-11-26,18
2016-11-27,29
2016-11-28,49
2016-11-29,58
2016-11-30,42
2016-12-01,60
2016-12-02,43
2016-12-03,30
2016-12-04,50
2016-12-05,65
2016-12-06,47
2016-12-07,45
2016-12-08,62
2016-12-09,35
2016-12-10,44
2016-12-11,34
2016-12-12,60
2016-12-13,55
2016-12-14,43
2016-12-15,37
2016-12-16,31
2016-12-17,28
2016-12-18,26
2016-12-19,23
2016-12-20,37
2016-12-21,33
2016-12-22,28
2016-12-23,23
2016-12-24,16
2016-12-25,9
2016-12-26,13
2016-12-27,15
2016-12-28,12
2016-12-29,20
2016-12-30,29
2016-12-31,18
2017-01-01,10
2017-01-02,18
2017-01-03,13
2017-01-04,14
2017-01-05,17
2017-01-06,20
2017-01-07,15
2017-01-08,18
2017-01-09,20
2017-01-10,19
2017-01-11,19
2017-01-12,26
2017-01-13,20
2017-01-14,19
2017-01-15,21
2017-01-16,18
2017-01-17,22
2017-01-18,23
2017-01-19,25
2017-01-20,21
2017-01-21,24
2017-01-22,26
2017-01-23,27
2017-01-24,30
2017-01-25,34
2017-01-26,28
2017-01-27,27
2017-01-28,31
2017-01-29,24
2017-01-30,31
2017-01-31,44
2017-02-01,30
2017-02-02,33
2017-02-03,33
2017-02-04,24
2017-02-05,32
2017-02-06,38
2017-02-07,39
2017-02-08,31
2017-02-09,33
2017-02-10,38
2017-02-11,33
2017-02-12,26
2017-02-13,42
2017-02-14,27
2017-02-15,43
2017-02-16,38
2017-02-17,36
2017-02-18,33
2017-02-19,25
2017-02-20,29
2017-02-21,38
2017-02-22,40
2017-02-23,31
2017-02-24,32
2017-02-25,21
2017-02-26,33
2017-02-27,42
2017-02-28,37
2017-03-01,52
2017-03-02,40
2017-03-03,46
2017-03-04,32
2017-03-05,39
2017-03-06,43
2017-03-07,41
2017-03-08,43
2017-03-09,44
2017-03-10,41
2017-03-11,23
2017-03-12,39
2017-03-13,33
2017-03-14,31
2017-03-15,32
2017-03-16,34
2017-03-17,27
2017-03-18,24
2017-03-19,23
2017-03-20,31
2017-03-21,34
2017-03-22,39
2017-03-23,39
2017-03-24,37
2017-03-25,21
2017-03-26,20
2017-03-27,45
2017-03-28,34
2017-03-29,43
2017-03-30,32
2017-03-31,25
2017-04-01,28
2017-04-02,31
2017-04-03,36
2017-04-04,44
2017-04-05,41
2017-04-06,36
2017-04-07,38
2017-04-08,29
2017-04-09,32
2017-04-10,56
2017-04-11,44
2017-04-12,39
2017-04-13,45
2017-04-14,31
2017-04-15,18
2017-04-16,24
2017-04-17,52
2017-04-18,38
2017-04-19,44
2017-04-20,35
2017-04-21,42
2017-04-22,41
2017-04-23,53
2017-04-24,52
2017-04-25,45
2017-04-26,51
2017-04-27,39
2017-04-28,36
2017-04-29,25
2017-04-30,34
2017-05-01,49
2017-05-02,53
2017-05-03,37
2017-05-04,49
2017-05-05,27
2017-05-06,22
2017-05-07,23
2017-05-08,31
2017-05-09,43
2017-05-10,33
2017-05-11,42
2017-05-12,29
2017-05-13,14
2017-05-14,21
2017-05-15,28
2017-05-16,30
2017-05-17,28
2017-05-18,19
2017-05-19,21
2017-05-20,15
2017-05-21,15
2017-05-22,26
2017-05-23,23
2017-05-24,22
2017-05-25,25
2017-05-26,22
2017-05-27,19
2017-05-28,28
2017-05-29,11
