date,Align Technology,isPartial
2012-10-12,15,False
2012-10-13,0,False
2012-10-14,0,False
2012-10-15,14,False
2012-10-16,28,False
2012-10-17,28,False
2012-10-18,14,False
2012-10-19,15,False
2012-10-20,17,False
2012-10-21,0,False
2012-10-22,28,False
2012-10-23,28,False
2012-10-24,14,False
2012-10-25,43,False
2012-10-26,15,False
2012-10-27,0,False
2012-10-28,0,False
2012-10-29,41,False
2012-10-30,14,False
2012-10-31,43,False
2012-11-01,15,False
2012-11-02,15,False
2012-11-03,0,False
2012-11-04,0,False
2012-11-05,0,False
2012-11-06,0,False
2012-11-07,14,False
2012-11-08,0,False
2012-11-09,15,False
2012-11-10,0,False
2012-11-11,33,False
2012-11-12,14,False
2012-11-13,28,False
2012-11-14,0,False
2012-11-15,29,False
2012-11-16,29,False
2012-11-17,0,False
2012-11-18,16,False
2012-11-19,28,False
2012-11-20,27,False
2012-11-21,14,False
2012-11-22,15,False
2012-11-23,0,False
2012-11-24,17,False
2012-11-25,32,False
2012-11-26,14,False
2012-11-27,0,False
2012-11-28,40,False
2012-11-29,14,False
2012-11-30,28,False
2012-12-01,0,False
2012-12-02,16,False
2012-12-03,0,False
2012-12-04,27,False
2012-12-05,14,False
2012-12-06,42,False
2012-12-07,0,False
2012-12-08,0,False
2012-12-09,16,False
2012-12-10,27,False
2012-12-11,13,False
2012-12-12,41,False
2012-12-13,0,False
2012-12-14,14,False
2012-12-15,16,False
2012-12-16,16,False
2012-12-17,0,False
2012-12-18,0,False
2012-12-19,28,False
2012-12-20,14,False
2012-12-21,0,False
2012-12-22,17,False
2012-12-23,0,False
2012-12-24,0,False
2012-12-25,18,False
2012-12-26,16,False
2012-12-27,15,False
2012-12-28,0,False
2012-12-29,0,False
2012-12-30,0,False
2012-12-31,0,False
2013-01-01,18,False
2013-01-02,14,False
2013-01-03,41,False
2013-01-04,28,False
2013-01-05,16,False
2013-01-06,31,False
2013-01-07,13,False
2013-01-08,13,False
2013-01-09,40,False
2013-01-10,79,False
2013-01-11,27,False
2013-01-12,31,False
2013-01-13,31,False
2013-01-14,13,False
2013-01-15,39,False
2013-01-16,39,False
2013-01-17,13,False
2013-01-18,13,False
2013-01-19,0,False
2013-01-20,0,False
2013-01-21,26,False
