date,Align Technology,isPartial
2015-04-10,0,False
2015-04-11,21,False
2015-04-12,21,False
2015-04-13,35,False
2015-04-14,26,False
2015-04-15,62,False
2015-04-16,79,False
2015-04-17,46,False
2015-04-18,0,False
2015-04-19,0,False
2015-04-20,44,False
2015-04-21,53,False
2015-04-22,53,False
2015-04-23,45,False
2015-04-24,37,False
2015-04-25,41,False
2015-04-26,20,False
2015-04-27,35,False
2015-04-28,78,False
2015-04-29,35,False
2015-04-30,54,False
2015-05-01,20,False
2015-05-02,0,False
2015-05-03,31,False
2015-05-04,44,False
2015-05-05,44,False
2015-05-06,87,False
2015-05-07,45,False
2015-05-08,56,False
2015-05-09,0,False
2015-05-10,0,False
2015-05-11,78,False
2015-05-12,34,False
2015-05-13,53,False
2015-05-14,71,False
2015-05-15,18,False
2015-05-16,21,False
2015-05-17,31,False
2015-05-18,43,False
2015-05-19,69,False
2015-05-20,17,False
2015-05-21,89,False
2015-05-22,46,False
2015-05-23,0,False
2015-05-24,0,False
2015-05-25,36,False
2015-05-26,17,False
2015-05-27,51,False
2015-05-28,53,False
2015-05-29,55,False
2015-05-30,0,False
2015-05-31,63,False
2015-06-01,35,False
2015-06-02,35,False
2015-06-03,52,False
2015-06-04,45,False
2015-06-05,28,False
2015-06-06,32,False
2015-06-07,0,False
2015-06-08,17,False
2015-06-09,17,False
2015-06-10,17,False
2015-06-11,27,False
2015-06-12,37,False
2015-06-13,0,False
2015-06-14,31,False
2015-06-15,51,False
2015-06-16,43,False
2015-06-17,61,False
2015-06-18,35,False
2015-06-19,46,False
2015-06-20,21,False
2015-06-21,42,False
2015-06-22,88,False
2015-06-23,43,False
2015-06-24,18,False
2015-06-25,36,False
2015-06-26,46,False
2015-06-27,21,False
2015-06-28,0,False
2015-06-29,0,False
2015-06-30,35,False
2015-07-01,18,False
2015-07-02,55,False
2015-07-03,57,False
2015-07-04,22,False
2015-07-05,21,False
2015-07-06,52,False
2015-07-07,17,False
2015-07-08,26,False
2015-07-09,18,False
2015-07-10,18,False
2015-07-11,43,False
2015-07-12,21,False
2015-07-13,43,False
2015-07-14,35,False
2015-07-15,44,False
2015-07-16,46,False
2015-07-17,38,False
2015-07-18,45,False
2015-07-19,0,False
2015-07-20,37,False
2015-07-21,71,False
2015-07-22,44,False
2015-07-23,89,False
2015-07-24,84,False
2015-07-25,21,False
2015-07-26,21,False
2015-07-27,35,False
2015-07-28,70,False
2015-07-29,35,False
2015-07-30,35,False
2015-07-31,37,False
2015-08-01,0,False
2015-08-02,21,False
2015-08-03,26,False
2015-08-04,70,False
2015-08-05,35,False
2015-08-06,45,False
2015-08-07,74,False
2015-08-08,42,False
2015-08-09,0,False
2015-08-10,26,False
2015-08-11,52,False
2015-08-12,71,False
2015-08-13,53,False
2015-08-14,27,False
2015-08-15,21,False
2015-08-16,21,False
2015-08-17,52,False
2015-08-18,52,False
2015-08-19,26,False
2015-08-20,35,False
2015-08-21,18,False
2015-08-22,31,False
2015-08-23,20,False
2015-08-24,84,False
2015-08-25,34,False
2015-08-26,69,False
2015-08-27,52,False
2015-08-28,36,False
2015-08-29,0,False
2015-08-30,20,False
2015-08-31,34,False
2015-09-01,42,False
2015-09-02,68,False
2015-09-03,86,False
2015-09-04,44,False
2015-09-05,20,False
2015-09-06,40,False
2015-09-07,35,False
2015-09-08,42,False
2015-09-09,33,False
2015-09-10,34,False
2015-09-11,88,False
2015-09-12,20,False
2015-09-13,19,False
2015-09-14,58,False
2015-09-15,33,False
2015-09-16,42,False
2015-09-17,58,False
2015-09-18,52,False
2015-09-19,50,False
2015-09-20,39,False
2015-09-21,99,False
2015-09-22,58,False
2015-09-23,75,False
2015-09-24,52,False
2015-09-25,35,False
2015-09-26,40,False
2015-09-27,0,False
2015-09-28,49,False
2015-09-29,41,False
2015-09-30,58,False
2015-10-01,33,False
2015-10-02,17,False
2015-10-03,39,False
2015-10-04,0,False
2015-10-05,49,False
2015-10-06,33,False
2015-10-07,33,False
2015-10-08,25,False
2015-10-09,60,False
2015-10-10,29,False
2015-10-11,19,False
2015-10-12,25,False
2015-10-13,48,False
2015-10-14,48,False
2015-10-15,58,False
2015-10-16,34,False
2015-10-17,29,False
2015-10-18,19,False
2015-10-19,57,False
2015-10-20,32,False
2015-10-21,33,False
2015-10-22,74,False
2015-10-23,43,False
2015-10-24,29,False
2015-10-25,28,False
2015-10-26,56,False
2015-10-27,73,False
2015-10-28,64,False
2015-10-29,58,False
2015-10-30,17,False
2015-10-31,20,False
2015-11-01,39,False
2015-11-02,41,False
2015-11-03,16,False
2015-11-04,32,False
2015-11-05,33,False
2015-11-06,25,False
2015-11-07,19,False
2015-11-08,37,False
2015-11-09,56,False
2015-11-10,32,False
2015-11-11,84,False
2015-11-12,100,False
2015-11-13,35,False
2015-11-14,38,False
2015-11-15,19,False
2015-11-16,73,False
2015-11-17,72,False
2015-11-18,40,False
2015-11-19,41,False
2015-11-20,34,False
2015-11-21,19,False
2015-11-22,19,False
2015-11-23,16,False
2015-11-24,32,False
2015-11-25,73,False
2015-11-26,17,False
2015-11-27,52,False
2015-11-28,28,False
2015-11-29,37,False
2015-11-30,47,False
2015-12-01,40,False
2015-12-02,24,False
2015-12-03,24,False
2015-12-04,34,False
2015-12-05,20,False
2015-12-06,19,False
2015-12-07,32,False
2015-12-08,41,False
2015-12-09,65,False
2015-12-10,41,False
2015-12-11,34,False
2015-12-12,29,False
2015-12-13,28,False
2015-12-14,64,False
2015-12-15,50,False
2015-12-16,34,False
2015-12-17,34,False
2015-12-18,45,False
2015-12-19,41,False
2015-12-20,40,False
2015-12-21,34,False
2015-12-22,27,False
2015-12-23,36,False
2015-12-24,20,False
2015-12-25,22,False
2015-12-26,0,False
