date,Align Technology,isPartial
2015-12-26,0,False
2015-12-27,0,False
2015-12-28,12,False
2015-12-29,24,False
2015-12-30,25,False
2015-12-31,14,False
2016-01-01,15,False
2016-01-02,28,False
2016-01-03,0,False
2016-01-04,12,False
2016-01-05,12,False
2016-01-06,12,False
2016-01-07,37,False
2016-01-08,25,False
2016-01-09,0,False
2016-01-10,0,False
2016-01-11,23,False
2016-01-12,35,False
2016-01-13,24,False
2016-01-14,23,False
2016-01-15,62,False
2016-01-16,14,False
2016-01-17,26,False
2016-01-18,12,False
2016-01-19,0,False
2016-01-20,58,False
2016-01-21,60,False
2016-01-22,61,False
2016-01-23,53,False
2016-01-24,13,False
2016-01-25,46,False
2016-01-26,12,False
2016-01-27,35,False
2016-01-28,12,False
2016-01-29,12,False
2016-01-30,0,False
2016-01-31,26,False
2016-02-01,59,False
2016-02-02,12,False
2016-02-03,12,False
2016-02-04,48,False
2016-02-05,25,False
2016-02-06,14,False
2016-02-07,0,False
2016-02-08,36,False
2016-02-09,12,False
2016-02-10,47,False
2016-02-11,35,False
2016-02-12,24,False
2016-02-13,0,False
2016-02-14,0,False
2016-02-15,23,False
2016-02-16,35,False
2016-02-17,12,False
2016-02-18,12,False
2016-02-19,24,False
2016-02-20,13,False
2016-02-21,39,False
2016-02-22,23,False
2016-02-23,46,False
2016-02-24,46,False
2016-02-25,0,False
2016-02-26,24,False
2016-02-27,39,False
2016-02-28,13,False
2016-02-29,56,False
2016-03-01,33,False
2016-03-02,11,False
2016-03-03,35,False
2016-03-04,0,False
2016-03-05,39,False
2016-03-06,0,False
2016-03-07,23,False
2016-03-08,46,False
2016-03-09,12,False
2016-03-10,23,False
2016-03-11,36,False
2016-03-12,0,False
2016-03-13,13,False
2016-03-14,23,False
2016-03-15,34,False
2016-03-16,57,False
2016-03-17,12,False
2016-03-18,49,False
2016-03-19,0,False
2016-03-20,13,False
2016-03-21,12,False
2016-03-22,12,False
2016-03-23,24,False
2016-03-24,12,False
2016-03-25,26,False
2016-03-26,0,False
2016-03-27,28,False
2016-03-28,12,False
2016-03-29,12,False
2016-03-30,23,False
2016-03-31,35,False
2016-04-01,48,False
2016-04-02,13,False
2016-04-03,0,False
2016-04-04,0,False
2016-04-05,11,False
2016-04-06,35,False
2016-04-07,35,False
2016-04-08,12,False
2016-04-09,0,False
2016-04-10,52,False
2016-04-11,35,False
2016-04-12,46,False
2016-04-13,23,False
2016-04-14,58,False
2016-04-15,36,False
2016-04-16,0,False
2016-04-17,0,False
2016-04-18,23,False
2016-04-19,23,False
2016-04-20,12,False
2016-04-21,24,False
2016-04-22,36,False
2016-04-23,13,False
2016-04-24,13,False
2016-04-25,34,False
2016-04-26,45,False
2016-04-27,23,False
2016-04-28,0,False
2016-04-29,24,False
2016-04-30,14,False
2016-05-01,14,False
2016-05-02,36,False
2016-05-03,35,False
2016-05-04,35,False
2016-05-05,36,False
2016-05-06,0,False
2016-05-07,28,False
2016-05-08,27,False
2016-05-09,47,False
2016-05-10,34,False
2016-05-11,0,False
2016-05-12,12,False
2016-05-13,24,False
2016-05-14,0,False
2016-05-15,27,False
2016-05-16,23,False
2016-05-17,34,False
2016-05-18,58,False
2016-05-19,12,False
2016-05-20,37,False
2016-05-21,0,False
2016-05-22,27,False
2016-05-23,23,False
2016-05-24,23,False
2016-05-25,23,False
2016-05-26,24,False
2016-05-27,25,False
2016-05-28,0,False
2016-05-29,0,False
2016-05-30,0,False
2016-05-31,24,False
2016-06-01,59,False
2016-06-02,48,False
2016-06-03,12,False
2016-06-04,28,False
2016-06-05,0,False
2016-06-06,0,False
2016-06-07,24,False
2016-06-08,59,False
2016-06-09,36,False
2016-06-10,25,False
2016-06-11,0,False
2016-06-12,0,False
2016-06-13,0,False
2016-06-14,11,False
2016-06-15,35,False
2016-06-16,70,False
2016-06-17,12,False
2016-06-18,0,False
2016-06-19,14,False
