date,Align Technology,isPartial
2012-01-26,0,False
2012-01-27,43,False
2012-01-28,0,False
2012-01-29,0,False
2012-01-30,60,False
2012-01-31,20,False
2012-02-01,20,False
2012-02-02,20,False
2012-02-03,21,False
2012-02-04,0,False
2012-02-05,0,False
2012-02-06,0,False
2012-02-07,60,False
2012-02-08,20,False
2012-02-09,20,False
2012-02-10,42,False
2012-02-11,24,False
2012-02-12,0,False
2012-02-13,20,False
2012-02-14,20,False
2012-02-15,20,False
2012-02-16,0,False
2012-02-17,21,False
2012-02-18,25,False
2012-02-19,48,False
2012-02-20,41,False
2012-02-21,0,False
2012-02-22,20,False
2012-02-23,0,False
2012-02-24,63,False
2012-02-25,0,False
2012-02-26,0,False
2012-02-27,40,False
2012-02-28,39,False
2012-02-29,79,False
2012-03-01,21,False
2012-03-02,22,False
2012-03-03,0,False
2012-03-04,0,False
2012-03-05,0,False
2012-03-06,20,False
2012-03-07,60,False
2012-03-08,41,False
2012-03-09,42,False
2012-03-10,0,False
2012-03-11,72,False
2012-03-12,79,False
2012-03-13,20,False
2012-03-14,0,False
2012-03-15,20,False
2012-03-16,21,False
2012-03-17,0,False
2012-03-18,24,False
2012-03-19,20,False
2012-03-20,40,False
2012-03-21,60,False
2012-03-22,81,False
2012-03-23,64,False
2012-03-24,25,False
2012-03-25,24,False
2012-03-26,20,False
2012-03-27,40,False
2012-03-28,40,False
2012-03-29,0,False
2012-03-30,22,False
2012-03-31,0,False
2012-04-01,0,False
2012-04-02,40,False
2012-04-03,0,False
2012-04-04,21,False
2012-04-05,21,False
2012-04-06,23,False
2012-04-07,26,False
2012-04-08,0,False
2012-04-09,0,False
2012-04-10,41,False
2012-04-11,59,False
2012-04-12,20,False
2012-04-13,0,False
2012-04-14,0,False
2012-04-15,0,False
2012-04-16,0,False
2012-04-17,20,False
2012-04-18,20,False
2012-04-19,0,False
2012-04-20,0,False
2012-04-21,0,False
2012-04-22,47,False
2012-04-23,58,False
2012-04-24,19,False
2012-04-25,20,False
2012-04-26,20,False
2012-04-27,0,False
2012-04-28,49,False
2012-04-29,25,False
2012-04-30,83,False
2012-05-01,22,False
2012-05-02,99,False
2012-05-03,61,False
2012-05-04,0,False
2012-05-05,0,False
2012-05-06,0,False
2012-05-07,39,False
2012-05-08,0,False
2012-05-09,19,False
2012-05-10,0,False
2012-05-11,42,False
2012-05-12,0,False
2012-05-13,0,False
2012-05-14,39,False
2012-05-15,58,False
2012-05-16,78,False
2012-05-17,41,False
2012-05-18,21,False
2012-05-19,0,False
2012-05-20,0,False
2012-05-21,19,False
2012-05-22,0,False
2012-05-23,39,False
2012-05-24,41,False
2012-05-25,0,False
2012-05-26,0,False
2012-05-27,0,False
2012-05-28,0,False
2012-05-29,0,False
2012-05-30,0,False
2012-05-31,0,False
2012-06-01,21,False
2012-06-02,25,False
2012-06-03,24,False
2012-06-04,0,False
2012-06-05,0,False
2012-06-06,19,False
2012-06-07,0,False
2012-06-08,21,False
2012-06-09,24,False
2012-06-10,0,False
2012-06-11,38,False
2012-06-12,58,False
2012-06-13,20,False
2012-06-14,39,False
2012-06-15,0,False
2012-06-16,0,False
2012-06-17,49,False
2012-06-18,19,False
2012-06-19,58,False
2012-06-20,20,False
2012-06-21,20,False
2012-06-22,0,False
2012-06-23,0,False
2012-06-24,73,False
2012-06-25,0,False
2012-06-26,39,False
2012-06-27,39,False
2012-06-28,60,False
2012-06-29,63,False
2012-06-30,0,False
2012-07-01,0,False
2012-07-02,20,False
2012-07-03,0,False
2012-07-04,0,False
2012-07-05,0,False
2012-07-06,21,False
2012-07-07,0,False
2012-07-08,0,False
