date,Align Technology,isPartial
2013-02-19,51,False
2013-02-20,51,False
2013-02-21,34,False
2013-02-22,0,False
2013-02-23,0,False
2013-02-24,0,False
2013-02-25,67,False
2013-02-26,84,False
2013-02-27,50,False
2013-02-28,69,False
2013-03-01,18,False
2013-03-02,20,False
2013-03-03,0,False
2013-03-04,0,False
2013-03-05,34,False
2013-03-06,34,False
2013-03-07,0,False
2013-03-08,53,False
2013-03-09,0,False
2013-03-10,20,False
2013-03-11,33,False
2013-03-12,33,False
2013-03-13,33,False
2013-03-14,17,False
2013-03-15,35,False
2013-03-16,0,False
2013-03-17,19,False
2013-03-18,0,False
2013-03-19,34,False
2013-03-20,34,False
2013-03-21,17,False
2013-03-22,35,False
2013-03-23,0,False
2013-03-24,20,False
2013-03-25,50,False
2013-03-26,34,False
2013-03-27,0,False
2013-03-28,18,False
2013-03-29,19,False
2013-03-30,21,False
2013-03-31,0,False
2013-04-01,17,False
2013-04-02,100,False
2013-04-03,50,False
2013-04-04,17,False
2013-04-05,35,False
2013-04-06,20,False
2013-04-07,0,False
2013-04-08,16,False
2013-04-09,0,False
2013-04-10,50,False
2013-04-11,0,False
2013-04-12,52,False
2013-04-13,0,False
2013-04-14,20,False
2013-04-15,50,False
2013-04-16,17,False
2013-04-17,34,False
2013-04-18,51,False
2013-04-19,70,False
2013-04-20,60,False
2013-04-21,0,False
2013-04-22,50,False
2013-04-23,17,False
2013-04-24,0,False
2013-04-25,35,False
2013-04-26,0,False
2013-04-27,0,False
2013-04-28,20,False
2013-04-29,33,False
2013-04-30,67,False
2013-05-01,0,False
2013-05-02,17,False
2013-05-03,54,False
2013-05-04,20,False
2013-05-05,0,False
2013-05-06,0,False
2013-05-07,17,False
2013-05-08,34,False
2013-05-09,34,False
2013-05-10,71,False
2013-05-11,0,False
2013-05-12,0,False
2013-05-13,50,False
2013-05-14,0,False
2013-05-15,17,False
2013-05-16,0,False
2013-05-17,35,False
2013-05-18,40,False
2013-05-19,0,False
2013-05-20,17,False
2013-05-21,0,False
2013-05-22,33,False
2013-05-23,0,False
2013-05-24,17,False
2013-05-25,0,False
2013-05-26,0,False
2013-05-27,0,False
2013-05-28,33,False
2013-05-29,49,False
2013-05-30,33,False
2013-05-31,35,False
2013-06-01,0,False
2013-06-02,40,False
2013-06-03,65,False
2013-06-04,33,False
2013-06-05,49,False
2013-06-06,17,False
2013-06-07,34,False
2013-06-08,20,False
2013-06-09,0,False
2013-06-10,33,False
2013-06-11,65,False
2013-06-12,17,False
2013-06-13,66,False
2013-06-14,18,False
2013-06-15,20,False
2013-06-16,20,False
2013-06-17,33,False
2013-06-18,66,False
2013-06-19,33,False
2013-06-20,50,False
2013-06-21,0,False
2013-06-22,21,False
2013-06-23,20,False
2013-06-24,17,False
2013-06-25,0,False
2013-06-26,0,False
2013-06-27,83,False
2013-06-28,0,False
2013-06-29,0,False
2013-06-30,20,False
2013-07-01,17,False
2013-07-02,83,False
2013-07-03,17,False
2013-07-04,18,False
2013-07-05,37,False
2013-07-06,21,False
