date,Align Technology,isPartial
2015-08-18,15,False
2015-08-19,15,False
2015-08-20,29,False
2015-08-21,15,False
2015-08-22,0,False
2015-08-23,17,False
2015-08-24,29,False
2015-08-25,29,False
2015-08-26,29,False
2015-08-27,29,False
2015-08-28,30,False
2015-08-29,0,False
2015-08-30,17,False
2015-08-31,14,False
2015-09-01,14,False
2015-09-02,43,False
2015-09-03,87,False
2015-09-04,30,False
2015-09-05,17,False
2015-09-06,17,False
2015-09-07,29,False
2015-09-08,28,False
2015-09-09,0,False
2015-09-10,28,False
2015-09-11,0,False
2015-09-12,0,False
2015-09-13,16,False
2015-09-14,28,False
2015-09-15,42,False
2015-09-16,0,False
2015-09-17,14,False
2015-09-18,73,False
2015-09-19,66,False
2015-09-20,0,False
2015-09-21,96,False
2015-09-22,55,False
2015-09-23,28,False
2015-09-24,57,False
2015-09-25,30,False
2015-09-26,0,False
2015-09-27,0,False
2015-09-28,41,False
2015-09-29,55,False
2015-09-30,70,False
2015-10-01,14,False
2015-10-02,15,False
2015-10-03,16,False
2015-10-04,0,False
2015-10-05,41,False
2015-10-06,28,False
2015-10-07,55,False
2015-10-08,55,False
2015-10-09,57,False
2015-10-10,16,False
2015-10-11,0,False
2015-10-12,70,False
2015-10-13,54,False
2015-10-14,27,False
2015-10-15,55,False
2015-10-16,29,False
2015-10-17,32,False
2015-10-18,32,False
2015-10-19,54,False
2015-10-20,54,False
2015-10-21,27,False
2015-10-22,41,False
2015-10-23,72,False
2015-10-24,0,False
2015-10-25,0,False
2015-10-26,27,False
2015-10-27,54,False
2015-10-28,53,False
2015-10-29,0,False
2015-10-30,43,False
2015-10-31,0,False
2015-11-01,0,False
2015-11-02,28,False
2015-11-03,0,False
2015-11-04,13,False
2015-11-05,27,False
2015-11-06,71,False
2015-11-07,16,False
2015-11-08,32,False
2015-11-09,27,False
2015-11-10,27,False
2015-11-11,28,False
2015-11-12,84,False
2015-11-13,57,False
2015-11-14,32,False
2015-11-15,0,False
2015-11-16,53,False
2015-11-17,94,False
2015-11-18,54,False
2015-11-19,42,False
2015-11-20,28,False
2015-11-21,16,False
2015-11-22,0,False
2015-11-23,14,False
2015-11-24,54,False
2015-11-25,27,False
2015-11-26,14,False
2015-11-27,43,False
2015-11-28,16,False
2015-11-29,31,False
2015-11-30,26,False
2015-12-01,27,False
2015-12-02,41,False
2015-12-03,83,False
2015-12-04,28,False
2015-12-05,49,False
2015-12-06,16,False
2015-12-07,41,False
2015-12-08,14,False
2015-12-09,68,False
2015-12-10,28,False
2015-12-11,29,False
2015-12-12,16,False
2015-12-13,47,False
2015-12-14,27,False
2015-12-15,28,False
2015-12-16,28,False
2015-12-17,14,False
2015-12-18,46,False
2015-12-19,17,False
2015-12-20,33,False
2015-12-21,44,False
2015-12-22,0,False
2015-12-23,16,False
2015-12-24,0,False
2015-12-25,0,False
2015-12-26,0,False
2015-12-27,0,False
2015-12-28,15,False
2015-12-29,30,False
2015-12-30,0,False
2015-12-31,17,False
2016-01-01,19,False
2016-01-02,0,False
2016-01-03,0,False
2016-01-04,15,False
2016-01-05,30,False
2016-01-06,30,False
2016-01-07,60,False
2016-01-08,0,False
2016-01-09,16,False
2016-01-10,0,False
2016-01-11,56,False
2016-01-12,28,False
2016-01-13,15,False
2016-01-14,14,False
2016-01-15,60,False
2016-01-16,17,False
2016-01-17,16,False
2016-01-18,14,False
2016-01-19,29,False
2016-01-20,72,False
2016-01-21,59,False
2016-01-22,45,False
2016-01-23,65,False
2016-01-24,0,False
2016-01-25,57,False
2016-01-26,0,False
2016-01-27,14,False
2016-01-28,29,False
2016-01-29,30,False
2016-01-30,0,False
2016-01-31,16,False
