date,Align Technology,isPartial
2013-11-06,0,False
2013-11-07,0,False
2013-11-08,21,False
2013-11-09,72,False
2013-11-10,23,False
2013-11-11,40,False
2013-11-12,0,False
2013-11-13,61,False
2013-11-14,20,False
2013-11-15,43,False
2013-11-16,24,False
2013-11-17,0,False
2013-11-18,61,False
2013-11-19,40,False
2013-11-20,80,False
2013-11-21,0,False
2013-11-22,21,False
2013-11-23,0,False
2013-11-24,23,False
2013-11-25,59,False
2013-11-26,40,False
2013-11-27,60,False
2013-11-28,21,False
2013-11-29,0,False
2013-11-30,48,False
2013-12-01,0,False
2013-12-02,19,False
2013-12-03,40,False
2013-12-04,98,False
2013-12-05,0,False
2013-12-06,21,False
2013-12-07,0,False
2013-12-08,24,False
2013-12-09,59,False
2013-12-10,60,False
2013-12-11,0,False
2013-12-12,0,False
2013-12-13,43,False
2013-12-14,0,False
2013-12-15,0,False
2013-12-16,20,False
2013-12-17,0,False
2013-12-18,21,False
2013-12-19,0,False
2013-12-20,45,False
2013-12-21,0,False
2013-12-22,25,False
2013-12-23,22,False
2013-12-24,0,False
2013-12-25,0,False
2013-12-26,0,False
2013-12-27,22,False
2013-12-28,0,False
2013-12-29,25,False
2013-12-30,0,False
2013-12-31,0,False
2014-01-01,26,False
2014-01-02,0,False
2014-01-03,21,False
2014-01-04,0,False
2014-01-05,23,False
2014-01-06,40,False
2014-01-07,99,False
2014-01-08,20,False
2014-01-09,20,False
2014-01-10,41,False
2014-01-11,46,False
2014-01-12,0,False
2014-01-13,57,False
2014-01-14,19,False
2014-01-15,20,False
2014-01-16,20,False
2014-01-17,40,False
2014-01-18,0,False
2014-01-19,22,False
2014-01-20,0,False
2014-01-21,39,False
2014-01-22,19,False
2014-01-23,77,False
2014-01-24,0,False
2014-01-25,22,False
2014-01-26,22,False
2014-01-27,37,False
2014-01-28,19,False
2014-01-29,57,False
2014-01-30,39,False
2014-01-31,100,False
2014-02-01,22,False
2014-02-02,44,False
2014-02-03,38,False
2014-02-04,38,False
2014-02-05,19,False
2014-02-06,79,False
2014-02-07,0,False
2014-02-08,22,False
2014-02-09,44,False
2014-02-10,57,False
2014-02-11,19,False
2014-02-12,38,False
2014-02-13,58,False
2014-02-14,0,False
2014-02-15,23,False
2014-02-16,0,False
2014-02-17,57,False
2014-02-18,0,False
2014-02-19,38,False
2014-02-20,19,False
2014-02-21,20,False
2014-02-22,89,False
2014-02-23,66,False
2014-02-24,19,False
2014-02-25,37,False
2014-02-26,19,False
2014-02-27,58,False
2014-02-28,20,False
2014-03-01,0,False
