date,Align Technology,isPartial
2017-05-29,14,False
2017-05-30,20,False
2017-05-31,20,False
2017-06-01,48,False
2017-06-02,14,False
2017-06-03,24,False
2017-06-04,0,False
2017-06-05,48,False
2017-06-06,46,False
2017-06-07,46,False
2017-06-08,27,False
2017-06-09,28,False
2017-06-10,0,False
2017-06-11,8,False
2017-06-12,40,False
2017-06-13,26,False
2017-06-14,7,False
2017-06-15,28,False
2017-06-16,14,False
2017-06-17,8,False
2017-06-18,0,False
2017-06-19,14,False
2017-06-20,38,False
2017-06-21,13,False
2017-06-22,13,False
2017-06-23,14,False
2017-06-24,8,False
2017-06-25,24,False
2017-06-26,27,False
2017-06-27,21,False
2017-06-28,14,False
2017-06-29,14,False
2017-06-30,7,False
2017-07-01,0,False
2017-07-02,16,False
2017-07-03,14,False
2017-07-04,28,False
2017-07-05,7,False
2017-07-06,21,False
2017-07-07,43,False
2017-07-08,8,False
2017-07-09,0,False
2017-07-10,48,False
2017-07-11,7,False
2017-07-12,27,False
2017-07-13,35,False
2017-07-14,14,False
2017-07-15,16,False
2017-07-16,0,False
2017-07-17,21,False
2017-07-18,14,False
2017-07-19,0,False
2017-07-20,41,False
2017-07-21,14,False
2017-07-22,8,False
2017-07-23,24,False
2017-07-24,7,False
2017-07-25,20,False
2017-07-26,33,False
2017-07-27,20,False
2017-07-28,50,False
2017-07-29,40,False
2017-07-30,0,False
2017-07-31,48,False
2017-08-01,65,False
2017-08-02,19,False
2017-08-03,20,False
2017-08-04,28,False
2017-08-05,0,False
2017-08-06,16,False
2017-08-07,19,False
2017-08-08,32,False
2017-08-09,27,False
2017-08-10,20,False
2017-08-11,7,False
2017-08-12,8,False
2017-08-13,15,False
2017-08-14,20,False
2017-08-15,48,False
2017-08-16,40,False
2017-08-17,20,False
2017-08-18,14,False
2017-08-19,15,False
2017-08-20,30,False
2017-08-21,13,False
2017-08-22,33,False
2017-08-23,20,False
2017-08-24,40,False
2017-08-25,14,False
2017-08-26,0,False
2017-08-27,8,False
2017-08-28,67,False
2017-08-29,32,False
2017-08-30,13,False
2017-08-31,7,False
2017-09-01,7,False
2017-09-02,23,False
2017-09-03,8,False
2017-09-04,7,False
2017-09-05,26,False
2017-09-06,13,False
2017-09-07,20,False
2017-09-08,27,False
2017-09-09,0,False
2017-09-10,0,False
2017-09-11,39,False
2017-09-12,19,False
2017-09-13,32,False
2017-09-14,33,False
2017-09-15,40,False
2017-09-16,23,False
2017-09-17,15,False
2017-09-18,26,False
2017-09-19,51,False
2017-09-20,46,False
2017-09-21,52,False
2017-09-22,48,False
2017-09-23,15,False
2017-09-24,15,False
2017-09-25,19,False
2017-09-26,58,False
2017-09-27,26,False
