date,Align Technology,isPartial
2012-06-04,23,False
2012-06-05,57,False
2012-06-06,23,False
2012-06-07,24,False
2012-06-08,24,False
2012-06-09,29,False
2012-06-10,0,False
2012-06-11,23,False
2012-06-12,34,False
2012-06-13,58,False
2012-06-14,23,False
2012-06-15,24,False
2012-06-16,0,False
2012-06-17,58,False
2012-06-18,34,False
2012-06-19,34,False
2012-06-20,0,False
2012-06-21,46,False
2012-06-22,73,False
2012-06-23,0,False
2012-06-24,58,False
2012-06-25,23,False
2012-06-26,34,False
2012-06-27,47,False
2012-06-28,59,False
2012-06-29,50,False
2012-06-30,30,False
2012-07-01,29,False
2012-07-02,70,False
2012-07-03,0,False
2012-07-04,24,False
2012-07-05,36,False
2012-07-06,0,False
2012-07-07,29,False
2012-07-08,0,False
2012-07-09,23,False
2012-07-10,46,False
2012-07-11,0,False
2012-07-12,72,False
2012-07-13,25,False
2012-07-14,0,False
2012-07-15,29,False
2012-07-16,46,False
2012-07-17,23,False
2012-07-18,59,False
2012-07-19,96,False
2012-07-20,50,False
2012-07-21,30,False
2012-07-22,30,False
2012-07-23,24,False
2012-07-24,47,False
2012-07-25,36,False
2012-07-26,24,False
2012-07-27,37,False
2012-07-28,0,False
2012-07-29,0,False
2012-07-30,35,False
2012-07-31,0,False
2012-08-01,24,False
2012-08-02,36,False
2012-08-03,50,False
2012-08-04,29,False
2012-08-05,0,False
2012-08-06,47,False
2012-08-07,24,False
2012-08-08,71,False
2012-08-09,48,False
2012-08-10,37,False
2012-08-11,29,False
2012-08-12,59,False
2012-08-13,24,False
2012-08-14,35,False
2012-08-15,37,False
2012-08-16,36,False
2012-08-17,38,False
2012-08-18,30,False
2012-08-19,0,False
2012-08-20,36,False
2012-08-21,35,False
2012-08-22,35,False
2012-08-23,24,False
2012-08-24,24,False
2012-08-25,0,False
2012-08-26,56,False
2012-08-27,69,False
2012-08-28,34,False
2012-08-29,23,False
2012-08-30,59,False
2012-08-31,0,False
2012-09-01,28,False
2012-09-02,28,False
2012-09-03,23,False
2012-09-04,34,False
2012-09-05,23,False
2012-09-06,35,False
2012-09-07,36,False
2012-09-08,28,False
2012-09-09,0,False
2012-09-10,56,False
2012-09-11,44,False
2012-09-12,22,False
2012-09-13,34,False
2012-09-14,23,False
2012-09-15,27,False
2012-09-16,27,False
2012-09-17,23,False
2012-09-18,55,False
2012-09-19,100,False
2012-09-20,45,False
2012-09-21,47,False
2012-09-22,27,False
2012-09-23,26,False
2012-09-24,44,False
2012-09-25,22,False
2012-09-26,22,False
2012-09-27,45,False
2012-09-28,59,False
2012-09-29,0,False
2012-09-30,27,False
2012-10-01,44,False
2012-10-02,44,False
2012-10-03,90,False
2012-10-04,44,False
2012-10-05,34,False
2012-10-06,27,False
2012-10-07,0,False
2012-10-08,21,False
2012-10-09,43,False
2012-10-10,32,False
2012-10-11,0,False
2012-10-12,68,False
2012-10-13,0,False
2012-10-14,0,False
2012-10-15,42,False
2012-10-16,63,False
2012-10-17,43,False
2012-10-18,65,False
2012-10-19,34,False
2012-10-20,0,False
2012-10-21,0,False
2012-10-22,42,False
2012-10-23,42,False
2012-10-24,43,False
2012-10-25,65,False
2012-10-26,23,False
2012-10-27,0,False
2012-10-28,25,False
2012-10-29,41,False
2012-10-30,31,False
2012-10-31,32,False
2012-11-01,23,False
2012-11-02,23,False
2012-11-03,0,False
2012-11-04,25,False
2012-11-05,21,False
2012-11-06,31,False
2012-11-07,31,False
2012-11-08,21,False
2012-11-09,33,False
2012-11-10,0,False
2012-11-11,25,False
2012-11-12,21,False
2012-11-13,43,False
2012-11-14,21,False
2012-11-15,0,False
2012-11-16,22,False
2012-11-17,25,False
2012-11-18,24,False
2012-11-19,21,False
2012-11-20,21,False
2012-11-21,32,False
2012-11-22,44,False
2012-11-23,0,False
2012-11-24,25,False
2012-11-25,24,False
2012-11-26,20,False
2012-11-27,41,False
2012-11-28,41,False
2012-11-29,21,False
2012-11-30,65,False
2012-12-01,0,False
2012-12-02,24,False
2012-12-03,0,False
2012-12-04,20,False
2012-12-05,21,False
2012-12-06,53,False
2012-12-07,22,False
2012-12-08,25,False
2012-12-09,48,False
2012-12-10,20,False
2012-12-11,20,False
2012-12-12,52,False
2012-12-13,21,False
2012-12-14,43,False
2012-12-15,25,False
2012-12-16,24,False
2012-12-17,0,False
2012-12-18,21,False
2012-12-19,32,False
2012-12-20,43,False
2012-12-21,34,False
2012-12-22,26,False
2012-12-23,0,False
2012-12-24,0,False
