date,jingdong,isPartial
2012-06-04,19,False
2012-06-05,18,False
2012-06-06,20,False
2012-06-07,20,False
2012-06-08,18,False
2012-06-09,26,False
2012-06-10,20,False
2012-06-11,23,False
2012-06-12,22,False
2012-06-13,22,False
2012-06-14,19,False
2012-06-15,18,False
2012-06-16,20,False
2012-06-17,31,False
2012-06-18,36,False
2012-06-19,25,False
2012-06-20,20,False
2012-06-21,21,False
2012-06-22,17,False
2012-06-23,20,False
2012-06-24,25,False
2012-06-25,23,False
2012-06-26,17,False
2012-06-27,21,False
2012-06-28,18,False
2012-06-29,21,False
2012-06-30,23,False
2012-07-01,18,False
2012-07-02,22,False
2012-07-03,16,False
2012-07-04,24,False
2012-07-05,19,False
2012-07-06,21,False
2012-07-07,21,False
2012-07-08,22,False
2012-07-09,22,False
2012-07-10,19,False
2012-07-11,22,False
2012-07-12,19,False
2012-07-13,24,False
2012-07-14,21,False
2012-07-15,22,False
2012-07-16,24,False
2012-07-17,24,False
2012-07-18,14,False
2012-07-19,23,False
2012-07-20,18,False
2012-07-21,23,False
2012-07-22,23,False
2012-07-23,19,False
2012-07-24,13,False
2012-07-25,24,False
2012-07-26,23,False
2012-07-27,18,False
2012-07-28,19,False
2012-07-29,20,False
2012-07-30,20,False
2012-07-31,14,False
2012-08-01,24,False
2012-08-02,22,False
2012-08-03,17,False
2012-08-04,18,False
2012-08-05,17,False
2012-08-06,16,False
2012-08-07,16,False
2012-08-08,18,False
2012-08-09,18,False
2012-08-10,20,False
2012-08-11,23,False
2012-08-12,22,False
2012-08-13,17,False
2012-08-14,26,False
2012-08-15,100,False
2012-08-16,43,False
2012-08-17,36,False
2012-08-18,25,False
2012-08-19,25,False
2012-08-20,21,False
2012-08-21,21,False
2012-08-22,15,False
2012-08-23,19,False
2012-08-24,11,False
2012-08-25,12,False
2012-08-26,18,False
2012-08-27,9,False
2012-08-28,14,False
2012-08-29,22,False
2012-08-30,10,False
2012-08-31,12,False
2012-09-01,15,False
2012-09-02,15,False
2012-09-03,13,False
2012-09-04,14,False
2012-09-05,13,False
2012-09-06,13,False
2012-09-07,15,False
2012-09-08,13,False
2012-09-09,20,False
2012-09-10,21,False
2012-09-11,8,False
2012-09-12,14,False
2012-09-13,12,False
2012-09-14,14,False
2012-09-15,14,False
2012-09-16,14,False
2012-09-17,12,False
2012-09-18,12,False
2012-09-19,16,False
2012-09-20,12,False
2012-09-21,16,False
2012-09-22,12,False
2012-09-23,12,False
2012-09-24,16,False
2012-09-25,13,False
2012-09-26,13,False
2012-09-27,15,False
2012-09-28,13,False
2012-09-29,13,False
2012-09-30,7,False
2012-10-01,8,False
2012-10-02,11,False
2012-10-03,8,False
2012-10-04,10,False
2012-10-05,7,False
2012-10-06,7,False
2012-10-07,11,False
2012-10-08,13,False
2012-10-09,12,False
2012-10-10,16,False
2012-10-11,10,False
2012-10-12,11,False
2012-10-13,14,False
2012-10-14,13,False
2012-10-15,10,False
2012-10-16,11,False
2012-10-17,12,False
2012-10-18,13,False
2012-10-19,12,False
2012-10-20,11,False
