date,COST stock
2012-06-04,53
2012-06-05,59
2012-06-06,47
2012-06-07,52
2012-06-08,58
2012-06-09,35
2012-06-10,30
2012-06-11,56
2012-06-12,48
2012-06-13,40
2012-06-14,32
2012-06-15,38
2012-06-16,57
2012-06-17,42
2012-06-18,51
2012-06-19,54
2012-06-20,53
2012-06-21,72
2012-06-22,32
2012-06-23,49
2012-06-24,51
2012-06-25,31
2012-06-26,61
2012-06-27,39
2012-06-28,59
2012-06-29,59
2012-06-30,31
2012-07-01,42
2012-07-02,38
2012-07-03,45
2012-07-04,49
2012-07-05,48
2012-07-06,64
2012-07-07,63
2012-07-08,38
2012-07-09,46
2012-07-10,39
2012-07-11,43
2012-07-12,49
2012-07-13,60
2012-07-14,36
2012-07-15,47
2012-07-16,64
2012-07-17,66
2012-07-18,50
2012-07-19,42
2012-07-20,42
2012-07-21,34
2012-07-22,36
2012-07-23,49
2012-07-24,36
2012-07-25,56
2012-07-26,36
2012-07-27,44
2012-07-28,43
2012-07-29,35
2012-07-30,44
2012-07-31,43
2012-08-01,38
2012-08-02,53
2012-08-03,57
2012-08-04,45
2012-08-05,40
2012-08-06,63
2012-08-07,56
2012-08-08,34
2012-08-09,58
2012-08-10,48
2012-08-11,36
2012-08-12,49
2012-08-13,47
2012-08-14,43
2012-08-15,39
2012-08-16,57
2012-08-17,42
2012-08-18,38
2012-08-19,34
2012-08-20,57
2012-08-21,51
2012-08-22,48
2012-08-23,47
2012-08-24,75
2012-08-25,41
2012-08-26,47
2012-08-27,61
2012-08-28,38
2012-08-29,43
2012-08-30,52
2012-08-31,55
2012-09-01,43
2012-09-02,43
2012-09-03,43
2012-09-04,45
2012-09-05,52
2012-09-06,49
2012-09-07,52
2012-09-08,45
2012-09-09,29
2012-09-10,48
2012-09-11,51
2012-09-12,80
2012-09-13,81
2012-09-14,58
2012-09-15,44
2012-09-16,56
2012-09-17,65
2012-09-18,61
2012-09-19,55
2012-09-20,57
2012-09-21,51
2012-09-22,31
2012-09-23,51
2012-09-24,54
2012-09-25,59
2012-09-26,66
2012-09-27,50
2012-09-28,43
2012-09-29,31
2012-09-30,41
2012-10-01,66
2012-10-02,52
2012-10-03,63
2012-10-04,45
2012-10-05,50
2012-10-06,49
2012-10-07,43
2012-10-08,66
2012-10-09,65
2012-10-10,54
2012-10-11,68
2012-10-12,36
2012-10-13,40
2012-10-14,56
2012-10-15,47
2012-10-16,74
2012-10-17,56
2012-10-18,67
2012-10-19,64
2012-10-20,30
2012-10-21,49
2012-10-22,50
2012-10-23,51
2012-10-24,58
2012-10-25,58
2012-10-26,68
2012-10-27,46
2012-10-28,45
2012-10-29,44
2012-10-30,54
2012-10-31,45
2012-11-01,41
2012-11-02,45
2012-11-03,31
2012-11-04,57
2012-11-05,49
2012-11-06,47
2012-11-07,52
2012-11-08,73
2012-11-09,63
2012-11-10,35
2012-11-11,42
2012-11-12,51
2012-11-13,63
2012-11-14,81
2012-11-15,66
2012-11-16,52
2012-11-17,32
2012-11-18,43
2012-11-19,59
2012-11-20,68
2012-11-21,43
2012-11-22,34
2012-11-23,36
2012-11-24,46
2012-11-25,60
2012-11-26,45
2012-11-27,59
2012-11-28,78
2012-11-29,71
2012-11-30,76
2012-12-01,40
2012-12-02,54
2012-12-03,73
2012-12-04,97
2012-12-05,76
2012-12-06,77
2012-12-07,68
2012-12-08,60
2012-12-09,61
2012-12-10,82
2012-12-11,78
2012-12-12,66
2012-12-13,64
2012-12-14,73
2012-12-15,30
2012-12-16,50
2012-12-17,53
2012-12-18,51
2012-12-19,71
2012-12-20,59
2012-12-21,54
2012-12-22,39
2012-12-23,26
2012-12-24,40
2012-12-25,19
2012-12-26,59
2012-12-27,54
2012-12-28,49
2012-12-29,23
2012-12-30,21
2012-12-31,62
2013-01-01,25
2013-01-02,61
2013-01-03,71
2013-01-04,50
2013-01-05,29
2013-01-06,36
2013-01-07,45
2013-01-08,64
2013-01-09,64
2013-01-10,57
2013-01-11,49
2013-01-12,41
2013-01-13,46
2013-01-14,44
2013-01-15,65
2013-01-16,57
2013-01-17,57
2013-01-18,57
2013-01-19,42
2013-01-20,40
2013-01-21,30
2013-01-22,46
2013-01-23,72
2013-01-24,100
2013-01-25,54
2013-01-26,45
2013-01-27,59
2013-01-28,73
2013-01-29,63
2013-01-30,74
2013-01-31,63
2013-02-01,58
2013-02-02,41
2013-02-03,60
2013-02-04,51
2013-02-05,67
2013-02-06,67
2013-02-07,75
2013-02-08,65
2013-02-09,54
2013-02-10,50
2013-02-11,73
2013-02-12,52
2013-02-13,73
2013-02-14,55
2013-02-15,61
2013-02-16,55
2013-02-17,40
2013-02-18,56
2013-02-19,66
