date,COST stock
2014-07-24,31
2014-07-25,51
2014-07-26,31
2014-07-27,50
2014-07-28,54
2014-07-29,46
2014-07-30,62
2014-07-31,47
2014-08-01,70
2014-08-02,61
2014-08-03,43
2014-08-04,43
2014-08-05,53
2014-08-06,59
2014-08-07,56
2014-08-08,46
2014-08-09,28
2014-08-10,30
2014-08-11,53
2014-08-12,70
2014-08-13,45
2014-08-14,59
2014-08-15,60
2014-08-16,30
2014-08-17,46
2014-08-18,51
2014-08-19,50
2014-08-20,50
2014-08-21,35
2014-08-22,32
2014-08-23,27
2014-08-24,27
2014-08-25,50
2014-08-26,54
2014-08-27,41
2014-08-28,43
2014-08-29,44
2014-08-30,32
2014-08-31,41
2014-09-01,32
2014-09-02,45
2014-09-03,55
2014-09-04,51
2014-09-05,45
2014-09-06,41
2014-09-07,77
2014-09-08,51
2014-09-09,45
2014-09-10,69
2014-09-11,70
2014-09-12,40
2014-09-13,40
2014-09-14,34
2014-09-15,45
2014-09-16,64
2014-09-17,55
2014-09-18,73
2014-09-19,52
2014-09-20,43
2014-09-21,48
2014-09-22,52
2014-09-23,79
2014-09-24,53
2014-09-25,51
2014-09-26,55
2014-09-27,43
2014-09-28,51
2014-09-29,52
2014-09-30,66
2014-10-01,41
2014-10-02,61
2014-10-03,41
2014-10-04,50
2014-10-05,59
2014-10-06,38
2014-10-07,62
2014-10-08,55
2014-10-09,53
2014-10-10,30
2014-10-11,37
2014-10-12,79
2014-10-13,63
2014-10-14,75
2014-10-15,50
2014-10-16,75
2014-10-17,72
2014-10-18,37
2014-10-19,22
2014-10-20,72
2014-10-21,64
2014-10-22,77
2014-10-23,66
2014-10-24,59
2014-10-25,34
2014-10-26,33
2014-10-27,65
2014-10-28,64
2014-10-29,76
2014-10-30,59
2014-10-31,60
2014-11-01,37
2014-11-02,46
2014-11-03,51
2014-11-04,69
2014-11-05,64
2014-11-06,76
2014-11-07,68
2014-11-08,49
2014-11-09,62
2014-11-10,67
2014-11-11,53
2014-11-12,90
2014-11-13,66
2014-11-14,78
2014-11-15,51
2014-11-16,48
2014-11-17,79
2014-11-18,74
2014-11-19,67
2014-11-20,66
2014-11-21,53
2014-11-22,40
2014-11-23,55
2014-11-24,95
2014-11-25,56
2014-11-26,48
2014-11-27,36
2014-11-28,58
2014-11-29,59
2014-11-30,50
2014-12-01,60
2014-12-02,82
2014-12-03,99
2014-12-04,74
2014-12-05,70
2014-12-06,52
2014-12-07,51
2014-12-08,74
2014-12-09,99
2014-12-10,88
2014-12-11,75
2014-12-12,64
2014-12-13,33
2014-12-14,60
2014-12-15,50
2014-12-16,79
2014-12-17,78
2014-12-18,55
2014-12-19,62
2014-12-20,31
2014-12-21,31
2014-12-22,37
2014-12-23,53
2014-12-24,40
2014-12-25,21
2014-12-26,38
2014-12-27,31
2014-12-28,31
2014-12-29,59
2014-12-30,32
2014-12-31,53
2015-01-01,44
2015-01-02,56
2015-01-03,53
2015-01-04,31
2015-01-05,59
2015-01-06,73
2015-01-07,63
2015-01-08,45
2015-01-09,52
2015-01-10,41
2015-01-11,64
2015-01-12,44
2015-01-13,41
2015-01-14,70
2015-01-15,53
2015-01-16,48
2015-01-17,49
2015-01-18,33
2015-01-19,57
2015-01-20,72
2015-01-21,39
2015-01-22,73
2015-01-23,54
2015-01-24,54
2015-01-25,49
2015-01-26,52
2015-01-27,65
2015-01-28,66
2015-01-29,68
2015-01-30,86
2015-01-31,54
2015-02-01,60
2015-02-02,65
2015-02-03,63
2015-02-04,69
2015-02-05,92
2015-02-06,75
2015-02-07,41
2015-02-08,53
2015-02-09,66
2015-02-10,86
2015-02-11,62
2015-02-12,82
2015-02-13,82
2015-02-14,44
2015-02-15,60
2015-02-16,69
2015-02-17,65
2015-02-18,82
2015-02-19,78
2015-02-20,57
2015-02-21,35
2015-02-22,56
2015-02-23,77
2015-02-24,89
2015-02-25,66
2015-02-26,50
2015-02-27,64
2015-02-28,37
2015-03-01,82
2015-03-02,68
2015-03-03,71
2015-03-04,83
2015-03-05,59
2015-03-06,55
2015-03-07,72
2015-03-08,58
2015-03-09,69
2015-03-10,98
2015-03-11,75
2015-03-12,98
2015-03-13,92
2015-03-14,56
2015-03-15,62
2015-03-16,69
2015-03-17,65
2015-03-18,60
2015-03-19,49
2015-03-20,71
2015-03-21,70
2015-03-22,84
2015-03-23,75
2015-03-24,87
2015-03-25,76
2015-03-26,67
2015-03-27,72
2015-03-28,66
2015-03-29,52
2015-03-30,71
2015-03-31,93
2015-04-01,91
2015-04-02,57
2015-04-03,78
2015-04-04,45
2015-04-05,51
2015-04-06,88
2015-04-07,69
2015-04-08,78
2015-04-09,100
2015-04-10,90
