date,COST stock
2011-05-11,80
2011-05-12,68
2011-05-13,21
2011-05-14,31
2011-05-15,29
2011-05-16,31
2011-05-17,52
2011-05-18,48
2011-05-19,33
2011-05-20,64
2011-05-21,21
2011-05-22,30
2011-05-23,51
2011-05-24,44
2011-05-25,52
2011-05-26,28
2011-05-27,55
2011-05-28,26
2011-05-29,31
2011-05-30,30
2011-05-31,36
2011-06-01,53
2011-06-02,64
2011-06-03,43
2011-06-04,16
2011-06-05,36
2011-06-06,12
2011-06-07,40
2011-06-08,20
2011-06-09,48
2011-06-10,38
2011-06-11,36
2011-06-12,21
2011-06-13,45
2011-06-14,63
2011-06-15,24
2011-06-16,29
2011-06-17,64
2011-06-18,46
2011-06-19,46
2011-06-20,51
2011-06-21,32
2011-06-22,57
2011-06-23,54
2011-06-24,47
2011-06-25,36
2011-06-26,52
2011-06-27,93
2011-06-28,44
2011-06-29,32
2011-06-30,33
2011-07-01,30
2011-07-02,26
2011-07-03,32
2011-07-04,47
2011-07-05,20
2011-07-06,36
2011-07-07,20
2011-07-08,17
2011-07-09,37
2011-07-10,37
2011-07-11,52
2011-07-12,28
2011-07-13,41
2011-07-14,46
2011-07-15,26
2011-07-16,32
2011-07-17,31
2011-07-18,53
2011-07-19,40
2011-07-20,49
2011-07-21,54
2011-07-22,43
2011-07-23,35
2011-07-24,25
2011-07-25,28
2011-07-26,44
2011-07-27,53
2011-07-28,37
2011-07-29,43
2011-07-30,52
2011-07-31,52
2011-08-01,29
2011-08-02,29
2011-08-03,45
2011-08-04,45
2011-08-05,42
2011-08-06,56
2011-08-07,20
2011-08-08,66
2011-08-09,54
2011-08-10,64
2011-08-11,100
2011-08-12,38
2011-08-13,16
2011-08-14,50
2011-08-15,67
2011-08-16,8
2011-08-17,45
2011-08-18,36
2011-08-19,33
2011-08-20,40
2011-08-21,54
2011-08-22,23
2011-08-23,50
2011-08-24,39
2011-08-25,73
2011-08-26,28
2011-08-27,29
2011-08-28,57
2011-08-29,31
2011-08-30,42
2011-08-31,43
2011-09-01,39
2011-09-02,44
2011-09-03,43
2011-09-04,42
2011-09-05,42
2011-09-06,55
2011-09-07,34
2011-09-08,42
2011-09-09,31
2011-09-10,9
2011-09-11,32
2011-09-12,41
2011-09-13,33
2011-09-14,41
2011-09-15,30
2011-09-16,43
2011-09-17,23
2011-09-18,18
2011-09-19,44
2011-09-20,25
2011-09-21,37
2011-09-22,67
2011-09-23,62
2011-09-24,46
2011-09-25,45
2011-09-26,25
2011-09-27,61
2011-09-28,51
2011-09-29,41
2011-09-30,31
2011-10-01,23
2011-10-02,27
2011-10-03,41
2011-10-04,58
2011-10-05,51
2011-10-06,44
2011-10-07,35
2011-10-08,18
2011-10-09,39
2011-10-10,61
2011-10-11,47
2011-10-12,52
2011-10-13,33
2011-10-14,23
2011-10-15,27
2011-10-16,39
2011-10-17,39
2011-10-18,50
2011-10-19,46
2011-10-20,80
2011-10-21,46
2011-10-22,36
2011-10-23,30
2011-10-24,18
2011-10-25,32
2011-10-26,51
2011-10-27,58
2011-10-28,53
2011-10-29,31
2011-10-30,26
2011-10-31,55
2011-11-01,75
2011-11-02,36
2011-11-03,36
2011-11-04,48
2011-11-05,39
2011-11-06,30
2011-11-07,39
2011-11-08,18
2011-11-09,32
2011-11-10,36
2011-11-11,57
2011-11-12,65
2011-11-13,38
2011-11-14,42
2011-11-15,57
2011-11-16,71
2011-11-17,46
2011-11-18,37
2011-11-19,39
2011-11-20,42
2011-11-21,56
2011-11-22,38
2011-11-23,39
2011-11-24,49
2011-11-25,27
2011-11-26,30
2011-11-27,46
2011-11-28,65
2011-11-29,41
2011-11-30,52
2011-12-01,42
2011-12-02,56
2011-12-03,30
2011-12-04,54
2011-12-05,55
2011-12-06,59
2011-12-07,45
2011-12-08,89
2011-12-09,37
2011-12-10,33
2011-12-11,63
2011-12-12,68
2011-12-13,55
2011-12-14,56
2011-12-15,42
2011-12-16,67
2011-12-17,17
2011-12-18,25
2011-12-19,24
2011-12-20,21
2011-12-21,44
2011-12-22,45
2011-12-23,40
2011-12-24,24
2011-12-25,15
2011-12-26,21
2011-12-27,34
2011-12-28,48
2011-12-29,38
2011-12-30,32
2011-12-31,33
2012-01-01,29
2012-01-02,19
2012-01-03,42
2012-01-04,38
2012-01-05,45
2012-01-06,50
2012-01-07,33
2012-01-08,32
2012-01-09,47
2012-01-10,49
2012-01-11,30
2012-01-12,61
2012-01-13,35
2012-01-14,32
2012-01-15,27
2012-01-16,39
2012-01-17,33
2012-01-18,49
2012-01-19,46
2012-01-20,44
2012-01-21,36
2012-01-22,27
2012-01-23,30
2012-01-24,49
2012-01-25,62
2012-01-26,54
