date,COST stock
2015-08-18,59
2015-08-19,33
2015-08-20,42
2015-08-21,49
2015-08-22,40
2015-08-23,47
2015-08-24,73
2015-08-25,64
2015-08-26,74
2015-08-27,52
2015-08-28,42
2015-08-29,43
2015-08-30,35
2015-08-31,37
2015-09-01,59
2015-09-02,59
2015-09-03,67
2015-09-04,42
2015-09-05,34
2015-09-06,33
2015-09-07,31
2015-09-08,53
2015-09-09,57
2015-09-10,47
2015-09-11,53
2015-09-12,14
2015-09-13,37
2015-09-14,47
2015-09-15,45
2015-09-16,58
2015-09-17,48
2015-09-18,47
2015-09-19,46
2015-09-20,44
2015-09-21,56
2015-09-22,55
2015-09-23,46
2015-09-24,55
2015-09-25,34
2015-09-26,22
2015-09-27,40
2015-09-28,51
2015-09-29,50
2015-09-30,55
2015-10-01,49
2015-10-02,37
2015-10-03,30
2015-10-04,26
2015-10-05,50
2015-10-06,72
2015-10-07,51
2015-10-08,58
2015-10-09,47
2015-10-10,32
2015-10-11,16
2015-10-12,54
2015-10-13,43
2015-10-14,72
2015-10-15,61
2015-10-16,42
2015-10-17,33
2015-10-18,30
2015-10-19,49
2015-10-20,56
2015-10-21,53
2015-10-22,51
2015-10-23,40
2015-10-24,32
2015-10-25,31
2015-10-26,46
2015-10-27,46
2015-10-28,56
2015-10-29,55
2015-10-30,56
2015-10-31,30
2015-11-01,27
2015-11-02,63
2015-11-03,60
2015-11-04,58
2015-11-05,49
2015-11-06,46
2015-11-07,45
2015-11-08,26
2015-11-09,47
2015-11-10,63
2015-11-11,48
2015-11-12,47
2015-11-13,50
2015-11-14,33
2015-11-15,45
2015-11-16,72
2015-11-17,47
2015-11-18,61
2015-11-19,56
2015-11-20,53
2015-11-21,40
2015-11-22,42
2015-11-23,40
2015-11-24,46
2015-11-25,35
2015-11-26,35
2015-11-27,40
2015-11-28,28
2015-11-29,44
2015-11-30,42
2015-12-01,56
2015-12-02,68
2015-12-03,72
2015-12-04,65
2015-12-05,43
2015-12-06,37
2015-12-07,55
2015-12-08,71
2015-12-09,87
2015-12-10,74
2015-12-11,61
2015-12-12,44
2015-12-13,33
2015-12-14,55
2015-12-15,62
2015-12-16,40
2015-12-17,61
2015-12-18,67
2015-12-19,46
2015-12-20,24
2015-12-21,40
2015-12-22,31
2015-12-23,37
2015-12-24,27
2015-12-25,27
2015-12-26,15
2015-12-27,26
2015-12-28,44
2015-12-29,31
2015-12-30,42
2015-12-31,35
2016-01-01,39
2016-01-02,32
2016-01-03,36
2016-01-04,50
2016-01-05,39
2016-01-06,42
2016-01-07,51
2016-01-08,56
2016-01-09,24
2016-01-10,41
2016-01-11,74
2016-01-12,60
2016-01-13,52
2016-01-14,58
2016-01-15,51
2016-01-16,57
2016-01-17,46
2016-01-18,44
2016-01-19,64
2016-01-20,69
2016-01-21,52
2016-01-22,56
2016-01-23,36
2016-01-24,28
2016-01-25,61
2016-01-26,66
2016-01-27,52
2016-01-28,46
2016-01-29,63
2016-01-30,47
2016-01-31,33
2016-02-01,54
2016-02-02,67
2016-02-03,49
2016-02-04,73
2016-02-05,71
2016-02-06,43
2016-02-07,31
2016-02-08,52
2016-02-09,50
2016-02-10,59
2016-02-11,74
2016-02-12,69
2016-02-13,35
2016-02-14,25
2016-02-15,46
2016-02-16,78
2016-02-17,73
2016-02-18,69
2016-02-19,46
2016-02-20,43
2016-02-21,39
2016-02-22,69
2016-02-23,60
2016-02-24,69
2016-02-25,68
2016-02-26,53
2016-02-27,43
2016-02-28,58
2016-02-29,71
2016-03-01,84
2016-03-02,63
2016-03-03,83
2016-03-04,50
2016-03-05,32
2016-03-06,35
2016-03-07,67
2016-03-08,66
2016-03-09,78
2016-03-10,74
2016-03-11,44
2016-03-12,29
2016-03-13,44
2016-03-14,67
2016-03-15,62
2016-03-16,54
2016-03-17,67
2016-03-18,49
2016-03-19,44
2016-03-20,39
2016-03-21,85
2016-03-22,61
2016-03-23,59
2016-03-24,60
2016-03-25,49
2016-03-26,39
2016-03-27,45
2016-03-28,68
2016-03-29,83
2016-03-30,71
2016-03-31,71
2016-04-01,62
2016-04-02,52
2016-04-03,50
2016-04-04,73
2016-04-05,67
2016-04-06,66
2016-04-07,70
2016-04-08,62
2016-04-09,40
2016-04-10,73
2016-04-11,100
2016-04-12,89
2016-04-13,88
2016-04-14,54
2016-04-15,53
2016-04-16,57
2016-04-17,70
2016-04-18,75
2016-04-19,71
2016-04-20,62
2016-04-21,51
2016-04-22,62
2016-04-23,51
2016-04-24,44
2016-04-25,74
2016-04-26,55
2016-04-27,73
2016-04-28,63
2016-04-29,49
2016-04-30,44
2016-05-01,57
2016-05-02,79
2016-05-03,61
2016-05-04,79
