date,COST stock
2018-02-13,86
2018-02-14,57
2018-02-15,82
2018-02-16,72
2018-02-17,53
2018-02-18,58
2018-02-19,74
2018-02-20,81
2018-02-21,93
2018-02-22,74
2018-02-23,70
2018-02-24,50
2018-02-25,56
2018-02-26,73
2018-02-27,61
2018-02-28,75
2018-03-01,70
2018-03-02,48
2018-03-03,52
2018-03-04,48
2018-03-05,74
2018-03-06,74
2018-03-07,75
2018-03-08,86
2018-03-09,75
2018-03-10,32
2018-03-11,64
2018-03-12,71
2018-03-13,66
2018-03-14,75
2018-03-15,60
2018-03-16,56
2018-03-17,40
2018-03-18,40
2018-03-19,81
2018-03-20,64
2018-03-21,80
2018-03-22,77
2018-03-23,66
2018-03-24,64
2018-03-25,39
2018-03-26,92
2018-03-27,84
2018-03-28,96
2018-03-29,63
2018-03-30,85
2018-03-31,46
2018-04-01,61
2018-04-02,75
2018-04-03,82
2018-04-04,99
2018-04-05,86
2018-04-06,81
2018-04-07,41
2018-04-08,65
2018-04-09,100
