date,COST stock
2012-10-12,25
2012-10-13,43
2012-10-14,21
2012-10-15,56
2012-10-16,41
2012-10-17,35
2012-10-18,51
2012-10-19,65
2012-10-20,32
2012-10-21,35
2012-10-22,79
2012-10-23,91
2012-10-24,50
2012-10-25,63
2012-10-26,79
2012-10-27,44
2012-10-28,35
2012-10-29,54
2012-10-30,43
2012-10-31,48
2012-11-01,44
2012-11-02,50
2012-11-03,21
2012-11-04,58
2012-11-05,51
2012-11-06,26
2012-11-07,48
2012-11-08,77
2012-11-09,56
2012-11-10,14
2012-11-11,17
2012-11-12,61
2012-11-13,55
2012-11-14,56
2012-11-15,68
2012-11-16,40
2012-11-17,31
2012-11-18,41
2012-11-19,43
2012-11-20,37
2012-11-21,44
2012-11-22,42
2012-11-23,25
2012-11-24,41
2012-11-25,47
2012-11-26,48
2012-11-27,51
2012-11-28,68
2012-11-29,66
2012-11-30,48
2012-12-01,44
2012-12-02,31
2012-12-03,67
2012-12-04,89
2012-12-05,80
2012-12-06,70
2012-12-07,45
2012-12-08,42
2012-12-09,37
2012-12-10,62
2012-12-11,81
2012-12-12,43
2012-12-13,69
2012-12-14,39
2012-12-15,30
2012-12-16,27
2012-12-17,65
2012-12-18,40
2012-12-19,62
2012-12-20,50
2012-12-21,44
2012-12-22,43
2012-12-23,33
2012-12-24,51
2012-12-25,34
2012-12-26,49
2012-12-27,28
2012-12-28,34
2012-12-29,14
2012-12-30,14
2012-12-31,50
2013-01-01,15
2013-01-02,41
2013-01-03,80
2013-01-04,56
2013-01-05,23
2013-01-06,26
2013-01-07,64
2013-01-08,55
2013-01-09,52
2013-01-10,47
2013-01-11,63
2013-01-12,39
2013-01-13,41
2013-01-14,41
2013-01-15,51
2013-01-16,52
2013-01-17,60
2013-01-18,42
2013-01-19,32
2013-01-20,28
2013-01-21,45
2013-01-22,43
2013-01-23,57
2013-01-24,55
2013-01-25,71
2013-01-26,48
2013-01-27,47
2013-01-28,61
2013-01-29,69
2013-01-30,56
2013-01-31,60
2013-02-01,57
2013-02-02,71
2013-02-03,47
2013-02-04,51
2013-02-05,53
2013-02-06,35
2013-02-07,47
2013-02-08,76
2013-02-09,49
2013-02-10,29
2013-02-11,68
2013-02-12,55
2013-02-13,85
2013-02-14,41
2013-02-15,59
2013-02-16,65
2013-02-17,50
2013-02-18,70
2013-02-19,72
2013-02-20,64
2013-02-21,51
2013-02-22,45
2013-02-23,66
2013-02-24,56
2013-02-25,78
2013-02-26,39
2013-02-27,63
2013-02-28,91
2013-03-01,70
2013-03-02,44
2013-03-03,59
2013-03-04,61
2013-03-05,80
2013-03-06,48
2013-03-07,48
2013-03-08,52
2013-03-09,56
2013-03-10,64
2013-03-11,81
2013-03-12,73
2013-03-13,82
2013-03-14,68
2013-03-15,58
2013-03-16,43
2013-03-17,55
2013-03-18,73
2013-03-19,70
2013-03-20,37
2013-03-21,40
2013-03-22,79
2013-03-23,47
2013-03-24,71
2013-03-25,63
2013-03-26,64
2013-03-27,87
2013-03-28,81
2013-03-29,54
2013-03-30,32
2013-03-31,43
2013-04-01,79
2013-04-02,100
2013-04-03,71
2013-04-04,85
2013-04-05,70
2013-04-06,62
2013-04-07,46
2013-04-08,62
2013-04-09,52
2013-04-10,86
2013-04-11,82
2013-04-12,77
2013-04-13,57
2013-04-14,79
2013-04-15,92
2013-04-16,65
2013-04-17,63
2013-04-18,48
2013-04-19,69
2013-04-20,22
2013-04-21,37
2013-04-22,50
2013-04-23,44
2013-04-24,77
2013-04-25,68
2013-04-26,33
2013-04-27,59
2013-04-28,53
2013-04-29,80
2013-04-30,72
2013-05-01,68
2013-05-02,72
2013-05-03,65
2013-05-04,48
2013-05-05,80
2013-05-06,71
2013-05-07,76
2013-05-08,45
2013-05-09,49
2013-05-10,42
2013-05-11,44
2013-05-12,50
2013-05-13,54
2013-05-14,64
2013-05-15,52
2013-05-16,57
2013-05-17,49
2013-05-18,50
2013-05-19,44
2013-05-20,42
2013-05-21,66
2013-05-22,62
2013-05-23,78
2013-05-24,59
2013-05-25,47
2013-05-26,35
2013-05-27,37
2013-05-28,58
2013-05-29,38
2013-05-30,66
2013-05-31,55
2013-06-01,44
2013-06-02,31
2013-06-03,46
2013-06-04,54
2013-06-05,54
2013-06-06,42
2013-06-07,49
2013-06-08,51
2013-06-09,63
2013-06-10,63
2013-06-11,61
2013-06-12,36
2013-06-13,62
2013-06-14,41
2013-06-15,35
2013-06-16,51
2013-06-17,62
2013-06-18,65
2013-06-19,54
2013-06-20,56
2013-06-21,52
2013-06-22,48
2013-06-23,38
2013-06-24,52
2013-06-25,41
2013-06-26,47
2013-06-27,42
2013-06-28,41
2013-06-29,39
