date,COST stock
2015-04-10,80
2015-04-11,55
2015-04-12,68
2015-04-13,71
2015-04-14,59
2015-04-15,80
2015-04-16,55
2015-04-17,55
2015-04-18,46
2015-04-19,39
2015-04-20,52
2015-04-21,62
2015-04-22,68
2015-04-23,48
2015-04-24,57
2015-04-25,41
2015-04-26,54
2015-04-27,73
2015-04-28,68
2015-04-29,66
2015-04-30,62
2015-05-01,50
2015-05-02,51
2015-05-03,60
2015-05-04,69
2015-05-05,56
2015-05-06,56
2015-05-07,66
2015-05-08,66
2015-05-09,34
2015-05-10,26
2015-05-11,33
2015-05-12,59
2015-05-13,60
2015-05-14,38
2015-05-15,44
2015-05-16,36
2015-05-17,37
2015-05-18,49
2015-05-19,57
2015-05-20,77
2015-05-21,50
2015-05-22,37
2015-05-23,36
2015-05-24,41
2015-05-25,47
2015-05-26,42
2015-05-27,38
2015-05-28,62
2015-05-29,33
2015-05-30,23
2015-05-31,25
2015-06-01,61
2015-06-02,35
2015-06-03,41
2015-06-04,43
2015-06-05,49
2015-06-06,30
2015-06-07,34
2015-06-08,55
2015-06-09,50
2015-06-10,35
2015-06-11,50
2015-06-12,44
2015-06-13,41
2015-06-14,42
2015-06-15,44
2015-06-16,50
2015-06-17,42
2015-06-18,32
2015-06-19,39
2015-06-20,34
2015-06-21,34
2015-06-22,47
2015-06-23,44
2015-06-24,48
2015-06-25,34
2015-06-26,59
2015-06-27,34
2015-06-28,29
2015-06-29,52
2015-06-30,49
2015-07-01,38
2015-07-02,53
2015-07-03,38
2015-07-04,39
2015-07-05,39
2015-07-06,48
2015-07-07,58
2015-07-08,49
2015-07-09,54
2015-07-10,53
2015-07-11,19
2015-07-12,21
2015-07-13,58
2015-07-14,46
2015-07-15,57
2015-07-16,65
2015-07-17,42
2015-07-18,50
2015-07-19,32
2015-07-20,43
2015-07-21,73
2015-07-22,28
2015-07-23,59
2015-07-24,52
2015-07-25,29
2015-07-26,42
2015-07-27,62
2015-07-28,44
2015-07-29,44
2015-07-30,57
2015-07-31,47
2015-08-01,6
2015-08-02,40
2015-08-03,61
2015-08-04,40
2015-08-05,60
2015-08-06,62
2015-08-07,31
2015-08-08,30
2015-08-09,19
2015-08-10,39
2015-08-11,61
2015-08-12,41
2015-08-13,40
2015-08-14,49
2015-08-15,17
2015-08-16,41
2015-08-17,44
2015-08-18,51
2015-08-19,44
2015-08-20,33
2015-08-21,53
2015-08-22,48
2015-08-23,40
2015-08-24,100
2015-08-25,61
2015-08-26,81
2015-08-27,61
2015-08-28,53
2015-08-29,31
2015-08-30,22
2015-08-31,41
2015-09-01,61
2015-09-02,50
2015-09-03,69
2015-09-04,43
2015-09-05,33
2015-09-06,32
2015-09-07,34
2015-09-08,42
2015-09-09,62
2015-09-10,41
2015-09-11,52
2015-09-12,20
2015-09-13,41
2015-09-14,46
2015-09-15,52
2015-09-16,47
2015-09-17,60
2015-09-18,52
2015-09-19,40
2015-09-20,37
2015-09-21,54
2015-09-22,41
2015-09-23,42
2015-09-24,60
2015-09-25,44
2015-09-26,36
2015-09-27,36
2015-09-28,63
2015-09-29,52
2015-09-30,58
2015-10-01,52
2015-10-02,53
2015-10-03,39
2015-10-04,21
2015-10-05,61
2015-10-06,69
2015-10-07,55
2015-10-08,88
2015-10-09,64
2015-10-10,33
2015-10-11,37
2015-10-12,51
2015-10-13,51
2015-10-14,68
2015-10-15,78
2015-10-16,53
2015-10-17,42
2015-10-18,32
2015-10-19,62
2015-10-20,71
2015-10-21,60
2015-10-22,45
2015-10-23,36
2015-10-24,31
2015-10-25,30
2015-10-26,68
2015-10-27,52
2015-10-28,63
2015-10-29,75
2015-10-30,63
2015-10-31,31
2015-11-01,35
2015-11-02,61
2015-11-03,67
2015-11-04,76
2015-11-05,55
2015-11-06,59
2015-11-07,56
2015-11-08,32
2015-11-09,42
2015-11-10,60
2015-11-11,65
2015-11-12,69
2015-11-13,59
2015-11-14,42
2015-11-15,40
2015-11-16,66
2015-11-17,57
2015-11-18,77
2015-11-19,62
2015-11-20,51
2015-11-21,55
2015-11-22,51
2015-11-23,64
2015-11-24,48
2015-11-25,46
2015-11-26,34
2015-11-27,40
2015-11-28,27
2015-11-29,30
2015-11-30,64
2015-12-01,50
2015-12-02,86
2015-12-03,81
2015-12-04,62
2015-12-05,53
2015-12-06,58
2015-12-07,70
2015-12-08,86
2015-12-09,88
2015-12-10,81
2015-12-11,55
2015-12-12,46
2015-12-13,43
2015-12-14,73
2015-12-15,53
2015-12-16,56
2015-12-17,55
2015-12-18,75
2015-12-19,31
2015-12-20,30
2015-12-21,33
2015-12-22,30
2015-12-23,43
2015-12-24,35
2015-12-25,18
2015-12-26,25
