date,COST stock
2011-09-18,15
2011-09-19,32
2011-09-20,20
2011-09-21,37
2011-09-22,40
2011-09-23,47
2011-09-24,19
2011-09-25,40
2011-09-26,30
2011-09-27,37
2011-09-28,27
2011-09-29,33
2011-09-30,26
2011-10-01,13
2011-10-02,21
2011-10-03,22
2011-10-04,37
2011-10-05,20
2011-10-06,22
2011-10-07,26
2011-10-08,12
2011-10-09,27
2011-10-10,37
2011-10-11,30
2011-10-12,26
2011-10-13,35
2011-10-14,31
2011-10-15,30
2011-10-16,23
2011-10-17,43
2011-10-18,46
2011-10-19,41
2011-10-20,40
2011-10-21,39
2011-10-22,24
2011-10-23,20
2011-10-24,17
2011-10-25,21
2011-10-26,34
2011-10-27,37
2011-10-28,31
2011-10-29,27
2011-10-30,29
2011-10-31,35
2011-11-01,55
2011-11-02,27
2011-11-03,46
2011-11-04,40
2011-11-05,24
2011-11-06,23
2011-11-07,29
2011-11-08,41
2011-11-09,29
2011-11-10,22
2011-11-11,33
2011-11-12,35
2011-11-13,26
2011-11-14,28
2011-11-15,30
2011-11-16,43
2011-11-17,33
2011-11-18,23
2011-11-19,9
2011-11-20,31
2011-11-21,40
2011-11-22,26
2011-11-23,22
2011-11-24,18
2011-11-25,29
2011-11-26,32
2011-11-27,40
2011-11-28,60
2011-11-29,30
2011-11-30,51
2011-12-01,19
2011-12-02,38
2011-12-03,11
2011-12-04,42
2011-12-05,53
2011-12-06,42
2011-12-07,26
2011-12-08,39
2011-12-09,32
2011-12-10,26
2011-12-11,48
2011-12-12,35
2011-12-13,37
2011-12-14,57
2011-12-15,38
2011-12-16,38
2011-12-17,17
2011-12-18,23
2011-12-19,31
2011-12-20,39
2011-12-21,29
2011-12-22,26
2011-12-23,38
2011-12-24,16
2011-12-25,14
2011-12-26,14
2011-12-27,26
2011-12-28,38
2011-12-29,15
2011-12-30,11
2011-12-31,9
2012-01-01,10
2012-01-02,15
2012-01-03,33
2012-01-04,18
2012-01-05,28
2012-01-06,17
2012-01-07,42
2012-01-08,21
2012-01-09,49
2012-01-10,36
2012-01-11,27
2012-01-12,27
2012-01-13,37
2012-01-14,16
2012-01-15,19
2012-01-16,29
2012-01-17,38
2012-01-18,35
2012-01-19,31
2012-01-20,18
2012-01-21,24
2012-01-22,26
2012-01-23,20
2012-01-24,26
2012-01-25,42
2012-01-26,34
2012-01-27,46
2012-01-28,38
2012-01-29,16
2012-01-30,52
2012-01-31,55
2012-02-01,73
2012-02-02,100
2012-02-03,60
2012-02-04,40
2012-02-05,41
2012-02-06,17
2012-02-07,39
2012-02-08,52
2012-02-09,35
2012-02-10,30
2012-02-11,45
2012-02-12,46
2012-02-13,59
2012-02-14,31
2012-02-15,49
2012-02-16,43
2012-02-17,32
2012-02-18,29
2012-02-19,53
2012-02-20,36
2012-02-21,36
2012-02-22,39
2012-02-23,33
2012-02-24,34
2012-02-25,34
2012-02-26,67
2012-02-27,32
2012-02-28,43
2012-02-29,35
2012-03-01,57
2012-03-02,50
2012-03-03,36
2012-03-04,49
2012-03-05,42
2012-03-06,48
2012-03-07,50
2012-03-08,68
2012-03-09,52
2012-03-10,34
2012-03-11,49
2012-03-12,54
2012-03-13,39
2012-03-14,39
2012-03-15,40
2012-03-16,28
2012-03-17,35
2012-03-18,34
2012-03-19,56
2012-03-20,48
2012-03-21,37
2012-03-22,31
2012-03-23,30
2012-03-24,35
2012-03-25,43
2012-03-26,39
2012-03-27,63
2012-03-28,37
2012-03-29,35
2012-03-30,46
2012-03-31,45
2012-04-01,37
2012-04-02,37
2012-04-03,48
2012-04-04,52
2012-04-05,56
2012-04-06,66
2012-04-07,44
2012-04-08,28
2012-04-09,37
2012-04-10,47
2012-04-11,39
2012-04-12,55
2012-04-13,41
2012-04-14,44
2012-04-15,59
2012-04-16,52
2012-04-17,49
2012-04-18,30
2012-04-19,48
2012-04-20,27
2012-04-21,39
2012-04-22,23
2012-04-23,30
2012-04-24,34
2012-04-25,32
2012-04-26,37
2012-04-27,23
2012-04-28,24
2012-04-29,32
2012-04-30,45
2012-05-01,57
2012-05-02,54
2012-05-03,26
2012-05-04,43
2012-05-05,47
2012-05-06,26
2012-05-07,43
2012-05-08,44
2012-05-09,38
2012-05-10,57
2012-05-11,23
2012-05-12,21
2012-05-13,24
2012-05-14,46
2012-05-15,36
2012-05-16,47
2012-05-17,60
2012-05-18,62
2012-05-19,32
2012-05-20,21
2012-05-21,51
2012-05-22,40
2012-05-23,30
2012-05-24,48
2012-05-25,41
2012-05-26,22
2012-05-27,22
2012-05-28,18
2012-05-29,42
2012-05-30,21
2012-05-31,21
2012-06-01,16
2012-06-02,29
2012-06-03,13
2012-06-04,34
