date,COST stock
2011-01-01,17
2011-01-02,10
2011-01-03,36
2011-01-04,34
2011-01-05,46
2011-01-06,47
2011-01-07,40
2011-01-08,19
2011-01-09,59
2011-01-10,55
2011-01-11,58
2011-01-12,51
2011-01-13,44
2011-01-14,27
2011-01-15,27
2011-01-16,54
2011-01-17,40
2011-01-18,36
2011-01-19,47
2011-01-20,65
2011-01-21,49
2011-01-22,9
2011-01-23,53
2011-01-24,46
2011-01-25,39
2011-01-26,36
2011-01-27,29
2011-01-28,27
2011-01-29,48
2011-01-30,25
2011-01-31,48
2011-02-01,34
2011-02-02,31
2011-02-03,47
2011-02-04,44
2011-02-05,51
2011-02-06,25
2011-02-07,59
2011-02-08,53
2011-02-09,60
2011-02-10,47
2011-02-11,57
2011-02-12,71
2011-02-13,65
2011-02-14,49
2011-02-15,48
2011-02-16,49
2011-02-17,75
2011-02-18,30
2011-02-19,17
2011-02-20,39
2011-02-21,49
2011-02-22,49
2011-02-23,35
2011-02-24,54
2011-02-25,44
2011-02-26,35
2011-02-27,17
2011-02-28,69
2011-03-01,65
2011-03-02,32
2011-03-03,50
2011-03-04,48
2011-03-05,58
2011-03-06,44
2011-03-07,58
2011-03-08,61
2011-03-09,49
2011-03-10,63
2011-03-11,46
2011-03-12,31
2011-03-13,31
2011-03-14,22
2011-03-15,59
2011-03-16,62
2011-03-17,60
2011-03-18,22
2011-03-19,47
2011-03-20,39
2011-03-21,80
2011-03-22,55
2011-03-23,42
2011-03-24,28
2011-03-25,63
2011-03-26,52
2011-03-27,43
2011-03-28,62
2011-03-29,48
2011-03-30,56
2011-03-31,64
2011-04-01,41
2011-04-02,63
2011-04-03,100
2011-04-04,59
2011-04-05,69
2011-04-06,43
2011-04-07,50
2011-04-08,52
2011-04-09,71
2011-04-10,40
2011-04-11,62
2011-04-12,83
2011-04-13,46
2011-04-14,79
2011-04-15,71
2011-04-16,23
2011-04-17,41
2011-04-18,82
2011-04-19,57
2011-04-20,44
2011-04-21,54
2011-04-22,34
2011-04-23,19
2011-04-24,20
2011-04-25,38
2011-04-26,69
2011-04-27,62
2011-04-28,42
2011-04-29,41
2011-04-30,32
2011-05-01,31
2011-05-02,48
2011-05-03,59
2011-05-04,35
2011-05-05,50
2011-05-06,26
2011-05-07,23
2011-05-08,49
2011-05-09,28
2011-05-10,28
2011-05-11,59
2011-05-12,48
2011-05-13,33
2011-05-14,18
2011-05-15,21
2011-05-16,47
2011-05-17,52
2011-05-18,48
2011-05-19,43
2011-05-20,18
2011-05-21,18
2011-05-22,47
2011-05-23,54
2011-05-24,45
2011-05-25,24
2011-05-26,24
2011-05-27,29
2011-05-28,18
2011-05-29,22
2011-05-30,22
2011-05-31,48
2011-06-01,35
2011-06-02,37
2011-06-03,40
2011-06-04,36
2011-06-05,31
2011-06-06,21
2011-06-07,45
2011-06-08,35
2011-06-09,35
2011-06-10,25
2011-06-11,31
2011-06-12,27
2011-06-13,24
2011-06-14,44
2011-06-15,24
2011-06-16,38
2011-06-17,48
2011-06-18,31
2011-06-19,13
2011-06-20,40
2011-06-21,34
2011-06-22,34
2011-06-23,54
2011-06-24,37
2011-06-25,31
2011-06-26,45
2011-06-27,59
2011-06-28,45
2011-06-29,24
2011-06-30,35
2011-07-01,18
2011-07-02,41
2011-07-03,31
2011-07-04,22
2011-07-05,32
2011-07-06,45
2011-07-07,21
2011-07-08,15
2011-07-09,14
2011-07-10,13
2011-07-11,35
2011-07-12,45
2011-07-13,49
2011-07-14,32
2011-07-15,30
2011-07-16,23
2011-07-17,23
2011-07-18,41
2011-07-19,45
2011-07-20,35
2011-07-21,49
2011-07-22,41
2011-07-23,30
2011-07-24,31
2011-07-25,51
2011-07-26,41
2011-07-27,35
2011-07-28,35
2011-07-29,48
2011-07-30,22
2011-07-31,36
2011-08-01,31
2011-08-02,42
2011-08-03,24
2011-08-04,39
2011-08-05,40
2011-08-06,17
2011-08-07,42
2011-08-08,43
2011-08-09,67
2011-08-10,41
2011-08-11,55
2011-08-12,47
2011-08-13,27
2011-08-14,39
2011-08-15,39
2011-08-16,7
2011-08-17,52
2011-08-18,41
2011-08-19,49
2011-08-20,26
2011-08-21,42
2011-08-22,30
2011-08-23,29
2011-08-24,27
2011-08-25,43
2011-08-26,38
2011-08-27,25
2011-08-28,53
2011-08-29,27
2011-08-30,36
2011-08-31,44
2011-09-01,20
2011-09-02,24
2011-09-03,49
2011-09-04,28
2011-09-05,26
2011-09-06,45
2011-09-07,59
2011-09-08,42
2011-09-09,20
2011-09-10,24
2011-09-11,19
2011-09-12,38
2011-09-13,44
2011-09-14,32
2011-09-15,29
2011-09-16,44
2011-09-17,44
2011-09-18,27
