date,COST stock
2017-05-29,44
2017-05-30,44
2017-05-31,34
2017-06-01,49
2017-06-02,41
2017-06-03,35
2017-06-04,29
2017-06-05,56
2017-06-06,48
2017-06-07,39
2017-06-08,52
2017-06-09,49
2017-06-10,29
2017-06-11,21
2017-06-12,45
2017-06-13,50
2017-06-14,37
2017-06-15,33
2017-06-16,96
2017-06-17,40
2017-06-18,31
2017-06-19,78
2017-06-20,72
2017-06-21,45
2017-06-22,75
2017-06-23,55
2017-06-24,36
2017-06-25,35
2017-06-26,61
2017-06-27,44
2017-06-28,48
2017-06-29,48
2017-06-30,52
2017-07-01,39
2017-07-02,24
2017-07-03,37
2017-07-04,48
2017-07-05,43
2017-07-06,64
2017-07-07,66
2017-07-08,32
2017-07-09,39
2017-07-10,69
2017-07-11,52
2017-07-12,67
2017-07-13,58
2017-07-14,50
2017-07-15,37
2017-07-16,32
2017-07-17,42
2017-07-18,71
2017-07-19,61
2017-07-20,55
2017-07-21,50
2017-07-22,32
2017-07-23,42
2017-07-24,58
2017-07-25,53
2017-07-26,54
2017-07-27,50
2017-07-28,60
2017-07-29,50
2017-07-30,33
2017-07-31,67
2017-08-01,75
2017-08-02,79
2017-08-03,68
2017-08-04,50
2017-08-05,42
2017-08-06,34
2017-08-07,51
2017-08-08,49
2017-08-09,63
2017-08-10,56
2017-08-11,36
2017-08-12,32
2017-08-13,29
2017-08-14,45
2017-08-15,54
2017-08-16,39
2017-08-17,57
2017-08-18,38
2017-08-19,20
2017-08-20,32
2017-08-21,30
2017-08-22,41
2017-08-23,55
2017-08-24,47
2017-08-25,57
2017-08-26,26
2017-08-27,40
2017-08-28,30
2017-08-29,48
2017-08-30,56
2017-08-31,46
2017-09-01,45
2017-09-02,34
2017-09-03,35
2017-09-04,44
2017-09-05,34
2017-09-06,60
2017-09-07,58
2017-09-08,53
2017-09-09,30
2017-09-10,31
2017-09-11,42
2017-09-12,49
2017-09-13,65
2017-09-14,59
2017-09-15,45
2017-09-16,37
2017-09-17,34
2017-09-18,66
2017-09-19,45
2017-09-20,42
2017-09-21,45
2017-09-22,81
2017-09-23,26
2017-09-24,29
2017-09-25,57
2017-09-26,50
2017-09-27,53
2017-09-28,69
2017-09-29,53
2017-09-30,29
2017-10-01,34
2017-10-02,56
2017-10-03,86
2017-10-04,72
2017-10-05,70
2017-10-06,100
2017-10-07,48
2017-10-08,38
2017-10-09,75
2017-10-10,74
2017-10-11,81
2017-10-12,61
2017-10-13,48
2017-10-14,48
2017-10-15,41
2017-10-16,55
2017-10-17,64
2017-10-18,55
2017-10-19,57
2017-10-20,42
2017-10-21,31
2017-10-22,50
2017-10-23,53
2017-10-24,71
2017-10-25,38
2017-10-26,51
2017-10-27,42
2017-10-28,44
2017-10-29,46
2017-10-30,48
2017-10-31,59
2017-11-01,70
2017-11-02,66
2017-11-03,65
2017-11-04,36
2017-11-05,49
2017-11-06,69
2017-11-07,60
2017-11-08,77
2017-11-09,68
2017-11-10,50
2017-11-11,33
2017-11-12,45
2017-11-13,62
2017-11-14,68
2017-11-15,62
2017-11-16,83
2017-11-17,68
2017-11-18,34
2017-11-19,41
2017-11-20,69
2017-11-21,66
2017-11-22,48
2017-11-23,34
2017-11-24,38
2017-11-25,43
2017-11-26,54
2017-11-27,62
2017-11-28,82
2017-11-29,75
2017-11-30,74
2017-12-01,77
2017-12-02,56
2017-12-03,66
2017-12-04,95
2017-12-05,85
2017-12-06,99
2017-12-07,95
2017-12-08,63
2017-12-09,64
2017-12-10,43
2017-12-11,87
2017-12-12,70
2017-12-13,95
2017-12-14,96
2017-12-15,99
2017-12-16,50
2017-12-17,41
2017-12-18,47
2017-12-19,68
2017-12-20,57
2017-12-21,58
2017-12-22,35
2017-12-23,33
2017-12-24,24
2017-12-25,23
2017-12-26,49
2017-12-27,58
2017-12-28,40
2017-12-29,36
2017-12-30,41
2017-12-31,29
2018-01-01,22
2018-01-02,42
2018-01-03,39
2018-01-04,57
2018-01-05,52
2018-01-06,30
2018-01-07,64
2018-01-08,55
2018-01-09,72
2018-01-10,68
2018-01-11,45
2018-01-12,36
2018-01-13,50
2018-01-14,22
2018-01-15,45
2018-01-16,59
2018-01-17,55
2018-01-18,53
2018-01-19,57
2018-01-20,42
2018-01-21,41
2018-01-22,53
2018-01-23,62
2018-01-24,63
2018-01-25,72
2018-01-26,60
2018-01-27,35
2018-01-28,38
2018-01-29,69
2018-01-30,73
2018-01-31,54
2018-02-01,73
2018-02-02,69
2018-02-03,49
2018-02-04,39
2018-02-05,77
2018-02-06,85
2018-02-07,85
2018-02-08,82
2018-02-09,77
2018-02-10,49
2018-02-11,58
2018-02-12,75
2018-02-13,61
