date,Symantec,isPartial
2016-05-04,58,False
2016-05-05,51,False
2016-05-06,60,False
2016-05-07,21,False
2016-05-08,20,False
2016-05-09,66,False
2016-05-10,64,False
2016-05-11,59,False
2016-05-12,69,False
2016-05-13,60,False
2016-05-14,19,False
2016-05-15,20,False
2016-05-16,55,False
2016-05-17,70,False
2016-05-18,71,False
2016-05-19,65,False
2016-05-20,60,False
2016-05-21,21,False
2016-05-22,22,False
2016-05-23,58,False
2016-05-24,60,False
2016-05-25,60,False
2016-05-26,59,False
2016-05-27,51,False
2016-05-28,21,False
2016-05-29,18,False
2016-05-30,46,False
2016-05-31,57,False
2016-06-01,61,False
2016-06-02,60,False
2016-06-03,55,False
2016-06-04,20,False
2016-06-05,20,False
2016-06-06,57,False
2016-06-07,60,False
2016-06-08,63,False
2016-06-09,57,False
2016-06-10,54,False
2016-06-11,17,False
2016-06-12,20,False
2016-06-13,100,False
2016-06-14,74,False
2016-06-15,66,False
2016-06-16,62,False
2016-06-17,57,False
2016-06-18,19,False
2016-06-19,24,False
2016-06-20,61,False
2016-06-21,59,False
2016-06-22,59,False
2016-06-23,57,False
2016-06-24,52,False
2016-06-25,19,False
2016-06-26,17,False
2016-06-27,58,False
2016-06-28,62,False
2016-06-29,74,False
2016-06-30,88,False
2016-07-01,63,False
2016-07-02,23,False
2016-07-03,19,False
2016-07-04,51,False
2016-07-05,67,False
2016-07-06,66,False
2016-07-07,66,False
2016-07-08,60,False
2016-07-09,20,False
2016-07-10,19,False
2016-07-11,62,False
2016-07-12,68,False
2016-07-13,63,False
2016-07-14,63,False
2016-07-15,52,False
2016-07-16,18,False
2016-07-17,19,False
2016-07-18,55,False
2016-07-19,59,False
2016-07-20,57,False
2016-07-21,61,False
2016-07-22,55,False
2016-07-23,21,False
2016-07-24,25,False
2016-07-25,53,False
2016-07-26,58,False
2016-07-27,59,False
2016-07-28,62,False
2016-07-29,60,False
2016-07-30,21,False
2016-07-31,20,False
2016-08-01,55,False
2016-08-02,60,False
2016-08-03,59,False
2016-08-04,64,False
2016-08-05,57,False
2016-08-06,20,False
2016-08-07,22,False
2016-08-08,58,False
2016-08-09,64,False
2016-08-10,63,False
2016-08-11,56,False
2016-08-12,45,False
2016-08-13,21,False
2016-08-14,18,False
2016-08-15,50,False
2016-08-16,59,False
2016-08-17,61,False
2016-08-18,62,False
2016-08-19,51,False
2016-08-20,18,False
2016-08-21,18,False
2016-08-22,54,False
2016-08-23,61,False
2016-08-24,56,False
2016-08-25,54,False
2016-08-26,52,False
2016-08-27,17,False
2016-08-28,20,False
2016-08-29,52,False
2016-08-30,60,False
2016-08-31,61,False
2016-09-01,57,False
2016-09-02,52,False
2016-09-03,19,False
2016-09-04,18,False
2016-09-05,38,False
2016-09-06,55,False
2016-09-07,61,False
2016-09-08,55,False
2016-09-09,53,False
2016-09-10,20,False
2016-09-11,17,False
2016-09-12,49,False
2016-09-13,53,False
2016-09-14,53,False
2016-09-15,55,False
2016-09-16,54,False
2016-09-17,24,False
2016-09-18,20,False
2016-09-19,57,False
2016-09-20,59,False
2016-09-21,61,False
2016-09-22,58,False
2016-09-23,59,False
2016-09-24,22,False
2016-09-25,20,False
2016-09-26,61,False
2016-09-27,65,False
2016-09-28,69,False
2016-09-29,60,False
2016-09-30,50,False
2016-10-01,24,False
2016-10-02,17,False
2016-10-03,58,False
2016-10-04,56,False
2016-10-05,59,False
2016-10-06,50,False
2016-10-07,46,False
2016-10-08,17,False
2016-10-09,20,False
2016-10-10,52,False
2016-10-11,58,False
2016-10-12,55,False
2016-10-13,62,False
2016-10-14,49,False
2016-10-15,21,False
2016-10-16,19,False
2016-10-17,50,False
2016-10-18,59,False
2016-10-19,63,False
2016-10-20,54,False
2016-10-21,52,False
2016-10-22,20,False
2016-10-23,19,False
2016-10-24,58,False
2016-10-25,59,False
2016-10-26,56,False
2016-10-27,59,False
2016-10-28,51,False
2016-10-29,20,False
2016-10-30,17,False
2016-10-31,51,False
2016-11-01,53,False
2016-11-02,57,False
2016-11-03,58,False
