date,Symantec,isPartial
2017-01-19,48,False
2017-01-20,44,False
2017-01-21,18,False
2017-01-22,14,False
2017-01-23,46,False
2017-01-24,49,False
2017-01-25,46,False
2017-01-26,46,False
2017-01-27,43,False
2017-01-28,18,False
2017-01-29,15,False
2017-01-30,44,False
2017-01-31,46,False
2017-02-01,50,False
2017-02-02,46,False
2017-02-03,43,False
2017-02-04,18,False
2017-02-05,18,False
2017-02-06,44,False
2017-02-07,52,False
2017-02-08,51,False
2017-02-09,50,False
2017-02-10,46,False
2017-02-11,15,False
2017-02-12,17,False
2017-02-13,45,False
2017-02-14,49,False
2017-02-15,45,False
2017-02-16,47,False
2017-02-17,46,False
2017-02-18,18,False
2017-02-19,18,False
2017-02-20,42,False
2017-02-21,49,False
2017-02-22,45,False
2017-02-23,45,False
2017-02-24,44,False
2017-02-25,16,False
2017-02-26,18,False
2017-02-27,51,False
2017-02-28,46,False
2017-03-01,43,False
2017-03-02,47,False
2017-03-03,41,False
2017-03-04,14,False
2017-03-05,14,False
2017-03-06,45,False
2017-03-07,43,False
2017-03-08,46,False
2017-03-09,44,False
2017-03-10,41,False
2017-03-11,19,False
2017-03-12,17,False
2017-03-13,49,False
2017-03-14,51,False
2017-03-15,50,False
2017-03-16,46,False
2017-03-17,40,False
2017-03-18,17,False
2017-03-19,15,False
2017-03-20,38,False
2017-03-21,48,False
2017-03-22,45,False
2017-03-23,48,False
2017-03-24,54,False
2017-03-25,20,False
2017-03-26,20,False
2017-03-27,55,False
2017-03-28,56,False
2017-03-29,56,False
2017-03-30,56,False
2017-03-31,40,False
2017-04-01,16,False
2017-04-02,13,False
2017-04-03,49,False
2017-04-04,47,False
2017-04-05,45,False
2017-04-06,49,False
2017-04-07,47,False
2017-04-08,13,False
2017-04-09,15,False
2017-04-10,51,False
2017-04-11,52,False
2017-04-12,51,False
2017-04-13,47,False
2017-04-14,30,False
2017-04-15,15,False
2017-04-16,11,False
2017-04-17,39,False
2017-04-18,44,False
2017-04-19,47,False
2017-04-20,44,False
2017-04-21,38,False
2017-04-22,20,False
2017-04-23,14,False
2017-04-24,45,False
2017-04-25,50,False
2017-04-26,45,False
2017-04-27,49,False
2017-04-28,41,False
2017-04-29,14,False
2017-04-30,15,False
2017-05-01,27,False
2017-05-02,42,False
2017-05-03,42,False
2017-05-04,45,False
2017-05-05,37,False
2017-05-06,14,False
2017-05-07,16,False
2017-05-08,48,False
2017-05-09,44,False
2017-05-10,48,False
2017-05-11,48,False
2017-05-12,62,False
2017-05-13,38,False
2017-05-14,43,False
2017-05-15,100,False
2017-05-16,84,False
2017-05-17,65,False
2017-05-18,60,False
2017-05-19,52,False
2017-05-20,19,False
2017-05-21,20,False
2017-05-22,46,False
2017-05-23,51,False
2017-05-24,53,False
2017-05-25,46,False
2017-05-26,41,False
2017-05-27,16,False
2017-05-28,16,False
2017-05-29,37,False
2017-05-30,47,False
2017-05-31,50,False
2017-06-01,46,False
2017-06-02,36,False
2017-06-03,18,False
2017-06-04,15,False
2017-06-05,41,False
2017-06-06,48,False
2017-06-07,47,False
2017-06-08,48,False
2017-06-09,42,False
2017-06-10,14,False
2017-06-11,16,False
2017-06-12,47,False
2017-06-13,43,False
2017-06-14,46,False
2017-06-15,44,False
2017-06-16,44,False
2017-06-17,13,False
2017-06-18,13,False
2017-06-19,48,False
2017-06-20,47,False
2017-06-21,44,False
2017-06-22,44,False
2017-06-23,39,False
2017-06-24,14,False
2017-06-25,15,False
2017-06-26,42,False
2017-06-27,59,False
2017-06-28,74,False
2017-06-29,59,False
2017-06-30,45,False
2017-07-01,16,False
2017-07-02,12,False
2017-07-03,37,False
2017-07-04,37,False
2017-07-05,45,False
2017-07-06,54,False
2017-07-07,45,False
2017-07-08,15,False
2017-07-09,18,False
2017-07-10,45,False
2017-07-11,58,False
2017-07-12,51,False
2017-07-13,50,False
2017-07-14,42,False
2017-07-15,17,False
2017-07-16,13,False
2017-07-17,42,False
2017-07-18,55,False
2017-07-19,49,False
2017-07-20,47,False
2017-07-21,47,False
2017-07-22,15,False
2017-07-23,13,False
2017-07-24,48,False
2017-07-25,46,False
2017-07-26,55,False
2017-07-27,46,False
2017-07-28,43,False
2017-07-29,18,False
2017-07-30,18,False
2017-07-31,60,False
2017-08-01,56,False
2017-08-02,56,False
2017-08-03,71,False
2017-08-04,50,False
2017-08-05,18,False
2017-08-06,18,False
2017-08-07,41,False
2017-08-08,47,False
2017-08-09,45,False
2017-08-10,45,False
2017-08-11,39,False
2017-08-12,13,False
2017-08-13,16,False
2017-08-14,45,False
2017-08-15,43,False
2017-08-16,45,False
2017-08-17,49,False
2017-08-18,44,False
2017-08-19,15,False
2017-08-20,16,False
2017-08-21,43,False
2017-08-22,47,False
2017-08-23,49,False
2017-08-24,50,False
2017-08-25,38,False
2017-08-26,15,False
2017-08-27,16,False
2017-08-28,41,False
2017-08-29,46,False
2017-08-30,48,False
2017-08-31,45,False
2017-09-01,35,False
2017-09-02,14,False
2017-09-03,16,False
2017-09-04,34,False
2017-09-05,48,False
2017-09-06,49,False
2017-09-07,54,False
2017-09-08,45,False
2017-09-09,16,False
2017-09-10,13,False
2017-09-11,51,False
2017-09-12,53,False
2017-09-13,47,False
2017-09-14,57,False
2017-09-15,47,False
2017-09-16,20,False
2017-09-17,14,False
2017-09-18,45,False
2017-09-19,54,False
2017-09-20,53,False
2017-09-21,47,False
2017-09-22,40,False
2017-09-23,19,False
2017-09-24,11,False
2017-09-25,49,False
2017-09-26,46,False
2017-09-27,48,False
2017-09-28,48,False
2017-09-29,43,False
2017-09-30,15,False
2017-10-01,11,False
2017-10-02,40,False
2017-10-03,50,False
2017-10-04,46,False
