date,Symantec,isPartial
2011-09-18,44,False
2011-09-19,76,False
2011-09-20,89,False
2011-09-21,82,False
2011-09-22,83,False
2011-09-23,78,False
2011-09-24,41,False
2011-09-25,42,False
2011-09-26,80,False
2011-09-27,76,False
2011-09-28,81,False
2011-09-29,77,False
2011-09-30,74,False
2011-10-01,44,False
2011-10-02,36,False
2011-10-03,77,False
2011-10-04,81,False
2011-10-05,92,False
2011-10-06,69,False
2011-10-07,77,False
2011-10-08,41,False
2011-10-09,34,False
2011-10-10,73,False
2011-10-11,95,False
2011-10-12,97,False
2011-10-13,86,False
2011-10-14,68,False
2011-10-15,43,False
2011-10-16,50,False
2011-10-17,75,False
2011-10-18,75,False
2011-10-19,81,False
2011-10-20,82,False
2011-10-21,85,False
2011-10-22,47,False
2011-10-23,45,False
2011-10-24,84,False
2011-10-25,82,False
2011-10-26,76,False
2011-10-27,76,False
2011-10-28,69,False
2011-10-29,37,False
2011-10-30,32,False
2011-10-31,72,False
2011-11-01,68,False
2011-11-02,80,False
2011-11-03,78,False
2011-11-04,73,False
2011-11-05,39,False
2011-11-06,32,False
2011-11-07,73,False
2011-11-08,78,False
2011-11-09,72,False
2011-11-10,76,False
2011-11-11,66,False
2011-11-12,41,False
2011-11-13,42,False
2011-11-14,76,False
2011-11-15,89,False
2011-11-16,82,False
2011-11-17,80,False
2011-11-18,72,False
2011-11-19,40,False
2011-11-20,35,False
2011-11-21,79,False
2011-11-22,75,False
2011-11-23,76,False
2011-11-24,78,False
2011-11-25,69,False
2011-11-26,49,False
2011-11-27,38,False
2011-11-28,79,False
2011-11-29,82,False
2011-11-30,83,False
2011-12-01,77,False
2011-12-02,77,False
2011-12-03,39,False
2011-12-04,32,False
2011-12-05,86,False
2011-12-06,84,False
2011-12-07,70,False
2011-12-08,81,False
2011-12-09,72,False
2011-12-10,39,False
2011-12-11,41,False
2011-12-12,75,False
2011-12-13,76,False
2011-12-14,75,False
2011-12-15,75,False
2011-12-16,62,False
2011-12-17,44,False
2011-12-18,32,False
2011-12-19,71,False
2011-12-20,72,False
2011-12-21,67,False
2011-12-22,62,False
2011-12-23,51,False
2011-12-24,38,False
2011-12-25,32,False
2011-12-26,50,False
2011-12-27,57,False
2011-12-28,63,False
2011-12-29,60,False
2011-12-30,51,False
2011-12-31,41,False
2012-01-01,40,False
2012-01-02,46,False
2012-01-03,66,False
2012-01-04,67,False
2012-01-05,70,False
2012-01-06,77,False
2012-01-07,43,False
2012-01-08,40,False
2012-01-09,73,False
2012-01-10,88,False
2012-01-11,78,False
2012-01-12,80,False
2012-01-13,68,False
2012-01-14,46,False
2012-01-15,44,False
2012-01-16,73,False
2012-01-17,72,False
2012-01-18,90,False
2012-01-19,84,False
2012-01-20,70,False
2012-01-21,39,False
2012-01-22,39,False
2012-01-23,75,False
2012-01-24,80,False
2012-01-25,74,False
2012-01-26,81,False
2012-01-27,77,False
2012-01-28,36,False
2012-01-29,43,False
2012-01-30,80,False
2012-01-31,68,False
2012-02-01,72,False
2012-02-02,76,False
2012-02-03,61,False
2012-02-04,42,False
2012-02-05,34,False
2012-02-06,63,False
2012-02-07,100,False
2012-02-08,96,False
2012-02-09,75,False
2012-02-10,71,False
2012-02-11,35,False
2012-02-12,36,False
2012-02-13,76,False
2012-02-14,69,False
2012-02-15,70,False
2012-02-16,79,False
2012-02-17,68,False
2012-02-18,38,False
2012-02-19,34,False
2012-02-20,84,False
2012-02-21,83,False
2012-02-22,76,False
2012-02-23,74,False
2012-02-24,68,False
2012-02-25,40,False
2012-02-26,33,False
2012-02-27,64,False
2012-02-28,74,False
2012-02-29,74,False
2012-03-01,65,False
2012-03-02,63,False
2012-03-03,45,False
2012-03-04,39,False
2012-03-05,78,False
2012-03-06,75,False
2012-03-07,78,False
2012-03-08,74,False
2012-03-09,67,False
2012-03-10,41,False
2012-03-11,38,False
2012-03-12,77,False
2012-03-13,78,False
2012-03-14,76,False
2012-03-15,73,False
2012-03-16,82,False
2012-03-17,36,False
2012-03-18,29,False
2012-03-19,72,False
2012-03-20,65,False
2012-03-21,72,False
2012-03-22,70,False
2012-03-23,62,False
2012-03-24,31,False
2012-03-25,27,False
2012-03-26,72,False
2012-03-27,77,False
2012-03-28,79,False
2012-03-29,67,False
2012-03-30,62,False
2012-03-31,30,False
2012-04-01,25,False
2012-04-02,66,False
2012-04-03,70,False
2012-04-04,69,False
2012-04-05,67,False
2012-04-06,51,False
2012-04-07,43,False
2012-04-08,33,False
2012-04-09,67,False
2012-04-10,79,False
2012-04-11,71,False
2012-04-12,74,False
2012-04-13,55,False
2012-04-14,32,False
2012-04-15,31,False
2012-04-16,65,False
2012-04-17,71,False
2012-04-18,72,False
2012-04-19,68,False
2012-04-20,62,False
2012-04-21,29,False
2012-04-22,40,False
2012-04-23,66,False
2012-04-24,67,False
2012-04-25,80,False
2012-04-26,69,False
2012-04-27,62,False
2012-04-28,36,False
2012-04-29,39,False
2012-04-30,60,False
2012-05-01,54,False
2012-05-02,73,False
2012-05-03,67,False
2012-05-04,60,False
2012-05-05,32,False
2012-05-06,32,False
2012-05-07,72,False
2012-05-08,76,False
2012-05-09,77,False
2012-05-10,75,False
2012-05-11,66,False
2012-05-12,36,False
2012-05-13,31,False
2012-05-14,68,False
2012-05-15,79,False
2012-05-16,68,False
2012-05-17,68,False
2012-05-18,67,False
2012-05-19,28,False
2012-05-20,29,False
2012-05-21,68,False
2012-05-22,67,False
2012-05-23,69,False
2012-05-24,68,False
2012-05-25,58,False
2012-05-26,30,False
2012-05-27,28,False
2012-05-28,55,False
2012-05-29,73,False
2012-05-30,74,False
2012-05-31,72,False
2012-06-01,71,False
2012-06-02,35,False
2012-06-03,29,False
2012-06-04,68,False
