date,Symantec,isPartial
2015-12-26,24,False
2015-12-27,22,False
2015-12-28,52,False
2015-12-29,56,False
2015-12-30,49,False
2015-12-31,42,False
2016-01-01,19,False
2016-01-02,22,False
2016-01-03,20,False
2016-01-04,56,False
2016-01-05,56,False
2016-01-06,50,False
2016-01-07,55,False
2016-01-08,59,False
2016-01-09,23,False
2016-01-10,19,False
2016-01-11,52,False
2016-01-12,73,False
2016-01-13,71,False
2016-01-14,79,False
2016-01-15,62,False
2016-01-16,30,False
2016-01-17,31,False
2016-01-18,65,False
2016-01-19,76,False
2016-01-20,66,False
2016-01-21,65,False
2016-01-22,60,False
2016-01-23,24,False
2016-01-24,22,False
2016-01-25,66,False
2016-01-26,59,False
2016-01-27,62,False
2016-01-28,63,False
2016-01-29,54,False
2016-01-30,29,False
2016-01-31,26,False
2016-02-01,60,False
2016-02-02,58,False
2016-02-03,59,False
2016-02-04,72,False
2016-02-05,66,False
2016-02-06,23,False
2016-02-07,20,False
2016-02-08,63,False
2016-02-09,57,False
2016-02-10,63,False
2016-02-11,60,False
2016-02-12,59,False
2016-02-13,21,False
2016-02-14,20,False
2016-02-15,59,False
2016-02-16,63,False
2016-02-17,70,False
2016-02-18,66,False
2016-02-19,63,False
2016-02-20,25,False
2016-02-21,19,False
2016-02-22,65,False
2016-02-23,63,False
2016-02-24,67,False
2016-02-25,61,False
2016-02-26,55,False
2016-02-27,23,False
2016-02-28,22,False
2016-02-29,58,False
2016-03-01,70,False
2016-03-02,67,False
2016-03-03,70,False
2016-03-04,59,False
2016-03-05,23,False
2016-03-06,28,False
2016-03-07,65,False
2016-03-08,67,False
2016-03-09,60,False
2016-03-10,68,False
2016-03-11,65,False
2016-03-12,26,False
2016-03-13,24,False
2016-03-14,50,False
2016-03-15,70,False
2016-03-16,69,False
2016-03-17,63,False
2016-03-18,62,False
2016-03-19,26,False
2016-03-20,24,False
2016-03-21,57,False
2016-03-22,73,False
2016-03-23,77,False
2016-03-24,63,False
2016-03-25,36,False
2016-03-26,23,False
2016-03-27,20,False
2016-03-28,48,False
2016-03-29,71,False
2016-03-30,61,False
2016-03-31,61,False
2016-04-01,48,False
2016-04-02,20,False
2016-04-03,21,False
2016-04-04,59,False
2016-04-05,64,False
2016-04-06,73,False
2016-04-07,56,False
2016-04-08,56,False
2016-04-09,23,False
2016-04-10,19,False
2016-04-11,60,False
2016-04-12,66,False
2016-04-13,61,False
2016-04-14,60,False
2016-04-15,53,False
2016-04-16,21,False
2016-04-17,25,False
2016-04-18,58,False
2016-04-19,66,False
2016-04-20,59,False
2016-04-21,60,False
2016-04-22,41,False
2016-04-23,18,False
2016-04-24,14,False
2016-04-25,51,False
2016-04-26,56,False
2016-04-27,58,False
2016-04-28,70,False
2016-04-29,52,False
2016-04-30,26,False
2016-05-01,18,False
2016-05-02,45,False
2016-05-03,60,False
2016-05-04,55,False
2016-05-05,53,False
2016-05-06,65,False
2016-05-07,20,False
2016-05-08,20,False
2016-05-09,63,False
2016-05-10,57,False
2016-05-11,62,False
2016-05-12,70,False
2016-05-13,52,False
2016-05-14,20,False
2016-05-15,19,False
2016-05-16,58,False
2016-05-17,74,False
2016-05-18,70,False
2016-05-19,69,False
2016-05-20,56,False
2016-05-21,19,False
2016-05-22,19,False
2016-05-23,61,False
2016-05-24,68,False
2016-05-25,55,False
2016-05-26,56,False
2016-05-27,46,False
2016-05-28,20,False
2016-05-29,20,False
2016-05-30,53,False
2016-05-31,57,False
2016-06-01,62,False
2016-06-02,56,False
2016-06-03,55,False
2016-06-04,21,False
2016-06-05,22,False
2016-06-06,54,False
2016-06-07,60,False
2016-06-08,50,False
2016-06-09,58,False
2016-06-10,59,False
2016-06-11,16,False
2016-06-12,19,False
2016-06-13,100,False
2016-06-14,68,False
2016-06-15,70,False
2016-06-16,61,False
2016-06-17,53,False
2016-06-18,25,False
2016-06-19,21,False
2016-06-20,54,False
2016-06-21,64,False
2016-06-22,58,False
2016-06-23,67,False
2016-06-24,48,False
2016-06-25,17,False
2016-06-26,21,False
2016-06-27,57,False
2016-06-28,62,False
2016-06-29,73,False
2016-06-30,71,False
2016-07-01,60,False
2016-07-02,19,False
2016-07-03,20,False
2016-07-04,63,False
2016-07-05,68,False
2016-07-06,66,False
2016-07-07,59,False
2016-07-08,67,False
2016-07-09,22,False
2016-07-10,19,False
2016-07-11,59,False
2016-07-12,62,False
2016-07-13,60,False
2016-07-14,63,False
2016-07-15,56,False
2016-07-16,22,False
2016-07-17,22,False
2016-07-18,56,False
2016-07-19,57,False
2016-07-20,64,False
2016-07-21,70,False
2016-07-22,56,False
2016-07-23,23,False
2016-07-24,30,False
2016-07-25,52,False
2016-07-26,64,False
2016-07-27,57,False
2016-07-28,62,False
2016-07-29,60,False
2016-07-30,23,False
2016-07-31,16,False
2016-08-01,58,False
2016-08-02,57,False
2016-08-03,58,False
2016-08-04,68,False
2016-08-05,60,False
2016-08-06,16,False
2016-08-07,22,False
2016-08-08,58,False
2016-08-09,64,False
2016-08-10,63,False
2016-08-11,57,False
2016-08-12,48,False
2016-08-13,19,False
2016-08-14,14,False
2016-08-15,44,False
2016-08-16,55,False
2016-08-17,57,False
2016-08-18,64,False
2016-08-19,56,False
2016-08-20,18,False
2016-08-21,17,False
2016-08-22,57,False
2016-08-23,64,False
2016-08-24,61,False
2016-08-25,51,False
2016-08-26,51,False
2016-08-27,12,False
2016-08-28,16,False
2016-08-29,49,False
2016-08-30,59,False
2016-08-31,69,False
2016-09-01,59,False
2016-09-02,61,False
2016-09-03,20,False
2016-09-04,18,False
2016-09-05,39,False
2016-09-06,55,False
2016-09-07,58,False
2016-09-08,65,False
2016-09-09,50,False
2016-09-10,18,False
2016-09-11,14,False
