date,Symantec,isPartial
2014-03-16,34,False
2014-03-17,67,False
2014-03-18,76,False
2014-03-19,75,False
2014-03-20,88,False
2014-03-21,100,False
2014-03-22,38,False
2014-03-23,38,False
2014-03-24,80,False
2014-03-25,82,False
2014-03-26,80,False
2014-03-27,77,False
2014-03-28,65,False
2014-03-29,36,False
2014-03-30,26,False
2014-03-31,75,False
2014-04-01,75,False
2014-04-02,78,False
2014-04-03,72,False
2014-04-04,71,False
2014-04-05,31,False
2014-04-06,29,False
2014-04-07,80,False
2014-04-08,84,False
2014-04-09,82,False
2014-04-10,86,False
2014-04-11,75,False
2014-04-12,33,False
2014-04-13,32,False
2014-04-14,75,False
2014-04-15,78,False
2014-04-16,76,False
2014-04-17,73,False
2014-04-18,62,False
2014-04-19,37,False
2014-04-20,29,False
2014-04-21,67,False
2014-04-22,70,False
2014-04-23,68,False
2014-04-24,74,False
2014-04-25,68,False
2014-04-26,29,False
2014-04-27,27,False
2014-04-28,76,False
2014-04-29,78,False
2014-04-30,76,False
2014-05-01,62,False
2014-05-02,60,False
2014-05-03,30,False
2014-05-04,27,False
2014-05-05,73,False
2014-05-06,83,False
2014-05-07,82,False
2014-05-08,80,False
2014-05-09,73,False
2014-05-10,28,False
2014-05-11,25,False
2014-05-12,77,False
2014-05-13,78,False
2014-05-14,71,False
2014-05-15,80,False
2014-05-16,70,False
2014-05-17,26,False
2014-05-18,28,False
2014-05-19,68,False
2014-05-20,77,False
2014-05-21,79,False
2014-05-22,81,False
2014-05-23,72,False
2014-05-24,29,False
2014-05-25,25,False
2014-05-26,55,False
2014-05-27,75,False
2014-05-28,78,False
2014-05-29,69,False
2014-05-30,73,False
2014-05-31,28,False
2014-06-01,29,False
2014-06-02,77,False
2014-06-03,92,False
2014-06-04,79,False
2014-06-05,79,False
2014-06-06,80,False
2014-06-07,27,False
2014-06-08,30,False
2014-06-09,70,False
2014-06-10,84,False
2014-06-11,78,False
2014-06-12,70,False
2014-06-13,64,False
2014-06-14,25,False
2014-06-15,28,False
2014-06-16,75,False
2014-06-17,77,False
2014-06-18,78,False
2014-06-19,75,False
2014-06-20,65,False
2014-06-21,30,False
2014-06-22,27,False
2014-06-23,72,False
2014-06-24,74,False
2014-06-25,72,False
2014-06-26,70,False
2014-06-27,66,False
2014-06-28,32,False
2014-06-29,24,False
2014-06-30,71,False
2014-07-01,71,False
2014-07-02,78,False
2014-07-03,71,False
2014-07-04,56,False
2014-07-05,26,False
2014-07-06,27,False
2014-07-07,74,False
2014-07-08,73,False
2014-07-09,80,False
2014-07-10,75,False
2014-07-11,66,False
2014-07-12,28,False
2014-07-13,29,False
2014-07-14,71,False
2014-07-15,77,False
2014-07-16,74,False
2014-07-17,76,False
2014-07-18,68,False
2014-07-19,29,False
2014-07-20,30,False
2014-07-21,73,False
2014-07-22,82,False
2014-07-23,76,False
2014-07-24,81,False
2014-07-25,64,False
2014-07-26,24,False
2014-07-27,27,False
2014-07-28,72,False
2014-07-29,72,False
2014-07-30,72,False
2014-07-31,75,False
2014-08-01,71,False
2014-08-02,29,False
2014-08-03,29,False
2014-08-04,75,False
2014-08-05,78,False
2014-08-06,84,False
2014-08-07,83,False
2014-08-08,72,False
2014-08-09,32,False
2014-08-10,29,False
2014-08-11,80,False
2014-08-12,75,False
2014-08-13,79,False
2014-08-14,71,False
2014-08-15,60,False
2014-08-16,28,False
2014-08-17,30,False
2014-08-18,76,False
2014-08-19,74,False
2014-08-20,81,False
2014-08-21,68,False
2014-08-22,67,False
2014-08-23,27,False
2014-08-24,31,False
2014-08-25,70,False
2014-08-26,75,False
2014-08-27,77,False
2014-08-28,75,False
2014-08-29,61,False
2014-08-30,27,False
2014-08-31,28,False
2014-09-01,66,False
2014-09-02,72,False
2014-09-03,75,False
2014-09-04,73,False
2014-09-05,67,False
2014-09-06,32,False
2014-09-07,30,False
2014-09-08,65,False
2014-09-09,70,False
2014-09-10,64,False
2014-09-11,69,False
2014-09-12,67,False
2014-09-13,32,False
2014-09-14,34,False
2014-09-15,75,False
2014-09-16,80,False
2014-09-17,77,False
2014-09-18,69,False
2014-09-19,67,False
2014-09-20,30,False
2014-09-21,28,False
2014-09-22,71,False
2014-09-23,74,False
2014-09-24,71,False
2014-09-25,77,False
2014-09-26,69,False
2014-09-27,33,False
2014-09-28,31,False
2014-09-29,72,False
2014-09-30,78,False
2014-10-01,68,False
2014-10-02,77,False
2014-10-03,68,False
2014-10-04,27,False
2014-10-05,26,False
2014-10-06,68,False
2014-10-07,76,False
2014-10-08,88,False
2014-10-09,96,False
2014-10-10,89,False
2014-10-11,33,False
2014-10-12,31,False
2014-10-13,68,False
2014-10-14,77,False
2014-10-15,78,False
2014-10-16,70,False
2014-10-17,71,False
2014-10-18,30,False
2014-10-19,30,False
2014-10-20,79,False
2014-10-21,72,False
2014-10-22,78,False
2014-10-23,71,False
2014-10-24,68,False
2014-10-25,28,False
2014-10-26,26,False
2014-10-27,72,False
2014-10-28,77,False
2014-10-29,72,False
2014-10-30,78,False
2014-10-31,61,False
2014-11-01,30,False
2014-11-02,31,False
2014-11-03,69,False
2014-11-04,72,False
2014-11-05,78,False
2014-11-06,76,False
2014-11-07,72,False
2014-11-08,30,False
2014-11-09,31,False
2014-11-10,73,False
2014-11-11,75,False
2014-11-12,80,False
2014-11-13,71,False
2014-11-14,65,False
2014-11-15,33,False
2014-11-16,33,False
2014-11-17,70,False
2014-11-18,71,False
2014-11-19,71,False
2014-11-20,71,False
2014-11-21,65,False
2014-11-22,36,False
2014-11-23,34,False
2014-11-24,88,False
2014-11-25,83,False
2014-11-26,79,False
2014-11-27,58,False
2014-11-28,57,False
2014-11-29,31,False
2014-11-30,26,False
2014-12-01,73,False
