date,DLTR stock
2016-09-11,0
2016-09-12,21
2016-09-13,0
2016-09-14,0
2016-09-15,0
2016-09-16,0
2016-09-17,0
2016-09-18,0
2016-09-19,0
2016-09-20,0
2016-09-21,21
2016-09-22,21
2016-09-23,0
2016-09-24,0
2016-09-25,0
2016-09-26,0
2016-09-27,21
2016-09-28,42
2016-09-29,0
2016-09-30,0
2016-10-01,0
2016-10-02,0
2016-10-03,20
2016-10-04,61
2016-10-05,41
2016-10-06,0
2016-10-07,64
2016-10-08,0
2016-10-09,0
2016-10-10,0
2016-10-11,21
2016-10-12,21
2016-10-13,0
2016-10-14,0
2016-10-15,0
2016-10-16,0
2016-10-17,20
2016-10-18,0
2016-10-19,0
2016-10-20,0
2016-10-21,0
2016-10-22,0
2016-10-23,0
2016-10-24,0
2016-10-25,0
2016-10-26,0
2016-10-27,21
2016-10-28,0
2016-10-29,0
2016-10-30,0
2016-10-31,42
2016-11-01,0
2016-11-02,0
2016-11-03,0
2016-11-04,0
2016-11-05,0
2016-11-06,0
2016-11-07,0
2016-11-08,20
2016-11-09,18
2016-11-10,0
2016-11-11,42
2016-11-12,0
2016-11-13,0
2016-11-14,0
2016-11-15,40
2016-11-16,0
2016-11-17,20
2016-11-18,42
2016-11-19,0
2016-11-20,23
2016-11-21,20
2016-11-22,100
2016-11-23,40
2016-11-24,0
2016-11-25,21
2016-11-26,0
2016-11-27,22
2016-11-28,38
2016-11-29,19
2016-11-30,39
2016-12-01,40
2016-12-02,0
2016-12-03,0
2016-12-04,0
2016-12-05,18
2016-12-06,19
2016-12-07,0
2016-12-08,0
2016-12-09,41
2016-12-10,23
2016-12-11,0
2016-12-12,0
2016-12-13,0
2016-12-14,19
2016-12-15,20
2016-12-16,21
2016-12-17,0
2016-12-18,0
2016-12-19,0
2016-12-20,20
2016-12-21,0
2016-12-22,0
2016-12-23,87
2016-12-24,0
2016-12-25,26
2016-12-26,0
2016-12-27,42
2016-12-28,0
2016-12-29,0
2016-12-30,0
2016-12-31,0
2017-01-01,0
2017-01-02,0
2017-01-03,0
2017-01-04,0
2017-01-05,20
2017-01-06,0
2017-01-07,0
2017-01-08,0
2017-01-09,77
2017-01-10,19
2017-01-11,56
2017-01-12,38
2017-01-13,0
2017-01-14,0
2017-01-15,21
2017-01-16,0
2017-01-17,0
2017-01-18,37
2017-01-19,19
2017-01-20,0
2017-01-21,0
2017-01-22,0
2017-01-23,37
2017-01-24,94
2017-01-25,19
2017-01-26,38
2017-01-27,20
2017-01-28,22
2017-01-29,0
2017-01-30,0
2017-01-31,38
2017-02-01,18
2017-02-02,57
2017-02-03,0
2017-02-04,0
2017-02-05,0
2017-02-06,19
2017-02-07,0
2017-02-08,38
2017-02-09,0
2017-02-10,19
2017-02-11,0
2017-02-12,0
2017-02-13,0
2017-02-14,56
2017-02-15,19
2017-02-16,0
2017-02-17,37
2017-02-18,0
2017-02-19,0
2017-02-20,0
2017-02-21,37
2017-02-22,0
2017-02-23,19
2017-02-24,19
2017-02-25,0
2017-02-26,21
2017-02-27,73
2017-02-28,37
2017-03-01,36
2017-03-02,54
2017-03-03,57
2017-03-04,42
2017-03-05,0
2017-03-06,0
2017-03-07,0
2017-03-08,0
2017-03-09,19
2017-03-10,19
2017-03-11,0
2017-03-12,20
2017-03-13,0
2017-03-14,18
2017-03-15,19
2017-03-16,19
2017-03-17,0
2017-03-18,0
2017-03-19,0
2017-03-20,0
2017-03-21,0
2017-03-22,0
2017-03-23,0
2017-03-24,19
2017-03-25,0
2017-03-26,0
2017-03-27,0
2017-03-28,0
2017-03-29,37
2017-03-30,19
2017-03-31,39
2017-04-01,0
2017-04-02,0
2017-04-03,37
2017-04-04,18
2017-04-05,0
2017-04-06,57
2017-04-07,19
2017-04-08,0
2017-04-09,0
2017-04-10,0
2017-04-11,38
2017-04-12,19
2017-04-13,0
2017-04-14,0
2017-04-15,0
2017-04-16,0
2017-04-17,0
2017-04-18,18
2017-04-19,18
2017-04-20,18
2017-04-21,19
2017-04-22,0
2017-04-23,0
2017-04-24,18
2017-04-25,36
2017-04-26,73
2017-04-27,19
2017-04-28,39
2017-04-29,0
2017-04-30,22
2017-05-01,0
2017-05-02,0
2017-05-03,0
2017-05-04,19
2017-05-05,0
2017-05-06,0
2017-05-07,0
2017-05-08,0
2017-05-09,18
2017-05-10,0
2017-05-11,19
2017-05-12,39
2017-05-13,0
2017-05-14,0
2017-05-15,39
2017-05-16,40
2017-05-17,59
2017-05-18,0
2017-05-19,21
2017-05-20,0
2017-05-21,0
2017-05-22,20
2017-05-23,59
2017-05-24,41
2017-05-25,82
2017-05-26,0
2017-05-27,24
2017-05-28,0
2017-05-29,0
