date,DLTR stock
2017-10-06,19
2017-10-07,0
2017-10-08,0
2017-10-09,9
2017-10-10,9
2017-10-11,9
2017-10-12,18
2017-10-13,0
2017-10-14,0
2017-10-15,10
2017-10-16,18
2017-10-17,18
2017-10-18,0
2017-10-19,0
2017-10-20,28
2017-10-21,0
2017-10-22,0
2017-10-23,0
2017-10-24,18
2017-10-25,18
2017-10-26,18
2017-10-27,19
2017-10-28,10
2017-10-29,10
2017-10-30,0
2017-10-31,0
2017-11-01,18
2017-11-02,0
2017-11-03,0
2017-11-04,0
2017-11-05,0
2017-11-06,17
2017-11-07,26
2017-11-08,18
2017-11-09,17
2017-11-10,37
2017-11-11,0
2017-11-12,0
2017-11-13,26
2017-11-14,26
2017-11-15,9
2017-11-16,9
2017-11-17,18
2017-11-18,10
2017-11-19,10
2017-11-20,9
2017-11-21,69
2017-11-22,9
2017-11-23,9
2017-11-24,18
2017-11-25,30
2017-11-26,10
2017-11-27,8
2017-11-28,26
2017-11-29,26
2017-11-30,17
2017-12-01,18
2017-12-02,10
2017-12-03,0
2017-12-04,17
2017-12-05,17
2017-12-06,9
2017-12-07,18
2017-12-08,0
2017-12-09,10
2017-12-10,0
2017-12-11,8
2017-12-12,18
2017-12-13,0
2017-12-14,18
2017-12-15,0
2017-12-16,0
2017-12-17,20
2017-12-18,0
2017-12-19,18
2017-12-20,9
2017-12-21,9
2017-12-22,0
2017-12-23,0
2017-12-24,0
2017-12-25,0
2017-12-26,0
2017-12-27,19
2017-12-28,19
2017-12-29,10
2017-12-30,21
2017-12-31,0
2018-01-01,0
2018-01-02,0
2018-01-03,18
2018-01-04,26
2018-01-05,18
2018-01-06,0
2018-01-07,0
2018-01-08,0
2018-01-09,0
2018-01-10,17
2018-01-11,0
2018-01-12,0
2018-01-13,0
2018-01-14,0
2018-01-15,0
2018-01-16,8
2018-01-17,8
2018-01-18,25
2018-01-19,0
2018-01-20,0
2018-01-21,0
2018-01-22,17
2018-01-23,17
2018-01-24,17
2018-01-25,8
2018-01-26,0
2018-01-27,0
2018-01-28,0
2018-01-29,25
2018-01-30,8
2018-01-31,17
2018-02-01,8
2018-02-02,0
2018-02-03,0
2018-02-04,0
2018-02-05,8
2018-02-06,59
2018-02-07,17
2018-02-08,8
2018-02-09,9
2018-02-10,0
2018-02-11,0
2018-02-12,0
2018-02-13,0
2018-02-14,9
2018-02-15,17
2018-02-16,0
2018-02-17,0
2018-02-18,10
2018-02-19,17
2018-02-20,0
2018-02-21,25
2018-02-22,0
2018-02-23,18
2018-02-24,0
2018-02-25,9
2018-02-26,17
2018-02-27,8
2018-02-28,17
2018-03-01,0
2018-03-02,0
2018-03-03,10
2018-03-04,0
2018-03-05,8
2018-03-06,33
2018-03-07,100
2018-03-08,85
2018-03-09,61
2018-03-10,29
2018-03-11,0
2018-03-12,41
2018-03-13,17
2018-03-14,42
2018-03-15,42
2018-03-16,17
2018-03-17,10
2018-03-18,0
2018-03-19,8
2018-03-20,17
2018-03-21,25
2018-03-22,17
2018-03-23,35
2018-03-24,0
2018-03-25,0
2018-03-26,0
2018-03-27,17
2018-03-28,26
2018-03-29,9
2018-03-30,10
2018-03-31,0
2018-04-01,0
2018-04-02,9
2018-04-03,0
2018-04-04,8
2018-04-05,17
2018-04-06,18
2018-04-07,20
2018-04-08,0
2018-04-09,17
