date,Ctrip,isPartial
2012-06-04,76,False
2012-06-05,81,False
2012-06-06,68,False
2012-06-07,61,False
2012-06-08,47,False
2012-06-09,46,False
2012-06-10,51,False
2012-06-11,100,False
2012-06-12,63,False
2012-06-13,94,False
2012-06-14,57,False
2012-06-15,83,False
2012-06-16,64,False
2012-06-17,47,False
2012-06-18,63,False
2012-06-19,66,False
2012-06-20,49,False
2012-06-21,37,False
2012-06-22,50,False
2012-06-23,60,False
2012-06-24,80,False
2012-06-25,66,False
2012-06-26,65,False
2012-06-27,68,False
2012-06-28,65,False
2012-06-29,69,False
2012-06-30,53,False
2012-07-01,52,False
2012-07-02,87,False
2012-07-03,100,False
2012-07-04,71,False
2012-07-05,85,False
2012-07-06,50,False
2012-07-07,69,False
2012-07-08,62,False
2012-07-09,79,False
2012-07-10,62,False
2012-07-11,78,False
2012-07-12,87,False
2012-07-13,58,False
2012-07-14,47,False
2012-07-15,59,False
2012-07-16,77,False
2012-07-17,77,False
2012-07-18,100,False
2012-07-19,71,False
2012-07-20,61,False
2012-07-21,48,False
2012-07-22,32,False
2012-07-23,73,False
2012-07-24,53,False
2012-07-25,58,False
2012-07-26,63,False
2012-07-27,72,False
2012-07-28,53,False
2012-07-29,59,False
2012-07-30,63,False
2012-07-31,62,False
2012-08-01,70,False
2012-08-02,67,False
2012-08-03,72,False
2012-08-04,53,False
2012-08-05,47,False
2012-08-06,55,False
2012-08-07,57,False
2012-08-08,56,False
2012-08-09,64,False
2012-08-10,64,False
2012-08-11,72,False
2012-08-12,69,False
2012-08-13,73,False
2012-08-14,75,False
2012-08-15,52,False
2012-08-16,48,False
2012-08-17,59,False
2012-08-18,48,False
2012-08-19,51,False
2012-08-20,82,False
2012-08-21,60,False
2012-08-22,60,False
2012-08-23,63,False
2012-08-24,76,False
2012-08-25,69,False
2012-08-26,63,False
2012-08-27,73,False
2012-08-28,53,False
2012-08-29,78,False
2012-08-30,67,False
2012-08-31,61,False
2012-09-01,36,False
2012-09-02,56,False
2012-09-03,78,False
2012-09-04,76,False
2012-09-05,60,False
2012-09-06,74,False
2012-09-07,80,False
2012-09-08,44,False
2012-09-09,64,False
2012-09-10,78,False
2012-09-11,62,False
2012-09-12,72,False
2012-09-13,84,False
2012-09-14,61,False
2012-09-15,50,False
2012-09-16,41,False
2012-09-17,55,False
2012-09-18,44,False
2012-09-19,67,False
2012-09-20,65,False
2012-09-21,61,False
2012-09-22,61,False
2012-09-23,62,False
2012-09-24,75,False
2012-09-25,64,False
2012-09-26,81,False
2012-09-27,58,False
2012-09-28,68,False
2012-09-29,34,False
2012-09-30,45,False
2012-10-01,47,False
2012-10-02,45,False
2012-10-03,48,False
2012-10-04,40,False
2012-10-05,42,False
2012-10-06,43,False
2012-10-07,27,False
2012-10-08,57,False
2012-10-09,55,False
