date,Ctrip,isPartial
2012-10-12,85,False
2012-10-13,40,False
2012-10-14,29,False
2012-10-15,95,False
2012-10-16,76,False
2012-10-17,79,False
2012-10-18,66,False
2012-10-19,52,False
2012-10-20,74,False
2012-10-21,59,False
2012-10-22,74,False
2012-10-23,73,False
2012-10-24,74,False
2012-10-25,65,False
2012-10-26,73,False
2012-10-27,71,False
2012-10-28,57,False
2012-10-29,96,False
2012-10-30,63,False
2012-10-31,72,False
2012-11-01,66,False
2012-11-02,61,False
2012-11-03,71,False
2012-11-04,42,False
2012-11-05,67,False
2012-11-06,88,False
2012-11-07,61,False
2012-11-08,65,False
2012-11-09,69,False
2012-11-10,45,False
2012-11-11,54,False
2012-11-12,60,False
2012-11-13,46,False
2012-11-14,57,False
2012-11-15,58,False
2012-11-16,48,False
2012-11-17,48,False
2012-11-18,38,False
2012-11-19,62,False
2012-11-20,66,False
2012-11-21,43,False
2012-11-22,85,False
2012-11-23,58,False
2012-11-24,58,False
2012-11-25,44,False
2012-11-26,66,False
2012-11-27,37,False
2012-11-28,47,False
2012-11-29,50,False
2012-11-30,47,False
2012-12-01,44,False
2012-12-02,38,False
2012-12-03,39,False
2012-12-04,65,False
2012-12-05,50,False
2012-12-06,57,False
2012-12-07,64,False
2012-12-08,48,False
2012-12-09,46,False
2012-12-10,63,False
2012-12-11,65,False
2012-12-12,69,False
2012-12-13,51,False
2012-12-14,47,False
2012-12-15,66,False
2012-12-16,63,False
2012-12-17,45,False
2012-12-18,43,False
2012-12-19,55,False
2012-12-20,72,False
2012-12-21,62,False
2012-12-22,30,False
2012-12-23,31,False
2012-12-24,54,False
2012-12-25,70,False
2012-12-26,30,False
2012-12-27,48,False
2012-12-28,87,False
2012-12-29,59,False
2012-12-30,36,False
2012-12-31,56,False
2013-01-01,55,False
2013-01-02,65,False
2013-01-03,35,False
2013-01-04,55,False
2013-01-05,61,False
2013-01-06,60,False
2013-01-07,57,False
2013-01-08,72,False
2013-01-09,59,False
2013-01-10,61,False
2013-01-11,58,False
2013-01-12,55,False
2013-01-13,62,False
2013-01-14,63,False
2013-01-15,58,False
2013-01-16,67,False
2013-01-17,68,False
2013-01-18,65,False
2013-01-19,42,False
2013-01-20,61,False
2013-01-21,75,False
2013-01-22,62,False
2013-01-23,83,False
2013-01-24,64,False
2013-01-25,42,False
2013-01-26,30,False
2013-01-27,44,False
2013-01-28,44,False
2013-01-29,64,False
2013-01-30,42,False
2013-01-31,66,False
2013-02-01,56,False
2013-02-02,35,False
2013-02-03,49,False
2013-02-04,62,False
2013-02-05,32,False
2013-02-06,35,False
2013-02-07,41,False
2013-02-08,65,False
2013-02-09,21,False
2013-02-10,36,False
2013-02-11,28,False
2013-02-12,46,False
2013-02-13,30,False
2013-02-14,33,False
2013-02-15,53,False
2013-02-16,45,False
2013-02-17,44,False
2013-02-18,60,False
2013-02-19,72,False
2013-02-20,69,False
2013-02-21,85,False
2013-02-22,55,False
2013-02-23,62,False
2013-02-24,58,False
2013-02-25,63,False
2013-02-26,86,False
2013-02-27,74,False
2013-02-28,50,False
2013-03-01,70,False
2013-03-02,32,False
2013-03-03,52,False
