date,Ctrip,isPartial
2014-12-01,45,False
2014-12-02,39,False
2014-12-03,40,False
2014-12-04,33,False
2014-12-05,44,False
2014-12-06,31,False
2014-12-07,22,False
2014-12-08,49,False
2014-12-09,32,False
2014-12-10,40,False
2014-12-11,43,False
2014-12-12,51,False
2014-12-13,15,False
2014-12-14,32,False
2014-12-15,49,False
2014-12-16,36,False
2014-12-17,32,False
2014-12-18,44,False
2014-12-19,36,False
2014-12-20,27,False
2014-12-21,35,False
2014-12-22,43,False
2014-12-23,33,False
2014-12-24,34,False
2014-12-25,65,False
2014-12-26,54,False
2014-12-27,36,False
2014-12-28,30,False
2014-12-29,37,False
2014-12-30,36,False
2014-12-31,34,False
2015-01-01,26,False
2015-01-02,22,False
2015-01-03,31,False
2015-01-04,27,False
2015-01-05,32,False
2015-01-06,35,False
2015-01-07,47,False
2015-01-08,39,False
2015-01-09,52,False
2015-01-10,33,False
2015-01-11,45,False
2015-01-12,48,False
2015-01-13,41,False
2015-01-14,36,False
2015-01-15,41,False
2015-01-16,39,False
2015-01-17,16,False
2015-01-18,29,False
2015-01-19,39,False
2015-01-20,43,False
2015-01-21,42,False
2015-01-22,30,False
2015-01-23,34,False
2015-01-24,21,False
2015-01-25,40,False
2015-01-26,49,False
2015-01-27,49,False
2015-01-28,34,False
2015-01-29,28,False
2015-01-30,39,False
2015-01-31,26,False
2015-02-01,27,False
2015-02-02,34,False
2015-02-03,39,False
2015-02-04,37,False
2015-02-05,43,False
2015-02-06,39,False
2015-02-07,22,False
2015-02-08,32,False
2015-02-09,31,False
2015-02-10,59,False
2015-02-11,43,False
2015-02-12,42,False
2015-02-13,40,False
2015-02-14,20,False
2015-02-15,30,False
2015-02-16,49,False
2015-02-17,38,False
2015-02-18,18,False
2015-02-19,30,False
2015-02-20,30,False
2015-02-21,21,False
2015-02-22,22,False
2015-02-23,36,False
2015-02-24,39,False
2015-02-25,41,False
2015-02-26,40,False
2015-02-27,35,False
2015-02-28,36,False
2015-03-01,25,False
2015-03-02,58,False
2015-03-03,68,False
2015-03-04,51,False
2015-03-05,65,False
2015-03-06,59,False
2015-03-07,42,False
2015-03-08,28,False
2015-03-09,42,False
2015-03-10,50,False
2015-03-11,29,False
2015-03-12,50,False
2015-03-13,41,False
2015-03-14,38,False
2015-03-15,32,False
2015-03-16,54,False
2015-03-17,50,False
2015-03-18,47,False
2015-03-19,53,False
2015-03-20,39,False
2015-03-21,37,False
2015-03-22,36,False
2015-03-23,48,False
2015-03-24,63,False
2015-03-25,75,False
2015-03-26,41,False
2015-03-27,48,False
2015-03-28,39,False
2015-03-29,34,False
2015-03-30,59,False
2015-03-31,41,False
2015-04-01,48,False
2015-04-02,65,False
2015-04-03,47,False
2015-04-04,32,False
2015-04-05,31,False
2015-04-06,17,False
2015-04-07,39,False
2015-04-08,38,False
2015-04-09,41,False
2015-04-10,35,False
2015-04-11,30,False
2015-04-12,36,False
2015-04-13,43,False
2015-04-14,47,False
2015-04-15,42,False
2015-04-16,55,False
2015-04-17,38,False
2015-04-18,24,False
2015-04-19,31,False
2015-04-20,54,False
2015-04-21,32,False
2015-04-22,56,False
2015-04-23,45,False
2015-04-24,34,False
2015-04-25,38,False
2015-04-26,29,False
2015-04-27,51,False
2015-04-28,37,False
2015-04-29,52,False
2015-04-30,41,False
2015-05-01,38,False
2015-05-02,21,False
2015-05-03,31,False
2015-05-04,57,False
2015-05-05,31,False
2015-05-06,38,False
2015-05-07,40,False
2015-05-08,37,False
2015-05-09,32,False
2015-05-10,47,False
2015-05-11,54,False
2015-05-12,31,False
2015-05-13,44,False
2015-05-14,52,False
2015-05-15,51,False
2015-05-16,33,False
2015-05-17,38,False
2015-05-18,45,False
2015-05-19,56,False
2015-05-20,45,False
