date,Ctrip,isPartial
2015-04-10,32,False
2015-04-11,37,False
2015-04-12,26,False
2015-04-13,34,False
2015-04-14,34,False
2015-04-15,38,False
2015-04-16,38,False
2015-04-17,38,False
2015-04-18,32,False
2015-04-19,26,False
2015-04-20,48,False
2015-04-21,25,False
2015-04-22,50,False
2015-04-23,33,False
2015-04-24,38,False
2015-04-25,20,False
2015-04-26,20,False
2015-04-27,36,False
2015-04-28,28,False
2015-04-29,30,False
2015-04-30,34,False
2015-05-01,24,False
2015-05-02,23,False
2015-05-03,18,False
2015-05-04,38,False
2015-05-05,37,False
2015-05-06,22,False
2015-05-07,29,False
2015-05-08,47,False
2015-05-09,19,False
2015-05-10,31,False
2015-05-11,40,False
2015-05-12,37,False
2015-05-13,42,False
2015-05-14,26,False
2015-05-15,29,False
2015-05-16,28,False
2015-05-17,25,False
2015-05-18,38,False
2015-05-19,26,False
2015-05-20,40,False
2015-05-21,40,False
2015-05-22,46,False
2015-05-23,28,False
2015-05-24,20,False
2015-05-25,42,False
2015-05-26,43,False
2015-05-27,31,False
2015-05-28,100,False
2015-05-29,41,False
2015-05-30,20,False
2015-05-31,29,False
2015-06-01,36,False
2015-06-02,36,False
2015-06-03,33,False
2015-06-04,36,False
2015-06-05,34,False
2015-06-06,26,False
2015-06-07,20,False
2015-06-08,34,False
2015-06-09,30,False
2015-06-10,31,False
2015-06-11,33,False
2015-06-12,29,False
2015-06-13,29,False
2015-06-14,21,False
2015-06-15,39,False
2015-06-16,44,False
2015-06-17,39,False
2015-06-18,40,False
2015-06-19,30,False
2015-06-20,30,False
2015-06-21,22,False
2015-06-22,38,False
2015-06-23,36,False
2015-06-24,36,False
2015-06-25,35,False
2015-06-26,21,False
2015-06-27,27,False
2015-06-28,22,False
2015-06-29,37,False
2015-06-30,40,False
2015-07-01,26,False
2015-07-02,32,False
2015-07-03,33,False
2015-07-04,37,False
2015-07-05,30,False
2015-07-06,37,False
2015-07-07,37,False
2015-07-08,30,False
2015-07-09,33,False
2015-07-10,37,False
2015-07-11,24,False
2015-07-12,22,False
2015-07-13,51,False
2015-07-14,42,False
2015-07-15,34,False
2015-07-16,29,False
2015-07-17,30,False
2015-07-18,32,False
2015-07-19,22,False
2015-07-20,46,False
2015-07-21,42,False
2015-07-22,35,False
2015-07-23,42,False
2015-07-24,35,False
2015-07-25,32,False
2015-07-26,21,False
2015-07-27,28,False
2015-07-28,43,False
2015-07-29,45,False
2015-07-30,39,False
2015-07-31,42,False
2015-08-01,15,False
2015-08-02,36,False
2015-08-03,40,False
2015-08-04,40,False
2015-08-05,47,False
2015-08-06,44,False
2015-08-07,34,False
2015-08-08,24,False
2015-08-09,25,False
2015-08-10,49,False
2015-08-11,42,False
2015-08-12,39,False
2015-08-13,46,False
2015-08-14,47,False
2015-08-15,27,False
2015-08-16,32,False
2015-08-17,43,False
2015-08-18,40,False
2015-08-19,47,False
2015-08-20,37,False
2015-08-21,42,False
2015-08-22,29,False
2015-08-23,36,False
2015-08-24,43,False
2015-08-25,28,False
2015-08-26,30,False
2015-08-27,35,False
2015-08-28,39,False
2015-08-29,31,False
2015-08-30,35,False
2015-08-31,34,False
2015-09-01,34,False
2015-09-02,43,False
2015-09-03,36,False
2015-09-04,42,False
2015-09-05,17,False
2015-09-06,27,False
2015-09-07,45,False
2015-09-08,39,False
2015-09-09,36,False
2015-09-10,32,False
2015-09-11,33,False
2015-09-12,23,False
2015-09-13,21,False
2015-09-14,38,False
2015-09-15,37,False
2015-09-16,48,False
2015-09-17,50,False
2015-09-18,39,False
2015-09-19,33,False
2015-09-20,20,False
2015-09-21,32,False
2015-09-22,36,False
2015-09-23,38,False
2015-09-24,34,False
2015-09-25,35,False
2015-09-26,34,False
2015-09-27,9,False
2015-09-28,35,False
2015-09-29,36,False
2015-09-30,38,False
2015-10-01,30,False
2015-10-02,22,False
2015-10-03,34,False
2015-10-04,36,False
2015-10-05,31,False
2015-10-06,44,False
2015-10-07,47,False
2015-10-08,37,False
2015-10-09,28,False
2015-10-10,24,False
2015-10-11,38,False
2015-10-12,47,False
2015-10-13,37,False
2015-10-14,41,False
2015-10-15,53,False
2015-10-16,31,False
2015-10-17,35,False
2015-10-18,33,False
2015-10-19,45,False
2015-10-20,35,False
2015-10-21,34,False
2015-10-22,30,False
2015-10-23,49,False
2015-10-24,31,False
2015-10-25,55,False
2015-10-26,65,False
2015-10-27,41,False
2015-10-28,45,False
2015-10-29,39,False
2015-10-30,37,False
2015-10-31,27,False
2015-11-01,43,False
2015-11-02,44,False
2015-11-03,40,False
2015-11-04,41,False
2015-11-05,39,False
2015-11-06,39,False
2015-11-07,22,False
2015-11-08,30,False
2015-11-09,36,False
2015-11-10,34,False
2015-11-11,49,False
2015-11-12,50,False
2015-11-13,34,False
2015-11-14,30,False
2015-11-15,36,False
2015-11-16,39,False
2015-11-17,38,False
2015-11-18,40,False
2015-11-19,40,False
2015-11-20,52,False
2015-11-21,17,False
2015-11-22,24,False
2015-11-23,52,False
2015-11-24,40,False
2015-11-25,37,False
2015-11-26,40,False
2015-11-27,32,False
2015-11-28,29,False
2015-11-29,18,False
2015-11-30,30,False
2015-12-01,38,False
2015-12-02,36,False
2015-12-03,47,False
2015-12-04,31,False
2015-12-05,29,False
2015-12-06,27,False
2015-12-07,51,False
2015-12-08,27,False
2015-12-09,39,False
2015-12-10,34,False
2015-12-11,52,False
2015-12-12,26,False
2015-12-13,30,False
2015-12-14,36,False
2015-12-15,40,False
2015-12-16,30,False
2015-12-17,41,False
2015-12-18,41,False
2015-12-19,32,False
2015-12-20,33,False
2015-12-21,40,False
2015-12-22,30,False
2015-12-23,36,False
2015-12-24,42,False
2015-12-25,27,False
2015-12-26,27,False
