date,Ctrip,isPartial
2017-01-19,54,False
2017-01-20,48,False
2017-01-21,63,False
2017-01-22,53,False
2017-01-23,58,False
2017-01-24,51,False
2017-01-25,45,False
2017-01-26,45,False
2017-01-27,43,False
2017-01-28,37,False
2017-01-29,38,False
2017-01-30,45,False
2017-01-31,32,False
2017-02-01,38,False
2017-02-02,55,False
2017-02-03,45,False
2017-02-04,33,False
2017-02-05,55,False
2017-02-06,60,False
2017-02-07,47,False
2017-02-08,72,False
2017-02-09,51,False
2017-02-10,59,False
2017-02-11,41,False
2017-02-12,43,False
2017-02-13,62,False
2017-02-14,72,False
2017-02-15,52,False
2017-02-16,52,False
2017-02-17,64,False
2017-02-18,51,False
2017-02-19,41,False
2017-02-20,71,False
2017-02-21,63,False
2017-02-22,59,False
2017-02-23,49,False
2017-02-24,64,False
2017-02-25,53,False
2017-02-26,49,False
2017-02-27,62,False
2017-02-28,68,False
2017-03-01,66,False
2017-03-02,75,False
2017-03-03,62,False
2017-03-04,46,False
2017-03-05,64,False
2017-03-06,75,False
2017-03-07,74,False
2017-03-08,57,False
2017-03-09,85,False
2017-03-10,66,False
2017-03-11,65,False
2017-03-12,45,False
2017-03-13,73,False
2017-03-14,81,False
2017-03-15,66,False
2017-03-16,69,False
2017-03-17,52,False
2017-03-18,63,False
2017-03-19,73,False
2017-03-20,62,False
2017-03-21,77,False
2017-03-22,67,False
2017-03-23,65,False
2017-03-24,62,False
2017-03-25,41,False
2017-03-26,52,False
2017-03-27,100,False
2017-03-28,81,False
2017-03-29,97,False
2017-03-30,75,False
2017-03-31,75,False
2017-04-01,53,False
2017-04-02,54,False
2017-04-03,88,False
2017-04-04,62,False
2017-04-05,89,False
2017-04-06,82,False
2017-04-07,64,False
2017-04-08,51,False
2017-04-09,61,False
2017-04-10,84,False
2017-04-11,79,False
2017-04-12,88,False
2017-04-13,76,False
2017-04-14,74,False
2017-04-15,46,False
2017-04-16,50,False
2017-04-17,54,False
2017-04-18,70,False
2017-04-19,64,False
2017-04-20,61,False
2017-04-21,57,False
2017-04-22,58,False
2017-04-23,36,False
2017-04-24,73,False
2017-04-25,78,False
2017-04-26,45,False
2017-04-27,62,False
2017-04-28,74,False
2017-04-29,45,False
2017-04-30,45,False
2017-05-01,54,False
2017-05-02,62,False
2017-05-03,68,False
2017-05-04,61,False
2017-05-05,58,False
2017-05-06,47,False
2017-05-07,40,False
2017-05-08,56,False
2017-05-09,78,False
2017-05-10,66,False
2017-05-11,66,False
2017-05-12,58,False
2017-05-13,43,False
2017-05-14,32,False
2017-05-15,70,False
2017-05-16,49,False
2017-05-17,55,False
2017-05-18,45,False
2017-05-19,55,False
2017-05-20,42,False
2017-05-21,57,False
2017-05-22,76,False
2017-05-23,60,False
2017-05-24,70,False
2017-05-25,67,False
2017-05-26,50,False
2017-05-27,41,False
2017-05-28,38,False
2017-05-29,50,False
2017-05-30,52,False
2017-05-31,56,False
2017-06-01,48,False
2017-06-02,65,False
2017-06-03,40,False
2017-06-04,51,False
2017-06-05,83,False
2017-06-06,48,False
2017-06-07,69,False
2017-06-08,64,False
2017-06-09,62,False
2017-06-10,52,False
2017-06-11,44,False
2017-06-12,55,False
2017-06-13,64,False
2017-06-14,64,False
2017-06-15,76,False
2017-06-16,51,False
2017-06-17,56,False
2017-06-18,55,False
2017-06-19,64,False
2017-06-20,67,False
2017-06-21,80,False
2017-06-22,83,False
2017-06-23,60,False
2017-06-24,47,False
2017-06-25,50,False
2017-06-26,80,False
2017-06-27,81,False
2017-06-28,55,False
2017-06-29,60,False
2017-06-30,66,False
2017-07-01,60,False
2017-07-02,46,False
2017-07-03,45,False
2017-07-04,73,False
2017-07-05,74,False
2017-07-06,76,False
2017-07-07,60,False
2017-07-08,51,False
2017-07-09,51,False
2017-07-10,63,False
2017-07-11,75,False
2017-07-12,72,False
2017-07-13,67,False
2017-07-14,71,False
2017-07-15,59,False
2017-07-16,50,False
2017-07-17,60,False
2017-07-18,67,False
2017-07-19,58,False
2017-07-20,71,False
2017-07-21,74,False
2017-07-22,56,False
2017-07-23,35,False
2017-07-24,73,False
2017-07-25,70,False
2017-07-26,64,False
2017-07-27,76,False
2017-07-28,64,False
2017-07-29,60,False
2017-07-30,42,False
2017-07-31,64,False
2017-08-01,73,False
2017-08-02,90,False
2017-08-03,71,False
2017-08-04,69,False
2017-08-05,43,False
2017-08-06,44,False
2017-08-07,72,False
2017-08-08,70,False
2017-08-09,70,False
2017-08-10,76,False
2017-08-11,71,False
2017-08-12,60,False
2017-08-13,50,False
2017-08-14,80,False
2017-08-15,68,False
2017-08-16,64,False
2017-08-17,63,False
2017-08-18,57,False
2017-08-19,49,False
2017-08-20,54,False
2017-08-21,70,False
2017-08-22,73,False
2017-08-23,79,False
2017-08-24,68,False
2017-08-25,63,False
2017-08-26,38,False
2017-08-27,60,False
2017-08-28,67,False
2017-08-29,76,False
2017-08-30,70,False
2017-08-31,52,False
2017-09-01,61,False
2017-09-02,66,False
2017-09-03,55,False
2017-09-04,62,False
2017-09-05,73,False
2017-09-06,88,False
2017-09-07,79,False
2017-09-08,63,False
2017-09-09,55,False
2017-09-10,74,False
2017-09-11,78,False
2017-09-12,68,False
2017-09-13,64,False
2017-09-14,66,False
2017-09-15,73,False
2017-09-16,50,False
2017-09-17,37,False
2017-09-18,61,False
2017-09-19,76,False
2017-09-20,76,False
2017-09-21,87,False
2017-09-22,63,False
2017-09-23,63,False
2017-09-24,40,False
2017-09-25,82,False
2017-09-26,78,False
2017-09-27,58,False
2017-09-28,66,False
2017-09-29,92,False
2017-09-30,64,False
2017-10-01,54,False
2017-10-02,70,False
2017-10-03,58,False
2017-10-04,68,False
2017-10-05,62,False
2017-10-06,55,False
