date,Ctrip,isPartial
2014-03-16,45,False
2014-03-17,89,False
2014-03-18,66,False
2014-03-19,87,False
2014-03-20,72,False
2014-03-21,87,False
2014-03-22,48,False
2014-03-23,44,False
2014-03-24,79,False
2014-03-25,66,False
2014-03-26,74,False
2014-03-27,64,False
2014-03-28,58,False
2014-03-29,55,False
2014-03-30,78,False
2014-03-31,63,False
2014-04-01,69,False
2014-04-02,72,False
2014-04-03,88,False
2014-04-04,81,False
2014-04-05,59,False
2014-04-06,61,False
2014-04-07,75,False
2014-04-08,70,False
2014-04-09,79,False
2014-04-10,78,False
2014-04-11,67,False
2014-04-12,70,False
2014-04-13,69,False
2014-04-14,78,False
2014-04-15,74,False
2014-04-16,67,False
2014-04-17,77,False
2014-04-18,56,False
2014-04-19,53,False
2014-04-20,56,False
2014-04-21,78,False
2014-04-22,70,False
2014-04-23,64,False
2014-04-24,68,False
2014-04-25,83,False
2014-04-26,92,False
2014-04-27,67,False
2014-04-28,51,False
2014-04-29,55,False
2014-04-30,64,False
2014-05-01,75,False
2014-05-02,41,False
2014-05-03,51,False
2014-05-04,64,False
2014-05-05,64,False
2014-05-06,76,False
2014-05-07,78,False
2014-05-08,74,False
2014-05-09,37,False
2014-05-10,60,False
2014-05-11,47,False
2014-05-12,49,False
2014-05-13,61,False
2014-05-14,64,False
2014-05-15,87,False
2014-05-16,58,False
2014-05-17,77,False
2014-05-18,69,False
2014-05-19,46,False
2014-05-20,100,False
2014-05-21,59,False
2014-05-22,66,False
2014-05-23,56,False
2014-05-24,52,False
2014-05-25,64,False
2014-05-26,65,False
2014-05-27,83,False
2014-05-28,65,False
2014-05-29,56,False
2014-05-30,72,False
2014-05-31,44,False
2014-06-01,48,False
2014-06-02,36,False
2014-06-03,63,False
2014-06-04,61,False
2014-06-05,36,False
2014-06-06,54,False
2014-06-07,35,False
2014-06-08,35,False
2014-06-09,67,False
2014-06-10,39,False
2014-06-11,49,False
2014-06-12,48,False
2014-06-13,38,False
2014-06-14,47,False
2014-06-15,33,False
2014-06-16,40,False
2014-06-17,36,False
2014-06-18,41,False
2014-06-19,51,False
2014-06-20,30,False
2014-06-21,24,False
2014-06-22,31,False
2014-06-23,47,False
2014-06-24,49,False
2014-06-25,39,False
2014-06-26,52,False
2014-06-27,53,False
2014-06-28,37,False
2014-06-29,50,False
2014-06-30,45,False
2014-07-01,63,False
2014-07-02,42,False
2014-07-03,51,False
2014-07-04,50,False
2014-07-05,40,False
2014-07-06,29,False
2014-07-07,57,False
2014-07-08,45,False
2014-07-09,55,False
2014-07-10,62,False
2014-07-11,54,False
2014-07-12,34,False
2014-07-13,54,False
2014-07-14,62,False
2014-07-15,47,False
2014-07-16,49,False
2014-07-17,68,False
2014-07-18,59,False
2014-07-19,37,False
2014-07-20,29,False
2014-07-21,41,False
2014-07-22,61,False
2014-07-23,47,False
2014-07-24,48,False
2014-07-25,58,False
2014-07-26,21,False
2014-07-27,29,False
2014-07-28,48,False
2014-07-29,46,False
2014-07-30,61,False
2014-07-31,51,False
2014-08-01,39,False
2014-08-02,16,False
2014-08-03,32,False
2014-08-04,71,False
2014-08-05,67,False
2014-08-06,61,False
2014-08-07,69,False
2014-08-08,48,False
2014-08-09,37,False
2014-08-10,33,False
2014-08-11,43,False
2014-08-12,74,False
2014-08-13,70,False
2014-08-14,42,False
2014-08-15,56,False
2014-08-16,47,False
2014-08-17,23,False
2014-08-18,67,False
2014-08-19,53,False
2014-08-20,67,False
2014-08-21,53,False
2014-08-22,58,False
2014-08-23,38,False
2014-08-24,28,False
2014-08-25,63,False
2014-08-26,58,False
2014-08-27,66,False
2014-08-28,49,False
2014-08-29,60,False
2014-08-30,25,False
2014-08-31,30,False
2014-09-01,50,False
2014-09-02,64,False
2014-09-03,63,False
2014-09-04,51,False
2014-09-05,62,False
2014-09-06,20,False
2014-09-07,56,False
2014-09-08,59,False
2014-09-09,58,False
2014-09-10,59,False
2014-09-11,66,False
2014-09-12,53,False
2014-09-13,46,False
2014-09-14,51,False
2014-09-15,74,False
2014-09-16,59,False
2014-09-17,56,False
2014-09-18,71,False
2014-09-19,57,False
2014-09-20,49,False
2014-09-21,26,False
2014-09-22,52,False
2014-09-23,28,False
2014-09-24,46,False
2014-09-25,49,False
2014-09-26,45,False
2014-09-27,37,False
2014-09-28,44,False
2014-09-29,46,False
2014-09-30,42,False
2014-10-01,41,False
2014-10-02,52,False
2014-10-03,39,False
2014-10-04,15,False
2014-10-05,41,False
2014-10-06,54,False
2014-10-07,54,False
2014-10-08,78,False
2014-10-09,47,False
2014-10-10,68,False
