date,Ctrip,isPartial
2015-12-26,34,False
2015-12-27,51,False
2015-12-28,61,False
2015-12-29,53,False
2015-12-30,65,False
2015-12-31,45,False
2016-01-01,52,False
2016-01-02,39,False
2016-01-03,44,False
2016-01-04,66,False
2016-01-05,78,False
2016-01-06,68,False
2016-01-07,68,False
2016-01-08,82,False
2016-01-09,54,False
2016-01-10,41,False
2016-01-11,72,False
2016-01-12,77,False
2016-01-13,76,False
2016-01-14,83,False
2016-01-15,66,False
2016-01-16,30,False
2016-01-17,42,False
2016-01-18,69,False
2016-01-19,48,False
2016-01-20,63,False
2016-01-21,63,False
2016-01-22,51,False
2016-01-23,23,False
2016-01-24,21,False
2016-01-25,37,False
2016-01-26,65,False
2016-01-27,59,False
2016-01-28,55,False
2016-01-29,54,False
2016-01-30,39,False
2016-01-31,39,False
2016-02-01,54,False
2016-02-02,48,False
2016-02-03,75,False
2016-02-04,54,False
2016-02-05,65,False
2016-02-06,37,False
2016-02-07,33,False
2016-02-08,34,False
2016-02-09,35,False
2016-02-10,51,False
2016-02-11,49,False
2016-02-12,56,False
2016-02-13,52,False
2016-02-14,36,False
2016-02-15,42,False
2016-02-16,69,False
2016-02-17,80,False
2016-02-18,73,False
2016-02-19,65,False
2016-02-20,44,False
2016-02-21,46,False
2016-02-22,82,False
2016-02-23,70,False
2016-02-24,75,False
2016-02-25,71,False
2016-02-26,72,False
2016-02-27,51,False
2016-02-28,48,False
2016-02-29,71,False
2016-03-01,85,False
2016-03-02,68,False
2016-03-03,71,False
2016-03-04,68,False
2016-03-05,52,False
2016-03-06,47,False
2016-03-07,77,False
2016-03-08,84,False
2016-03-09,80,False
2016-03-10,60,False
2016-03-11,66,False
2016-03-12,51,False
2016-03-13,52,False
2016-03-14,59,False
2016-03-15,75,False
2016-03-16,100,False
2016-03-17,63,False
2016-03-18,79,False
2016-03-19,61,False
2016-03-20,64,False
2016-03-21,92,False
2016-03-22,76,False
2016-03-23,70,False
2016-03-24,82,False
2016-03-25,59,False
2016-03-26,52,False
2016-03-27,38,False
2016-03-28,64,False
2016-03-29,81,False
2016-03-30,70,False
2016-03-31,75,False
2016-04-01,66,False
2016-04-02,64,False
2016-04-03,51,False
2016-04-04,48,False
2016-04-05,63,False
2016-04-06,78,False
2016-04-07,84,False
2016-04-08,72,False
2016-04-09,45,False
2016-04-10,52,False
2016-04-11,88,False
2016-04-12,75,False
2016-04-13,71,False
2016-04-14,65,False
2016-04-15,63,False
2016-04-16,43,False
2016-04-17,55,False
2016-04-18,83,False
2016-04-19,81,False
2016-04-20,77,False
2016-04-21,85,False
2016-04-22,59,False
2016-04-23,51,False
2016-04-24,52,False
2016-04-25,76,False
2016-04-26,72,False
2016-04-27,80,False
2016-04-28,60,False
2016-04-29,59,False
2016-04-30,35,False
2016-05-01,49,False
2016-05-02,52,False
2016-05-03,63,False
2016-05-04,67,False
2016-05-05,60,False
2016-05-06,69,False
2016-05-07,54,False
2016-05-08,54,False
2016-05-09,76,False
2016-05-10,75,False
2016-05-11,66,False
2016-05-12,75,False
2016-05-13,57,False
2016-05-14,60,False
2016-05-15,50,False
2016-05-16,73,False
2016-05-17,54,False
2016-05-18,65,False
2016-05-19,90,False
2016-05-20,68,False
2016-05-21,44,False
2016-05-22,43,False
2016-05-23,60,False
2016-05-24,76,False
2016-05-25,66,False
2016-05-26,67,False
2016-05-27,59,False
2016-05-28,36,False
2016-05-29,47,False
2016-05-30,77,False
2016-05-31,69,False
2016-06-01,64,False
2016-06-02,77,False
2016-06-03,71,False
2016-06-04,58,False
2016-06-05,44,False
2016-06-06,66,False
2016-06-07,90,False
2016-06-08,85,False
2016-06-09,66,False
2016-06-10,55,False
2016-06-11,58,False
2016-06-12,69,False
2016-06-13,88,False
2016-06-14,74,False
2016-06-15,71,False
2016-06-16,59,False
2016-06-17,85,False
2016-06-18,61,False
2016-06-19,47,False
2016-06-20,80,False
2016-06-21,85,False
2016-06-22,59,False
2016-06-23,66,False
2016-06-24,71,False
2016-06-25,56,False
2016-06-26,48,False
2016-06-27,65,False
2016-06-28,73,False
2016-06-29,71,False
2016-06-30,72,False
2016-07-01,51,False
2016-07-02,63,False
2016-07-03,59,False
2016-07-04,70,False
2016-07-05,64,False
2016-07-06,68,False
2016-07-07,67,False
2016-07-08,70,False
2016-07-09,44,False
2016-07-10,47,False
2016-07-11,73,False
2016-07-12,60,False
2016-07-13,80,False
2016-07-14,58,False
2016-07-15,61,False
2016-07-16,67,False
2016-07-17,55,False
2016-07-18,67,False
2016-07-19,70,False
2016-07-20,76,False
2016-07-21,72,False
2016-07-22,59,False
2016-07-23,48,False
2016-07-24,52,False
2016-07-25,78,False
2016-07-26,74,False
2016-07-27,72,False
2016-07-28,65,False
2016-07-29,67,False
2016-07-30,54,False
2016-07-31,52,False
2016-08-01,74,False
2016-08-02,76,False
2016-08-03,76,False
2016-08-04,82,False
2016-08-05,55,False
2016-08-06,32,False
2016-08-07,58,False
2016-08-08,56,False
2016-08-09,70,False
2016-08-10,72,False
2016-08-11,58,False
2016-08-12,75,False
2016-08-13,51,False
2016-08-14,50,False
2016-08-15,66,False
2016-08-16,87,False
2016-08-17,63,False
2016-08-18,52,False
2016-08-19,58,False
2016-08-20,40,False
2016-08-21,64,False
2016-08-22,71,False
2016-08-23,70,False
2016-08-24,87,False
2016-08-25,51,False
2016-08-26,80,False
2016-08-27,64,False
2016-08-28,61,False
2016-08-29,75,False
2016-08-30,89,False
2016-08-31,97,False
2016-09-01,83,False
2016-09-02,86,False
2016-09-03,73,False
2016-09-04,56,False
2016-09-05,64,False
2016-09-06,82,False
2016-09-07,88,False
2016-09-08,70,False
2016-09-09,63,False
2016-09-10,68,False
2016-09-11,58,False
