date,Ctrip,isPartial
2013-02-19,57,False
2013-02-20,60,False
2013-02-21,77,False
2013-02-22,73,False
2013-02-23,54,False
2013-02-24,53,False
2013-02-25,59,False
2013-02-26,84,False
2013-02-27,50,False
2013-02-28,68,False
2013-03-01,72,False
2013-03-02,38,False
2013-03-03,43,False
2013-03-04,62,False
2013-03-05,64,False
2013-03-06,76,False
2013-03-07,63,False
2013-03-08,74,False
2013-03-09,38,False
2013-03-10,45,False
2013-03-11,68,False
2013-03-12,60,False
2013-03-13,87,False
2013-03-14,68,False
2013-03-15,52,False
2013-03-16,54,False
2013-03-17,63,False
2013-03-18,69,False
2013-03-19,48,False
2013-03-20,48,False
2013-03-21,80,False
2013-03-22,28,False
2013-03-23,65,False
2013-03-24,70,False
2013-03-25,85,False
2013-03-26,78,False
2013-03-27,54,False
2013-03-28,79,False
2013-03-29,65,False
2013-03-30,53,False
2013-03-31,74,False
2013-04-01,59,False
2013-04-02,70,False
2013-04-03,72,False
2013-04-04,55,False
2013-04-05,66,False
2013-04-06,51,False
2013-04-07,37,False
2013-04-08,63,False
2013-04-09,73,False
2013-04-10,61,False
2013-04-11,60,False
2013-04-12,62,False
2013-04-13,58,False
2013-04-14,49,False
2013-04-15,90,False
2013-04-16,77,False
2013-04-17,66,False
2013-04-18,55,False
2013-04-19,73,False
2013-04-20,52,False
2013-04-21,60,False
2013-04-22,79,False
2013-04-23,63,False
2013-04-24,87,False
2013-04-25,57,False
2013-04-26,62,False
2013-04-27,71,False
2013-04-28,49,False
2013-04-29,49,False
2013-04-30,55,False
2013-05-01,27,False
2013-05-02,48,False
2013-05-03,51,False
2013-05-04,44,False
2013-05-05,39,False
2013-05-06,64,False
2013-05-07,63,False
2013-05-08,50,False
2013-05-09,70,False
2013-05-10,63,False
2013-05-11,49,False
2013-05-12,73,False
2013-05-13,47,False
2013-05-14,57,False
2013-05-15,67,False
2013-05-16,63,False
2013-05-17,74,False
2013-05-18,54,False
2013-05-19,44,False
2013-05-20,31,False
2013-05-21,73,False
2013-05-22,51,False
2013-05-23,66,False
2013-05-24,77,False
2013-05-25,44,False
2013-05-26,49,False
2013-05-27,56,False
2013-05-28,71,False
2013-05-29,62,False
2013-05-30,61,False
2013-05-31,66,False
2013-06-01,41,False
2013-06-02,51,False
2013-06-03,71,False
2013-06-04,100,False
2013-06-05,56,False
2013-06-06,73,False
2013-06-07,56,False
2013-06-08,49,False
2013-06-09,62,False
2013-06-10,55,False
2013-06-11,51,False
2013-06-12,47,False
2013-06-13,63,False
2013-06-14,64,False
2013-06-15,50,False
2013-06-16,61,False
2013-06-17,86,False
2013-06-18,61,False
2013-06-19,61,False
2013-06-20,75,False
2013-06-21,55,False
2013-06-22,47,False
2013-06-23,57,False
2013-06-24,90,False
2013-06-25,40,False
2013-06-26,54,False
2013-06-27,59,False
2013-06-28,57,False
2013-06-29,61,False
2013-06-30,53,False
2013-07-01,57,False
2013-07-02,82,False
2013-07-03,67,False
2013-07-04,91,False
2013-07-05,55,False
2013-07-06,66,False
2013-07-07,53,False
2013-07-08,73,False
2013-07-09,78,False
2013-07-10,88,False
2013-07-11,77,False
2013-07-12,73,False
2013-07-13,76,False
2013-07-14,48,False
2013-07-15,87,False
2013-07-16,64,False
2013-07-17,75,False
2013-07-18,58,False
2013-07-19,77,False
2013-07-20,48,False
2013-07-21,54,False
2013-07-22,84,False
2013-07-23,88,False
2013-07-24,55,False
2013-07-25,63,False
2013-07-26,53,False
2013-07-27,48,False
2013-07-28,64,False
2013-07-29,45,False
2013-07-30,52,False
2013-07-31,53,False
2013-08-01,51,False
2013-08-02,53,False
2013-08-03,34,False
2013-08-04,65,False
2013-08-05,70,False
2013-08-06,62,False
