date,DENTSPLY,isPartial
2013-06-29,40,False
2013-06-30,31,False
2013-07-01,54,False
2013-07-02,80,False
2013-07-03,44,False
2013-07-04,38,False
2013-07-05,63,False
2013-07-06,14,False
2013-07-07,18,False
2013-07-08,80,False
2013-07-09,70,False
2013-07-10,63,False
2013-07-11,71,False
2013-07-12,54,False
2013-07-13,23,False
2013-07-14,22,False
2013-07-15,55,False
2013-07-16,44,False
2013-07-17,86,False
2013-07-18,53,False
2013-07-19,39,False
2013-07-20,14,False
2013-07-21,14,False
2013-07-22,62,False
2013-07-23,43,False
2013-07-24,92,False
2013-07-25,34,False
2013-07-26,54,False
2013-07-27,14,False
2013-07-28,13,False
2013-07-29,61,False
2013-07-30,62,False
2013-07-31,29,False
2013-08-01,44,False
2013-08-02,39,False
2013-08-03,18,False
2013-08-04,14,False
2013-08-05,40,False
2013-08-06,70,False
2013-08-07,63,False
2013-08-08,57,False
2013-08-09,46,False
2013-08-10,18,False
2013-08-11,36,False
2013-08-12,44,False
2013-08-13,68,False
2013-08-14,100,False
2013-08-15,46,False
2013-08-16,35,False
2013-08-17,13,False
2013-08-18,13,False
2013-08-19,58,False
2013-08-20,72,False
2013-08-21,80,False
2013-08-22,48,False
2013-08-23,42,False
2013-08-24,26,False
2013-08-25,17,False
2013-08-26,42,False
2013-08-27,45,False
2013-08-28,35,False
2013-08-29,43,False
2013-08-30,67,False
2013-08-31,9,False
2013-09-01,21,False
2013-09-02,29,False
2013-09-03,66,False
2013-09-04,73,False
2013-09-05,85,False
2013-09-06,71,False
2013-09-07,21,False
2013-09-08,20,False
2013-09-09,62,False
2013-09-10,44,False
2013-09-11,86,False
2013-09-12,62,False
2013-09-13,40,False
2013-09-14,21,False
2013-09-15,24,False
2013-09-16,44,False
2013-09-17,61,False
2013-09-18,45,False
2013-09-19,56,False
2013-09-20,40,False
2013-09-21,25,False
2013-09-22,16,False
2013-09-23,55,False
2013-09-24,72,False
2013-09-25,90,False
2013-09-26,39,False
2013-09-27,58,False
2013-09-28,17,False
2013-09-29,20,False
2013-09-30,64,False
2013-10-01,53,False
2013-10-02,52,False
2013-10-03,63,False
2013-10-04,65,False
2013-10-05,28,False
2013-10-06,8,False
2013-10-07,82,False
2013-10-08,64,False
2013-10-09,86,False
2013-10-10,72,False
2013-10-11,62,False
2013-10-12,8,False
2013-10-13,29,False
2013-10-14,53,False
2013-10-15,58,False
2013-10-16,86,False
2013-10-17,56,False
2013-10-18,72,False
2013-10-19,20,False
2013-10-20,28,False
2013-10-21,80,False
2013-10-22,87,False
2013-10-23,83,False
2013-10-24,61,False
2013-10-25,53,False
2013-10-26,32,False
2013-10-27,27,False
2013-10-28,69,False
2013-10-29,100,False
2013-10-30,74,False
2013-10-31,74,False
2013-11-01,44,False
2013-11-02,8,False
2013-11-03,16,False
2013-11-04,70,False
2013-11-05,73,False
2013-11-06,59,False
2013-11-07,82,False
2013-11-08,67,False
2013-11-09,32,False
