date,DENTSPLY,isPartial
2015-08-18,25,False
2015-08-19,15,False
2015-08-20,20,False
2015-08-21,21,False
2015-08-22,5,False
2015-08-23,6,False
2015-08-24,21,False
2015-08-25,33,False
2015-08-26,28,False
2015-08-27,30,False
2015-08-28,21,False
2015-08-29,9,False
2015-08-30,18,False
2015-08-31,22,False
2015-09-01,26,False
2015-09-02,23,False
2015-09-03,31,False
2015-09-04,18,False
2015-09-05,15,False
2015-09-06,7,False
2015-09-07,18,False
2015-09-08,28,False
2015-09-09,28,False
2015-09-10,30,False
2015-09-11,25,False
2015-09-12,11,False
2015-09-13,7,False
2015-09-14,21,False
2015-09-15,31,False
2015-09-16,100,False
2015-09-17,38,False
2015-09-18,24,False
2015-09-19,9,False
2015-09-20,13,False
2015-09-21,37,False
2015-09-22,36,False
2015-09-23,35,False
2015-09-24,25,False
2015-09-25,26,False
2015-09-26,6,False
2015-09-27,13,False
2015-09-28,38,False
2015-09-29,27,False
2015-09-30,21,False
2015-10-01,24,False
2015-10-02,15,False
2015-10-03,17,False
2015-10-04,11,False
2015-10-05,33,False
2015-10-06,21,False
2015-10-07,38,False
2015-10-08,24,False
2015-10-09,23,False
2015-10-10,7,False
2015-10-11,8,False
2015-10-12,18,False
2015-10-13,34,False
2015-10-14,28,False
2015-10-15,25,False
2015-10-16,30,False
2015-10-17,6,False
2015-10-18,17,False
2015-10-19,14,False
2015-10-20,25,False
2015-10-21,54,False
2015-10-22,19,False
2015-10-23,27,False
2015-10-24,10,False
2015-10-25,9,False
2015-10-26,14,False
2015-10-27,24,False
2015-10-28,31,False
2015-10-29,40,False
2015-10-30,22,False
2015-10-31,4,False
2015-11-01,8,False
2015-11-02,20,False
2015-11-03,28,False
2015-11-04,17,False
2015-11-05,25,False
2015-11-06,17,False
2015-11-07,12,False
2015-11-08,13,False
2015-11-09,32,False
2015-11-10,29,False
2015-11-11,29,False
2015-11-12,18,False
2015-11-13,22,False
2015-11-14,10,False
2015-11-15,7,False
2015-11-16,28,False
2015-11-17,27,False
2015-11-18,19,False
2015-11-19,24,False
2015-11-20,27,False
2015-11-21,12,False
2015-11-22,8,False
2015-11-23,32,False
2015-11-24,27,False
2015-11-25,23,False
2015-11-26,19,False
2015-11-27,26,False
2015-11-28,12,False
