date,DENTSPLY,isPartial
2011-01-01,19,False
2011-01-02,14,False
2011-01-03,21,False
2011-01-04,22,False
2011-01-05,32,False
2011-01-06,42,False
2011-01-07,19,False
2011-01-08,23,False
2011-01-09,13,False
2011-01-10,42,False
2011-01-11,34,False
2011-01-12,39,False
2011-01-13,53,False
2011-01-14,30,False
2011-01-15,13,False
2011-01-16,22,False
2011-01-17,35,False
2011-01-18,35,False
2011-01-19,43,False
2011-01-20,32,False
2011-01-21,37,False
2011-01-22,11,False
2011-01-23,26,False
2011-01-24,47,False
2011-01-25,35,False
2011-01-26,41,False
2011-01-27,52,False
2011-01-28,32,False
2011-01-29,11,False
2011-01-30,10,False
2011-01-31,17,False
2011-02-01,33,False
2011-02-02,39,False
2011-02-03,33,False
2011-02-04,34,False
2011-02-05,13,False
2011-02-06,17,False
2011-02-07,42,False
2011-02-08,37,False
2011-02-09,29,False
2011-02-10,34,False
2011-02-11,26,False
2011-02-12,9,False
2011-02-13,17,False
2011-02-14,52,False
2011-02-15,39,False
2011-02-16,48,False
2011-02-17,47,False
2011-02-18,38,False
2011-02-19,17,False
2011-02-20,23,False
2011-02-21,26,False
2011-02-22,37,False
2011-02-23,42,False
2011-02-24,32,False
2011-02-25,49,False
2011-02-26,21,False
2011-02-27,21,False
2011-02-28,42,False
2011-03-01,49,False
2011-03-02,46,False
2011-03-03,33,False
2011-03-04,22,False
2011-03-05,13,False
2011-03-06,17,False
2011-03-07,16,False
2011-03-08,33,False
2011-03-09,31,False
2011-03-10,46,False
2011-03-11,59,False
2011-03-12,15,False
2011-03-13,15,False
2011-03-14,25,False
2011-03-15,36,False
2011-03-16,36,False
2011-03-17,35,False
2011-03-18,36,False
2011-03-19,30,False
2011-03-20,17,False
2011-03-21,43,False
2011-03-22,51,False
2011-03-23,37,False
2011-03-24,52,False
2011-03-25,27,False
2011-03-26,17,False
2011-03-27,23,False
2011-03-28,57,False
2011-03-29,37,False
2011-03-30,40,False
2011-03-31,57,False
2011-04-01,49,False
2011-04-02,13,False
2011-04-03,23,False
2011-04-04,29,False
2011-04-05,46,False
2011-04-06,57,False
2011-04-07,40,False
2011-04-08,39,False
2011-04-09,11,False
2011-04-10,7,False
