date,DENTSPLY,isPartial
2011-05-11,52,False
2011-05-12,55,False
2011-05-13,26,False
2011-05-14,23,False
2011-05-15,9,False
2011-05-16,43,False
2011-05-17,55,False
2011-05-18,43,False
2011-05-19,56,False
2011-05-20,42,False
2011-05-21,18,False
2011-05-22,15,False
2011-05-23,54,False
2011-05-24,39,False
2011-05-25,35,False
2011-05-26,52,False
2011-05-27,39,False
2011-05-28,23,False
2011-05-29,30,False
2011-05-30,32,False
2011-05-31,51,False
2011-06-01,54,False
2011-06-02,37,False
2011-06-03,44,False
2011-06-04,16,False
2011-06-05,23,False
2011-06-06,41,False
2011-06-07,35,False
2011-06-08,50,False
2011-06-09,48,False
2011-06-10,53,False
2011-06-11,9,False
2011-06-12,18,False
2011-06-13,43,False
2011-06-14,38,False
2011-06-15,49,False
2011-06-16,30,False
2011-06-17,49,False
2011-06-18,7,False
2011-06-19,7,False
2011-06-20,33,False
2011-06-21,74,False
2011-06-22,100,False
2011-06-23,55,False
2011-06-24,40,False
2011-06-25,9,False
2011-06-26,21,False
2011-06-27,52,False
2011-06-28,44,False
2011-06-29,60,False
2011-06-30,45,False
2011-07-01,42,False
2011-07-02,33,False
2011-07-03,23,False
2011-07-04,41,False
2011-07-05,32,False
2011-07-06,45,False
2011-07-07,42,False
2011-07-08,44,False
2011-07-09,26,False
2011-07-10,16,False
2011-07-11,32,False
2011-07-12,39,False
2011-07-13,34,False
2011-07-14,31,False
2011-07-15,25,False
2011-07-16,12,False
2011-07-17,21,False
2011-07-18,34,False
2011-07-19,37,False
2011-07-20,50,False
2011-07-21,31,False
2011-07-22,40,False
2011-07-23,9,False
2011-07-24,5,False
2011-07-25,37,False
2011-07-26,32,False
2011-07-27,45,False
2011-07-28,41,False
2011-07-29,38,False
2011-07-30,16,False
2011-07-31,16,False
2011-08-01,25,False
2011-08-02,41,False
2011-08-03,27,False
2011-08-04,36,False
2011-08-05,30,False
2011-08-06,13,False
2011-08-07,11,False
2011-08-08,32,False
2011-08-09,34,False
2011-08-10,49,False
2011-08-11,46,False
2011-08-12,23,False
2011-08-13,16,False
2011-08-14,11,False
2011-08-15,31,False
2011-08-16,50,False
2011-08-17,36,False
2011-08-18,30,False
2011-08-19,22,False
2011-08-20,13,False
2011-08-21,24,False
2011-08-22,53,False
2011-08-23,35,False
2011-08-24,34,False
2011-08-25,65,False
2011-08-26,27,False
2011-08-27,19,False
2011-08-28,23,False
2011-08-29,41,False
2011-08-30,27,False
2011-08-31,31,False
2011-09-01,47,False
2011-09-02,44,False
2011-09-03,8,False
2011-09-04,8,False
2011-09-05,10,False
2011-09-06,51,False
2011-09-07,45,False
2011-09-08,46,False
2011-09-09,29,False
2011-09-10,14,False
2011-09-11,16,False
2011-09-12,34,False
2011-09-13,39,False
2011-09-14,51,False
2011-09-15,28,False
2011-09-16,33,False
2011-09-17,26,False
2011-09-18,14,False
2011-09-19,39,False
2011-09-20,53,False
2011-09-21,45,False
2011-09-22,38,False
2011-09-23,38,False
2011-09-24,22,False
2011-09-25,24,False
2011-09-26,53,False
2011-09-27,57,False
2011-09-28,32,False
2011-09-29,57,False
2011-09-30,17,False
2011-10-01,12,False
2011-10-02,26,False
2011-10-03,39,False
2011-10-04,45,False
2011-10-05,46,False
2011-10-06,39,False
2011-10-07,35,False
2011-10-08,12,False
2011-10-09,8,False
2011-10-10,30,False
2011-10-11,36,False
2011-10-12,36,False
2011-10-13,38,False
2011-10-14,23,False
2011-10-15,8,False
2011-10-16,19,False
2011-10-17,22,False
2011-10-18,58,False
2011-10-19,61,False
2011-10-20,40,False
2011-10-21,23,False
2011-10-22,6,False
2011-10-23,13,False
2011-10-24,32,False
2011-10-25,36,False
2011-10-26,43,False
2011-10-27,55,False
2011-10-28,31,False
2011-10-29,20,False
2011-10-30,10,False
2011-10-31,45,False
2011-11-01,33,False
2011-11-02,37,False
2011-11-03,49,False
2011-11-04,34,False
2011-11-05,17,False
2011-11-06,15,False
2011-11-07,39,False
2011-11-08,47,False
2011-11-09,50,False
2011-11-10,35,False
2011-11-11,28,False
2011-11-12,17,False
2011-11-13,20,False
2011-11-14,26,False
2011-11-15,40,False
2011-11-16,43,False
2011-11-17,41,False
2011-11-18,43,False
2011-11-19,9,False
2011-11-20,13,False
2011-11-21,40,False
2011-11-22,49,False
2011-11-23,41,False
2011-11-24,43,False
2011-11-25,25,False
2011-11-26,9,False
2011-11-27,19,False
2011-11-28,36,False
2011-11-29,29,False
2011-11-30,46,False
2011-12-01,45,False
2011-12-02,34,False
2011-12-03,15,False
2011-12-04,17,False
2011-12-05,42,False
2011-12-06,49,False
2011-12-07,32,False
2011-12-08,33,False
2011-12-09,39,False
2011-12-10,11,False
2011-12-11,13,False
2011-12-12,35,False
2011-12-13,47,False
2011-12-14,49,False
2011-12-15,42,False
2011-12-16,28,False
2011-12-17,17,False
2011-12-18,9,False
2011-12-19,45,False
2011-12-20,30,False
2011-12-21,32,False
2011-12-22,41,False
2011-12-23,16,False
2011-12-24,11,False
2011-12-25,11,False
2011-12-26,22,False
2011-12-27,18,False
2011-12-28,23,False
2011-12-29,27,False
2011-12-30,12,False
2011-12-31,10,False
2012-01-01,11,False
2012-01-02,21,False
2012-01-03,38,False
2012-01-04,29,False
2012-01-05,31,False
2012-01-06,27,False
2012-01-07,4,False
2012-01-08,12,False
2012-01-09,41,False
2012-01-10,28,False
2012-01-11,39,False
2012-01-12,41,False
2012-01-13,43,False
2012-01-14,16,False
2012-01-15,19,False
2012-01-16,39,False
2012-01-17,45,False
2012-01-18,36,False
2012-01-19,34,False
2012-01-20,63,False
2012-01-21,10,False
2012-01-22,24,False
2012-01-23,43,False
2012-01-24,42,False
2012-01-25,42,False
2012-01-26,25,False
