date,DENTSPLY,isPartial
2016-09-11,11,False
2016-09-12,65,False
2016-09-13,42,False
2016-09-14,51,False
2016-09-15,62,False
2016-09-16,46,False
2016-09-17,24,False
2016-09-18,17,False
2016-09-19,41,False
2016-09-20,95,False
2016-09-21,86,False
2016-09-22,58,False
2016-09-23,53,False
2016-09-24,17,False
2016-09-25,31,False
2016-09-26,53,False
2016-09-27,48,False
2016-09-28,63,False
2016-09-29,45,False
2016-09-30,50,False
2016-10-01,34,False
2016-10-02,23,False
2016-10-03,53,False
2016-10-04,67,False
2016-10-05,50,False
2016-10-06,57,False
2016-10-07,28,False
2016-10-08,38,False
2016-10-09,24,False
2016-10-10,57,False
2016-10-11,39,False
2016-10-12,51,False
2016-10-13,33,False
2016-10-14,61,False
2016-10-15,17,False
2016-10-16,17,False
2016-10-17,58,False
2016-10-18,47,False
2016-10-19,61,False
2016-10-20,65,False
2016-10-21,80,False
2016-10-22,17,False
2016-10-23,20,False
2016-10-24,41,False
2016-10-25,67,False
2016-10-26,32,False
2016-10-27,60,False
2016-10-28,50,False
2016-10-29,28,False
2016-10-30,24,False
2016-10-31,61,False
2016-11-01,55,False
2016-11-02,75,False
2016-11-03,83,False
2016-11-04,37,False
2016-11-05,20,False
2016-11-06,26,False
2016-11-07,58,False
2016-11-08,72,False
2016-11-09,45,False
2016-11-10,64,False
2016-11-11,65,False
2016-11-12,20,False
2016-11-13,10,False
2016-11-14,82,False
2016-11-15,76,False
2016-11-16,53,False
2016-11-17,41,False
2016-11-18,45,False
2016-11-19,31,False
2016-11-20,20,False
2016-11-21,31,False
2016-11-22,38,False
2016-11-23,52,False
2016-11-24,48,False
2016-11-25,45,False
2016-11-26,16,False
2016-11-27,13,False
2016-11-28,67,False
2016-11-29,50,False
2016-11-30,65,False
2016-12-01,51,False
2016-12-02,56,False
2016-12-03,32,False
2016-12-04,15,False
2016-12-05,36,False
2016-12-06,38,False
2016-12-07,69,False
2016-12-08,83,False
2016-12-09,35,False
2016-12-10,23,False
2016-12-11,28,False
2016-12-12,64,False
2016-12-13,53,False
2016-12-14,61,False
