date,SIRI stock
2012-01-26,85
2012-01-27,44
2012-01-28,19
2012-01-29,13
2012-01-30,36
2012-01-31,31
2012-02-01,58
2012-02-02,74
2012-02-03,43
2012-02-04,6
2012-02-05,31
2012-02-06,68
2012-02-07,57
2012-02-08,52
2012-02-09,95
2012-02-10,71
2012-02-11,19
2012-02-12,24
2012-02-13,41
2012-02-14,58
2012-02-15,48
2012-02-16,11
2012-02-17,60
2012-02-18,19
2012-02-19,19
2012-02-20,27
2012-02-21,38
2012-02-22,31
2012-02-23,52
2012-02-24,48
2012-02-25,25
2012-02-26,6
2012-02-27,67
2012-02-28,51
2012-02-29,87
2012-03-01,65
2012-03-02,79
2012-03-03,33
2012-03-04,6
2012-03-05,59
2012-03-06,68
2012-03-07,52
2012-03-08,80
2012-03-09,60
2012-03-10,12
2012-03-11,31
2012-03-12,21
2012-03-13,46
2012-03-14,47
2012-03-15,73
2012-03-16,49
2012-03-17,0
2012-03-18,19
2012-03-19,41
2012-03-20,52
2012-03-21,67
2012-03-22,31
2012-03-23,28
2012-03-24,32
2012-03-25,13
2012-03-26,36
2012-03-27,31
2012-03-28,26
2012-03-29,31
2012-03-30,45
2012-03-31,13
2012-04-01,19
2012-04-02,74
2012-04-03,42
2012-04-04,43
2012-04-05,38
2012-04-06,55
2012-04-07,7
2012-04-08,13
2012-04-09,37
2012-04-10,54
2012-04-11,51
2012-04-12,31
2012-04-13,27
2012-04-14,19
2012-04-15,18
2012-04-16,21
2012-04-17,50
2012-04-18,36
2012-04-19,10
2012-04-20,39
2012-04-21,6
2012-04-22,0
2012-04-23,10
2012-04-24,15
2012-04-25,36
2012-04-26,26
2012-04-27,11
2012-04-28,25
2012-04-29,0
2012-04-30,27
2012-05-01,51
2012-05-02,87
2012-05-03,16
2012-05-04,33
2012-05-05,19
2012-05-06,0
2012-05-07,25
2012-05-08,30
2012-05-09,86
2012-05-10,31
2012-05-11,16
2012-05-12,13
2012-05-13,6
2012-05-14,25
2012-05-15,30
2012-05-16,36
2012-05-17,53
2012-05-18,44
2012-05-19,13
2012-05-20,19
2012-05-21,25
2012-05-22,31
2012-05-23,26
2012-05-24,77
2012-05-25,44
2012-05-26,26
2012-05-27,0
2012-05-28,11
2012-05-29,30
2012-05-30,25
2012-05-31,51
2012-06-01,32
2012-06-02,13
2012-06-03,6
2012-06-04,35
2012-06-05,30
2012-06-06,35
2012-06-07,52
2012-06-08,21
2012-06-09,6
2012-06-10,6
2012-06-11,35
2012-06-12,20
2012-06-13,36
2012-06-14,36
2012-06-15,38
2012-06-16,13
2012-06-17,6
2012-06-18,15
2012-06-19,25
2012-06-20,41
2012-06-21,15
2012-06-22,33
2012-06-23,39
2012-06-24,13
2012-06-25,15
2012-06-26,10
2012-06-27,46
2012-06-28,26
2012-06-29,27
2012-06-30,13
2012-07-01,6
2012-07-02,20
2012-07-03,66
2012-07-04,16
2012-07-05,43
2012-07-06,32
2012-07-07,6
2012-07-08,0
2012-07-09,31
2012-07-10,25
2012-07-11,63
2012-07-12,26
2012-07-13,22
2012-07-14,0
2012-07-15,0
2012-07-16,10
2012-07-17,40
2012-07-18,10
2012-07-19,26
2012-07-20,44
2012-07-21,7
2012-07-22,0
2012-07-23,26
2012-07-24,42
2012-07-25,26
2012-07-26,37
2012-07-27,49
2012-07-28,26
2012-07-29,13
2012-07-30,51
2012-07-31,31
2012-08-01,26
2012-08-02,26
2012-08-03,16
2012-08-04,13
2012-08-05,6
2012-08-06,21
2012-08-07,46
2012-08-08,31
2012-08-09,58
2012-08-10,65
2012-08-11,13
2012-08-12,13
2012-08-13,26
2012-08-14,52
2012-08-15,70
2012-08-16,100
2012-08-17,49
2012-08-18,19
2012-08-19,13
2012-08-20,54
2012-08-21,52
2012-08-22,31
2012-08-23,42
2012-08-24,43
2012-08-25,0
2012-08-26,6
2012-08-27,50
2012-08-28,15
2012-08-29,65
2012-08-30,31
2012-08-31,42
2012-09-01,12
2012-09-02,0
2012-09-03,5
2012-09-04,30
2012-09-05,25
2012-09-06,51
2012-09-07,11
2012-09-08,18
2012-09-09,0
2012-09-10,40
2012-09-11,20
2012-09-12,58
2012-09-13,45
2012-09-14,46
2012-09-15,12
2012-09-16,24
2012-09-17,20
2012-09-18,39
2012-09-19,29
2012-09-20,25
2012-09-21,41
2012-09-22,18
2012-09-23,6
2012-09-24,49
2012-09-25,49
2012-09-26,24
2012-09-27,65
2012-09-28,51
2012-09-29,6
2012-09-30,17
2012-10-01,34
2012-10-02,29
2012-10-03,40
2012-10-04,53
2012-10-05,60
2012-10-06,23
2012-10-07,6
2012-10-08,9
2012-10-09,52
2012-10-10,19
2012-10-11,29
2012-10-12,25
