date,SIRI stock
2013-06-29,24
2013-06-30,12
2013-07-01,29
2013-07-02,29
2013-07-03,34
2013-07-04,31
2013-07-05,43
2013-07-06,19
2013-07-07,25
2013-07-08,40
2013-07-09,73
2013-07-10,55
2013-07-11,50
2013-07-12,84
2013-07-13,43
2013-07-14,12
2013-07-15,35
2013-07-16,54
2013-07-17,59
2013-07-18,61
2013-07-19,93
2013-07-20,12
2013-07-21,18
2013-07-22,49
2013-07-23,54
2013-07-24,65
2013-07-25,50
2013-07-26,62
2013-07-27,24
2013-07-28,18
2013-07-29,29
2013-07-30,68
2013-07-31,40
2013-08-01,80
2013-08-02,21
2013-08-03,30
2013-08-04,24
2013-08-05,44
2013-08-06,64
2013-08-07,35
2013-08-08,46
2013-08-09,63
2013-08-10,12
2013-08-11,18
2013-08-12,15
2013-08-13,64
2013-08-14,59
2013-08-15,26
2013-08-16,63
2013-08-17,36
2013-08-18,6
2013-08-19,34
2013-08-20,34
2013-08-21,39
2013-08-22,44
2013-08-23,25
2013-08-24,12
2013-08-25,29
2013-08-26,38
2013-08-27,56
2013-08-28,33
2013-08-29,33
2013-08-30,45
2013-08-31,17
2013-09-01,11
2013-09-02,14
2013-09-03,46
2013-09-04,56
2013-09-05,66
2013-09-06,59
2013-09-07,0
2013-09-08,11
2013-09-09,46
2013-09-10,91
2013-09-11,69
2013-09-12,69
2013-09-13,24
2013-09-14,33
2013-09-15,16
2013-09-16,41
2013-09-17,42
2013-09-18,37
2013-09-19,51
2013-09-20,64
2013-09-21,16
2013-09-22,32
2013-09-23,56
2013-09-24,51
2013-09-25,56
2013-09-26,47
2013-09-27,44
2013-09-28,17
2013-09-29,22
2013-09-30,27
2013-10-01,55
2013-10-02,60
2013-10-03,79
2013-10-04,48
2013-10-05,27
2013-10-06,11
2013-10-07,32
2013-10-08,68
2013-10-09,46
2013-10-10,55
2013-10-11,63
2013-10-12,0
2013-10-13,5
2013-10-14,84
2013-10-15,37
2013-10-16,46
2013-10-17,56
2013-10-18,58
2013-10-19,22
2013-10-20,11
2013-10-21,45
2013-10-22,49
2013-10-23,77
2013-10-24,97
2013-10-25,86
2013-10-26,22
2013-10-27,5
2013-10-28,71
2013-10-29,77
2013-10-30,32
2013-10-31,14
2013-11-01,59
2013-11-02,5
2013-11-03,5
2013-11-04,32
2013-11-05,45
2013-11-06,62
2013-11-07,55
2013-11-08,52
2013-11-09,49
2013-11-10,5
2013-11-11,63
2013-11-12,31
2013-11-13,53
2013-11-14,82
2013-11-15,62
2013-11-16,32
2013-11-17,10
2013-11-18,63
2013-11-19,57
2013-11-20,40
2013-11-21,63
2013-11-22,47
2013-11-23,21
2013-11-24,5
2013-11-25,35
2013-11-26,57
2013-11-27,71
2013-11-28,19
2013-11-29,19
2013-11-30,21
2013-12-01,10
2013-12-02,43
2013-12-03,58
2013-12-04,35
2013-12-05,40
2013-12-06,37
2013-12-07,37
2013-12-08,11
2013-12-09,35
2013-12-10,62
2013-12-11,66
2013-12-12,60
2013-12-13,47
2013-12-14,22
2013-12-15,11
2013-12-16,31
2013-12-17,54
2013-12-18,37
2013-12-19,47
2013-12-20,40
2013-12-21,17
2013-12-22,0
2013-12-23,30
2013-12-24,61
2013-12-25,18
2013-12-26,26
2013-12-27,55
2013-12-28,16
2013-12-29,16
2013-12-30,29
2013-12-31,65
2014-01-01,23
2014-01-02,23
2014-01-03,75
2014-01-04,30
2014-01-05,5
2014-01-06,76
2014-01-07,70
2014-01-08,100
2014-01-09,66
2014-01-10,55
2014-01-11,15
2014-01-12,5
2014-01-13,43
2014-01-14,47
2014-01-15,43
2014-01-16,52
2014-01-17,40
2014-01-18,31
2014-01-19,25
2014-01-20,0
2014-01-21,51
2014-01-22,25
2014-01-23,78
2014-01-24,49
2014-01-25,30
2014-01-26,15
2014-01-27,63
2014-01-28,42
2014-01-29,30
2014-01-30,26
2014-01-31,31
2014-02-01,10
2014-02-02,15
2014-02-03,42
2014-02-04,76
2014-02-05,34
2014-02-06,29
2014-02-07,49
2014-02-08,10
2014-02-09,0
2014-02-10,58
2014-02-11,46
2014-02-12,42
2014-02-13,34
2014-02-14,18
2014-02-15,30
2014-02-16,5
2014-02-17,17
2014-02-18,25
2014-02-19,47
2014-02-20,30
2014-02-21,22
2014-02-22,15
2014-02-23,20
2014-02-24,58
2014-02-25,46
2014-02-26,46
2014-02-27,43
2014-02-28,58
2014-03-01,0
2014-03-02,15
2014-03-03,30
2014-03-04,60
2014-03-05,64
2014-03-06,21
2014-03-07,45
2014-03-08,25
2014-03-09,5
2014-03-10,21
2014-03-11,76
2014-03-12,55
2014-03-13,39
2014-03-14,45
2014-03-15,20
2014-03-16,15
