date,SIRI stock
2013-11-06,39
2013-11-07,40
2013-11-08,67
2013-11-09,41
2013-11-10,11
2013-11-11,44
2013-11-12,64
2013-11-13,73
2013-11-14,59
2013-11-15,89
2013-11-16,41
2013-11-17,11
2013-11-18,53
2013-11-19,24
2013-11-20,63
2013-11-21,69
2013-11-22,30
2013-11-23,17
2013-11-24,11
2013-11-25,33
2013-11-26,39
2013-11-27,44
2013-11-28,10
2013-11-29,16
2013-11-30,23
2013-12-01,11
2013-12-02,61
2013-12-03,73
2013-12-04,57
2013-12-05,49
2013-12-06,20
2013-12-07,23
2013-12-08,6
2013-12-09,38
2013-12-10,58
2013-12-11,63
2013-12-12,65
2013-12-13,36
2013-12-14,6
2013-12-15,12
2013-12-16,59
2013-12-17,60
2013-12-18,55
2013-12-19,67
2013-12-20,43
2013-12-21,18
2013-12-22,0
2013-12-23,60
2013-12-24,60
2013-12-25,13
2013-12-26,50
2013-12-27,60
2013-12-28,30
2013-12-29,12
2013-12-30,32
2013-12-31,65
2014-01-01,19
2014-01-02,31
2014-01-03,52
2014-01-04,45
2014-01-05,23
2014-01-06,98
2014-01-07,100
2014-01-08,90
2014-01-09,71
2014-01-10,55
2014-01-11,11
2014-01-12,16
2014-01-13,75
2014-01-14,37
2014-01-15,82
2014-01-16,57
2014-01-17,44
2014-01-18,34
2014-01-19,16
2014-01-20,19
2014-01-21,56
2014-01-22,32
2014-01-23,81
2014-01-24,54
2014-01-25,5
2014-01-26,5
2014-01-27,56
2014-01-28,41
2014-01-29,56
2014-01-30,9
2014-01-31,34
2014-02-01,0
2014-02-02,11
2014-02-03,50
2014-02-04,42
2014-02-05,42
2014-02-06,70
2014-02-07,37
2014-02-08,16
2014-02-09,5
2014-02-10,41
2014-02-11,60
2014-02-12,32
2014-02-13,42
2014-02-14,44
2014-02-15,17
2014-02-16,16
2014-02-17,33
2014-02-18,37
2014-02-19,47
2014-02-20,43
2014-02-21,24
2014-02-22,27
2014-02-23,11
2014-02-24,55
2014-02-25,50
2014-02-26,46
2014-02-27,32
2014-02-28,39
2014-03-01,11
2014-03-02,0
2014-03-03,33
2014-03-04,81
2014-03-05,98
2014-03-06,42
2014-03-07,58
2014-03-08,16
2014-03-09,11
2014-03-10,28
2014-03-11,55
2014-03-12,64
2014-03-13,28
2014-03-14,69
2014-03-15,16
2014-03-16,5
2014-03-17,33
2014-03-18,55
2014-03-19,60
2014-03-20,33
2014-03-21,39
2014-03-22,5
2014-03-23,11
2014-03-24,41
2014-03-25,41
2014-03-26,55
2014-03-27,56
2014-03-28,49
2014-03-29,11
2014-03-30,16
2014-03-31,32
2014-04-01,32
2014-04-02,51
2014-04-03,61
2014-04-04,38
2014-04-05,27
2014-04-06,16
2014-04-07,64
2014-04-08,46
2014-04-09,37
2014-04-10,71
2014-04-11,34
2014-04-12,6
2014-04-13,22
2014-04-14,38
2014-04-15,66
2014-04-16,39
2014-04-17,45
2014-04-18,16
2014-04-19,29
2014-04-20,6
2014-04-21,55
2014-04-22,46
2014-04-23,28
2014-04-24,52
2014-04-25,39
2014-04-26,11
2014-04-27,21
2014-04-28,32
2014-04-29,50
2014-04-30,38
2014-05-01,36
2014-05-02,55
2014-05-03,22
2014-05-04,11
2014-05-05,52
2014-05-06,37
2014-05-07,32
2014-05-08,33
2014-05-09,24
2014-05-10,16
2014-05-11,5
2014-05-12,46
2014-05-13,28
2014-05-14,33
2014-05-15,46
2014-05-16,24
2014-05-17,0
2014-05-18,22
2014-05-19,74
2014-05-20,42
2014-05-21,36
2014-05-22,46
2014-05-23,42
2014-05-24,12
2014-05-25,6
2014-05-26,21
2014-05-27,44
2014-05-28,41
2014-05-29,37
2014-05-30,27
2014-05-31,6
2014-06-01,12
2014-06-02,25
2014-06-03,60
2014-06-04,25
2014-06-05,47
2014-06-06,49
2014-06-07,0
2014-06-08,13
2014-06-09,52
2014-06-10,36
2014-06-11,41
2014-06-12,36
2014-06-13,16
2014-06-14,25
2014-06-15,19
2014-06-16,35
2014-06-17,56
2014-06-18,42
2014-06-19,53
2014-06-20,27
2014-06-21,0
2014-06-22,6
2014-06-23,52
2014-06-24,36
2014-06-25,36
2014-06-26,10
2014-06-27,44
2014-06-28,6
2014-06-29,6
2014-06-30,47
2014-07-01,57
2014-07-02,42
2014-07-03,49
2014-07-04,11
2014-07-05,25
2014-07-06,6
2014-07-07,46
2014-07-08,36
2014-07-09,31
2014-07-10,32
2014-07-11,54
2014-07-12,19
2014-07-13,0
2014-07-14,67
2014-07-15,47
2014-07-16,54
2014-07-17,27
2014-07-18,44
2014-07-19,39
2014-07-20,6
2014-07-21,31
2014-07-22,31
2014-07-23,43
2014-07-24,11
