date,SIRI stock
2012-06-04,25
2012-06-05,42
2012-06-06,39
2012-06-07,26
2012-06-08,33
2012-06-09,14
2012-06-10,0
2012-06-11,25
2012-06-12,36
2012-06-13,51
2012-06-14,37
2012-06-15,42
2012-06-16,14
2012-06-17,11
2012-06-18,28
2012-06-19,28
2012-06-20,34
2012-06-21,14
2012-06-22,30
2012-06-23,14
2012-06-24,18
2012-06-25,25
2012-06-26,20
2012-06-27,23
2012-06-28,29
2012-06-29,18
2012-06-30,22
2012-07-01,21
2012-07-02,20
2012-07-03,43
2012-07-04,33
2012-07-05,33
2012-07-06,39
2012-07-07,18
2012-07-08,21
2012-07-09,34
2012-07-10,37
2012-07-11,43
2012-07-12,41
2012-07-13,48
2012-07-14,14
2012-07-15,11
2012-07-16,23
2012-07-17,40
2012-07-18,20
2012-07-19,18
2012-07-20,34
2012-07-21,15
2012-07-22,15
2012-07-23,29
2012-07-24,38
2012-07-25,38
2012-07-26,41
2012-07-27,37
2012-07-28,18
2012-07-29,7
2012-07-30,57
2012-07-31,34
2012-08-01,35
2012-08-02,41
2012-08-03,33
2012-08-04,7
2012-08-05,0
2012-08-06,49
2012-08-07,43
2012-08-08,58
2012-08-09,56
2012-08-10,67
2012-08-11,18
2012-08-12,25
2012-08-13,55
2012-08-14,57
2012-08-15,72
2012-08-16,100
2012-08-17,67
2012-08-18,43
2012-08-19,18
2012-08-20,44
2012-08-21,55
2012-08-22,63
2012-08-23,44
2012-08-24,54
2012-08-25,14
2012-08-26,24
2012-08-27,58
2012-08-28,36
2012-08-29,70
2012-08-30,43
2012-08-31,44
2012-09-01,17
2012-09-02,10
2012-09-03,20
2012-09-04,30
2012-09-05,44
2012-09-06,39
2012-09-07,39
2012-09-08,24
2012-09-09,7
2012-09-10,22
2012-09-11,25
2012-09-12,49
2012-09-13,47
2012-09-14,37
2012-09-15,30
2012-09-16,10
2012-09-17,41
2012-09-18,38
2012-09-19,33
2012-09-20,47
2012-09-21,67
2012-09-22,26
2012-09-23,19
2012-09-24,51
2012-09-25,65
2012-09-26,35
2012-09-27,55
2012-09-28,29
2012-09-29,30
2012-09-30,13
2012-10-01,35
2012-10-02,43
2012-10-03,49
2012-10-04,56
2012-10-05,42
2012-10-06,16
2012-10-07,13
2012-10-08,32
2012-10-09,34
2012-10-10,50
2012-10-11,53
2012-10-12,44
2012-10-13,22
2012-10-14,12
2012-10-15,46
2012-10-16,49
2012-10-17,55
2012-10-18,89
2012-10-19,91
2012-10-20,29
2012-10-21,16
2012-10-22,36
2012-10-23,51
2012-10-24,57
2012-10-25,50
2012-10-26,50
2012-10-27,13
2012-10-28,9
2012-10-29,18
2012-10-30,25
2012-10-31,53
2012-11-01,63
2012-11-02,39
2012-11-03,19
2012-11-04,6
2012-11-05,46
2012-11-06,48
2012-11-07,55
2012-11-08,44
2012-11-09,41
2012-11-10,43
2012-11-11,12
2012-11-12,36
2012-11-13,49
2012-11-14,39
2012-11-15,18
2012-11-16,27
2012-11-17,15
2012-11-18,0
2012-11-19,48
2012-11-20,18
2012-11-21,28
2012-11-22,19
2012-11-23,30
2012-11-24,9
2012-11-25,15
2012-11-26,32
2012-11-27,60
2012-11-28,40
2012-11-29,45
2012-11-30,37
2012-12-01,12
2012-12-02,15
2012-12-03,50
2012-12-04,40
2012-12-05,40
2012-12-06,72
2012-12-07,45
2012-12-08,18
2012-12-09,18
2012-12-10,47
2012-12-11,37
2012-12-12,48
2012-12-13,38
2012-12-14,42
2012-12-15,12
2012-12-16,15
2012-12-17,68
2012-12-18,49
2012-12-19,65
2012-12-20,37
2012-12-21,50
2012-12-22,19
2012-12-23,32
2012-12-24,16
2012-12-25,17
2012-12-26,49
2012-12-27,57
2012-12-28,50
2012-12-29,18
2012-12-30,12
2012-12-31,49
2013-01-01,30
2013-01-02,67
2013-01-03,81
2013-01-04,68
2013-01-05,29
2013-01-06,12
2013-01-07,54
2013-01-08,78
2013-01-09,58
2013-01-10,66
2013-01-11,58
2013-01-12,37
2013-01-13,11
2013-01-14,72
2013-01-15,54
2013-01-16,48
2013-01-17,48
2013-01-18,67
2013-01-19,20
2013-01-20,20
2013-01-21,19
2013-01-22,38
2013-01-23,53
2013-01-24,51
2013-01-25,37
2013-01-26,23
2013-01-27,17
2013-01-28,49
2013-01-29,45
2013-01-30,38
2013-01-31,45
2013-02-01,70
2013-02-02,25
2013-02-03,22
2013-02-04,59
2013-02-05,66
2013-02-06,55
2013-02-07,51
2013-02-08,45
2013-02-09,26
2013-02-10,17
2013-02-11,44
2013-02-12,29
2013-02-13,67
2013-02-14,59
2013-02-15,52
2013-02-16,26
2013-02-17,20
2013-02-18,17
2013-02-19,28
