date,SIRI stock
2011-01-01,24
2011-01-02,10
2011-01-03,50
2011-01-04,48
2011-01-05,65
2011-01-06,41
2011-01-07,51
2011-01-08,20
2011-01-09,10
2011-01-10,47
2011-01-11,38
2011-01-12,8
2011-01-13,39
2011-01-14,32
2011-01-15,29
2011-01-16,0
2011-01-17,30
2011-01-18,61
2011-01-19,15
2011-01-20,23
2011-01-21,24
2011-01-22,28
2011-01-23,0
2011-01-24,22
2011-01-25,23
2011-01-26,23
2011-01-27,31
2011-01-28,48
2011-01-29,28
2011-01-30,18
2011-01-31,43
2011-02-01,65
2011-02-02,29
2011-02-03,53
2011-02-04,39
2011-02-05,9
2011-02-06,9
2011-02-07,36
2011-02-08,74
2011-02-09,37
2011-02-10,46
2011-02-11,56
2011-02-12,28
2011-02-13,9
2011-02-14,7
2011-02-15,36
2011-02-16,30
2011-02-17,68
2011-02-18,70
2011-02-19,0
2011-02-20,9
2011-02-21,37
2011-02-22,59
2011-02-23,60
2011-02-24,68
2011-02-25,8
2011-02-26,18
2011-02-27,0
2011-02-28,29
2011-03-01,29
2011-03-02,52
2011-03-03,37
2011-03-04,16
2011-03-05,9
2011-03-06,0
2011-03-07,38
2011-03-08,23
2011-03-09,44
2011-03-10,44
2011-03-11,22
2011-03-12,0
2011-03-13,0
2011-03-14,15
2011-03-15,37
2011-03-16,22
2011-03-17,0
2011-03-18,39
2011-03-19,9
2011-03-20,9
2011-03-21,59
2011-03-22,22
2011-03-23,22
2011-03-24,30
2011-03-25,23
2011-03-26,18
2011-03-27,9
2011-03-28,51
2011-03-29,36
2011-03-30,22
2011-03-31,45
2011-04-01,31
2011-04-02,0
2011-04-03,18
2011-04-04,22
2011-04-05,51
2011-04-06,60
2011-04-07,45
2011-04-08,39
2011-04-09,9
2011-04-10,9
2011-04-11,7
2011-04-12,22
2011-04-13,15
2011-04-14,60
2011-04-15,31
2011-04-16,0
2011-04-17,19
2011-04-18,22
2011-04-19,38
2011-04-20,15
2011-04-21,49
2011-04-22,9
2011-04-23,10
2011-04-24,10
2011-04-25,24
2011-04-26,22
2011-04-27,29
2011-04-28,30
2011-04-29,39
2011-04-30,10
2011-05-01,0
2011-05-02,51
2011-05-03,80
2011-05-04,44
2011-05-05,75
2011-05-06,94
2011-05-07,19
2011-05-08,19
2011-05-09,66
2011-05-10,36
2011-05-11,87
2011-05-12,51
2011-05-13,47
2011-05-14,18
2011-05-15,27
2011-05-16,57
2011-05-17,22
2011-05-18,36
2011-05-19,45
2011-05-20,54
2011-05-21,19
2011-05-22,0
2011-05-23,50
2011-05-24,44
2011-05-25,22
2011-05-26,66
2011-05-27,62
2011-05-28,28
2011-05-29,19
2011-05-30,23
2011-05-31,50
2011-06-01,66
2011-06-02,23
2011-06-03,70
2011-06-04,38
2011-06-05,18
2011-06-06,22
2011-06-07,14
2011-06-08,66
2011-06-09,15
2011-06-10,38
2011-06-11,28
2011-06-12,9
2011-06-13,22
2011-06-14,100
2011-06-15,65
2011-06-16,22
2011-06-17,23
2011-06-18,0
2011-06-19,9
2011-06-20,35
2011-06-21,57
2011-06-22,29
2011-06-23,53
2011-06-24,39
2011-06-25,28
2011-06-26,9
2011-06-27,15
2011-06-28,7
2011-06-29,22
2011-06-30,52
2011-07-01,54
2011-07-02,19
2011-07-03,9
2011-07-04,15
2011-07-05,37
2011-07-06,22
2011-07-07,30
2011-07-08,63
2011-07-09,0
2011-07-10,28
2011-07-11,29
2011-07-12,29
2011-07-13,52
2011-07-14,15
2011-07-15,31
2011-07-16,19
2011-07-17,0
2011-07-18,36
2011-07-19,36
2011-07-20,15
2011-07-21,37
2011-07-22,16
2011-07-23,0
2011-07-24,0
2011-07-25,22
2011-07-26,22
2011-07-27,36
2011-07-28,44
2011-07-29,31
2011-07-30,9
2011-07-31,9
2011-08-01,59
2011-08-02,30
2011-08-03,44
2011-08-04,37
2011-08-05,69
2011-08-06,18
2011-08-07,0
2011-08-08,56
2011-08-09,84
2011-08-10,93
2011-08-11,65
2011-08-12,23
2011-08-13,9
2011-08-14,9
2011-08-15,53
2011-08-16,57
2011-08-17,22
2011-08-18,100
2011-08-19,52
2011-08-20,18
2011-08-21,18
2011-08-22,28
2011-08-23,34
2011-08-24,28
2011-08-25,35
2011-08-26,22
2011-08-27,9
2011-08-28,0
2011-08-29,56
2011-08-30,28
2011-08-31,56
2011-09-01,43
2011-09-02,22
2011-09-03,0
2011-09-04,17
2011-09-05,0
2011-09-06,54
2011-09-07,14
2011-09-08,20
2011-09-09,7
2011-09-10,8
2011-09-11,0
2011-09-12,53
2011-09-13,46
2011-09-14,27
2011-09-15,20
2011-09-16,28
2011-09-17,8
2011-09-18,0
