date,SIRI stock
2015-08-18,37
2015-08-19,44
2015-08-20,43
2015-08-21,39
2015-08-22,36
2015-08-23,7
2015-08-24,83
2015-08-25,12
2015-08-26,72
2015-08-27,54
2015-08-28,51
2015-08-29,14
2015-08-30,14
2015-08-31,41
2015-09-01,53
2015-09-02,18
2015-09-03,30
2015-09-04,43
2015-09-05,29
2015-09-06,21
2015-09-07,6
2015-09-08,59
2015-09-09,41
2015-09-10,71
2015-09-11,43
2015-09-12,27
2015-09-13,0
2015-09-14,46
2015-09-15,29
2015-09-16,35
2015-09-17,59
2015-09-18,37
2015-09-19,14
2015-09-20,7
2015-09-21,29
2015-09-22,76
2015-09-23,35
2015-09-24,36
2015-09-25,31
2015-09-26,7
2015-09-27,14
2015-09-28,23
2015-09-29,57
2015-09-30,17
2015-10-01,29
2015-10-02,30
2015-10-03,7
2015-10-04,20
2015-10-05,23
2015-10-06,51
2015-10-07,35
2015-10-08,41
2015-10-09,30
2015-10-10,7
2015-10-11,7
2015-10-12,12
2015-10-13,45
2015-10-14,34
2015-10-15,29
2015-10-16,24
2015-10-17,27
2015-10-18,0
2015-10-19,34
2015-10-20,50
2015-10-21,86
2015-10-22,46
2015-10-23,67
2015-10-24,20
2015-10-25,7
2015-10-26,34
2015-10-27,86
2015-10-28,34
2015-10-29,87
2015-10-30,43
2015-10-31,20
2015-11-01,7
2015-11-02,17
2015-11-03,23
2015-11-04,51
2015-11-05,34
2015-11-06,60
2015-11-07,27
2015-11-08,0
2015-11-09,34
2015-11-10,45
2015-11-11,35
2015-11-12,46
2015-11-13,24
2015-11-14,13
2015-11-15,7
2015-11-16,45
2015-11-17,39
2015-11-18,62
2015-11-19,34
2015-11-20,71
2015-11-21,40
2015-11-22,13
2015-11-23,51
2015-11-24,45
2015-11-25,40
2015-11-26,6
2015-11-27,49
2015-11-28,13
2015-11-29,6
2015-11-30,28
2015-12-01,39
2015-12-02,51
2015-12-03,75
2015-12-04,59
2015-12-05,14
2015-12-06,20
2015-12-07,28
2015-12-08,52
2015-12-09,46
2015-12-10,12
2015-12-11,30
2015-12-12,20
2015-12-13,0
2015-12-14,17
2015-12-15,100
2015-12-16,83
2015-12-17,48
2015-12-18,32
2015-12-19,42
2015-12-20,7
2015-12-21,37
2015-12-22,19
2015-12-23,26
2015-12-24,36
2015-12-25,31
2015-12-26,14
2015-12-27,14
2015-12-28,6
2015-12-29,6
2015-12-30,26
2015-12-31,49
2016-01-01,8
2016-01-02,14
2016-01-03,14
2016-01-04,37
2016-01-05,62
2016-01-06,37
2016-01-07,75
2016-01-08,38
2016-01-09,14
2016-01-10,27
2016-01-11,24
2016-01-12,48
2016-01-13,60
2016-01-14,54
2016-01-15,63
2016-01-16,14
2016-01-17,0
2016-01-18,24
2016-01-19,60
2016-01-20,18
2016-01-21,62
2016-01-22,19
2016-01-23,21
2016-01-24,0
2016-01-25,36
2016-01-26,24
2016-01-27,48
2016-01-28,43
2016-01-29,44
2016-01-30,0
2016-01-31,7
2016-02-01,30
2016-02-02,48
2016-02-03,36
2016-02-04,49
2016-02-05,63
2016-02-06,28
2016-02-07,21
2016-02-08,36
2016-02-09,18
2016-02-10,66
2016-02-11,30
2016-02-12,37
2016-02-13,14
2016-02-14,0
2016-02-15,24
2016-02-16,41
2016-02-17,18
2016-02-18,24
2016-02-19,12
2016-02-20,14
2016-02-21,7
2016-02-22,82
2016-02-23,41
2016-02-24,65
2016-02-25,54
2016-02-26,62
2016-02-27,14
2016-02-28,0
2016-02-29,23
2016-03-01,76
2016-03-02,41
2016-03-03,65
2016-03-04,61
2016-03-05,13
2016-03-06,27
2016-03-07,41
2016-03-08,29
2016-03-09,41
2016-03-10,48
2016-03-11,37
2016-03-12,28
2016-03-13,7
2016-03-14,41
2016-03-15,59
2016-03-16,47
2016-03-17,43
2016-03-18,50
2016-03-19,7
2016-03-20,7
2016-03-21,54
2016-03-22,60
2016-03-23,85
2016-03-24,19
2016-03-25,13
2016-03-26,7
2016-03-27,0
2016-03-28,31
2016-03-29,36
2016-03-30,54
2016-03-31,54
2016-04-01,31
2016-04-02,20
2016-04-03,7
2016-04-04,53
2016-04-05,24
2016-04-06,29
2016-04-07,24
2016-04-08,31
2016-04-09,14
2016-04-10,7
2016-04-11,48
2016-04-12,83
2016-04-13,42
2016-04-14,55
2016-04-15,44
2016-04-16,14
2016-04-17,14
2016-04-18,59
2016-04-19,53
2016-04-20,42
2016-04-21,36
2016-04-22,32
2016-04-23,21
2016-04-24,0
2016-04-25,41
2016-04-26,53
2016-04-27,41
2016-04-28,98
2016-04-29,88
2016-04-30,14
2016-05-01,7
2016-05-02,30
2016-05-03,24
2016-05-04,36
