date,SIRI stock
2018-02-13,55
2018-02-14,58
2018-02-15,55
2018-02-16,62
2018-02-17,17
2018-02-18,11
2018-02-19,25
2018-02-20,47
2018-02-21,51
2018-02-22,67
2018-02-23,100
2018-02-24,14
2018-02-25,14
2018-02-26,94
2018-02-27,78
2018-02-28,61
2018-03-01,41
2018-03-02,61
2018-03-03,20
2018-03-04,22
2018-03-05,50
2018-03-06,56
2018-03-07,74
2018-03-08,84
2018-03-09,54
2018-03-10,14
2018-03-11,17
2018-03-12,38
2018-03-13,49
2018-03-14,51
2018-03-15,32
2018-03-16,40
2018-03-17,20
2018-03-18,14
2018-03-19,29
2018-03-20,58
2018-03-21,34
2018-03-22,52
2018-03-23,38
2018-03-24,9
2018-03-25,11
2018-03-26,45
2018-03-27,45
2018-03-28,48
2018-03-29,47
2018-03-30,31
2018-03-31,0
2018-04-01,15
2018-04-02,50
2018-04-03,54
2018-04-04,27
2018-04-05,45
2018-04-06,70
2018-04-07,14
2018-04-08,8
2018-04-09,27
