date,SIRI stock
2015-12-26,13
2015-12-27,4
2015-12-28,19
2015-12-29,27
2015-12-30,24
2015-12-31,26
2016-01-01,10
2016-01-02,9
2016-01-03,0
2016-01-04,19
2016-01-05,27
2016-01-06,23
2016-01-07,27
2016-01-08,24
2016-01-09,30
2016-01-10,17
2016-01-11,15
2016-01-12,37
2016-01-13,38
2016-01-14,26
2016-01-15,24
2016-01-16,13
2016-01-17,4
2016-01-18,15
2016-01-19,38
2016-01-20,19
2016-01-21,23
2016-01-22,20
2016-01-23,9
2016-01-24,0
2016-01-25,22
2016-01-26,22
2016-01-27,34
2016-01-28,26
2016-01-29,20
2016-01-30,13
2016-01-31,8
2016-02-01,19
2016-02-02,26
2016-02-03,34
2016-02-04,27
2016-02-05,27
2016-02-06,17
2016-02-07,9
2016-02-08,34
2016-02-09,27
2016-02-10,44
2016-02-11,19
2016-02-12,19
2016-02-13,8
2016-02-14,4
2016-02-15,15
2016-02-16,15
2016-02-17,30
2016-02-18,26
2016-02-19,15
2016-02-20,13
2016-02-21,4
2016-02-22,33
2016-02-23,26
2016-02-24,22
2016-02-25,26
2016-02-26,35
2016-02-27,13
2016-02-28,4
2016-02-29,22
2016-03-01,18
2016-03-02,18
2016-03-03,44
2016-03-04,38
2016-03-05,4
2016-03-06,13
2016-03-07,26
2016-03-08,37
2016-03-09,15
2016-03-10,45
2016-03-11,23
2016-03-12,9
2016-03-13,0
2016-03-14,30
2016-03-15,26
2016-03-16,30
2016-03-17,42
2016-03-18,23
2016-03-19,8
2016-03-20,4
2016-03-21,26
2016-03-22,22
2016-03-23,19
2016-03-24,24
2016-03-25,12
2016-03-26,9
2016-03-27,4
2016-03-28,12
2016-03-29,37
2016-03-30,26
2016-03-31,38
2016-04-01,23
2016-04-02,17
2016-04-03,13
2016-04-04,30
2016-04-05,18
2016-04-06,26
2016-04-07,11
2016-04-08,12
2016-04-09,13
2016-04-10,4
2016-04-11,22
2016-04-12,44
2016-04-13,19
2016-04-14,30
2016-04-15,31
2016-04-16,0
2016-04-17,4
2016-04-18,41
2016-04-19,30
2016-04-20,11
2016-04-21,30
2016-04-22,27
2016-04-23,9
2016-04-24,0
2016-04-25,15
2016-04-26,26
2016-04-27,52
2016-04-28,49
2016-04-29,31
2016-04-30,17
2016-05-01,4
2016-05-02,31
2016-05-03,22
2016-05-04,26
2016-05-05,31
2016-05-06,12
2016-05-07,13
2016-05-08,9
2016-05-09,19
2016-05-10,30
2016-05-11,34
2016-05-12,23
2016-05-13,19
2016-05-14,9
2016-05-15,4
2016-05-16,41
2016-05-17,26
2016-05-18,7
2016-05-19,23
2016-05-20,27
2016-05-21,4
2016-05-22,9
2016-05-23,4
2016-05-24,19
2016-05-25,31
2016-05-26,35
2016-05-27,32
2016-05-28,9
2016-05-29,0
2016-05-30,20
2016-05-31,23
2016-06-01,23
2016-06-02,15
2016-06-03,20
2016-06-04,22
2016-06-05,9
2016-06-06,19
2016-06-07,34
2016-06-08,27
2016-06-09,31
2016-06-10,16
2016-06-11,4
2016-06-12,0
2016-06-13,30
2016-06-14,19
2016-06-15,23
2016-06-16,15
2016-06-17,16
2016-06-18,13
2016-06-19,9
2016-06-20,8
2016-06-21,26
2016-06-22,19
2016-06-23,27
2016-06-24,48
2016-06-25,0
2016-06-26,13
2016-06-27,45
2016-06-28,26
2016-06-29,23
2016-06-30,39
2016-07-01,33
2016-07-02,5
2016-07-03,0
2016-07-04,0
2016-07-05,4
2016-07-06,20
2016-07-07,54
2016-07-08,51
2016-07-09,5
2016-07-10,0
2016-07-11,24
2016-07-12,24
2016-07-13,36
2016-07-14,61
2016-07-15,37
2016-07-16,28
2016-07-17,14
2016-07-18,40
2016-07-19,28
2016-07-20,56
2016-07-21,33
2016-07-22,41
2016-07-23,9
2016-07-24,0
2016-07-25,24
2016-07-26,100
2016-07-27,56
2016-07-28,61
2016-07-29,46
2016-07-30,14
2016-07-31,0
2016-08-01,32
2016-08-02,59
2016-08-03,24
2016-08-04,49
2016-08-05,21
2016-08-06,5
2016-08-07,0
2016-08-08,29
2016-08-09,45
2016-08-10,25
2016-08-11,30
2016-08-12,22
2016-08-13,0
2016-08-14,5
2016-08-15,18
2016-08-16,25
2016-08-17,38
2016-08-18,13
2016-08-19,31
2016-08-20,5
2016-08-21,0
2016-08-22,29
2016-08-23,25
2016-08-24,32
2016-08-25,28
2016-08-26,25
2016-08-27,5
2016-08-28,18
2016-08-29,20
2016-08-30,15
2016-08-31,39
2016-09-01,20
2016-09-02,28
2016-09-03,14
2016-09-04,9
2016-09-05,12
2016-09-06,19
2016-09-07,12
2016-09-08,24
2016-09-09,29
2016-09-10,9
2016-09-11,23
