date,SIRI stock
2017-01-19,23
2017-01-20,21
2017-01-21,10
2017-01-22,3
2017-01-23,17
2017-01-24,15
2017-01-25,20
2017-01-26,26
2017-01-27,43
2017-01-28,27
2017-01-29,3
2017-01-30,46
2017-01-31,29
2017-02-01,20
2017-02-02,47
2017-02-03,27
2017-02-04,3
2017-02-05,10
2017-02-06,40
2017-02-07,9
2017-02-08,29
2017-02-09,30
2017-02-10,27
2017-02-11,10
2017-02-12,0
2017-02-13,23
2017-02-14,43
2017-02-15,71
2017-02-16,75
2017-02-17,61
2017-02-18,17
2017-02-19,20
2017-02-20,23
2017-02-21,49
2017-02-22,92
2017-02-23,76
2017-02-24,69
2017-02-25,17
2017-02-26,10
2017-02-27,45
2017-02-28,66
2017-03-01,47
2017-03-02,100
2017-03-03,79
2017-03-04,13
2017-03-05,6
2017-03-06,30
2017-03-07,41
2017-03-08,51
2017-03-09,37
2017-03-10,69
2017-03-11,23
2017-03-12,16
2017-03-13,76
2017-03-14,60
2017-03-15,80
2017-03-16,69
2017-03-17,61
2017-03-18,23
2017-03-19,13
2017-03-20,63
2017-03-21,49
2017-03-22,71
2017-03-23,61
2017-03-24,42
2017-03-25,21
2017-03-26,10
2017-03-27,32
2017-03-28,52
2017-03-29,69
2017-03-30,50
2017-03-31,36
2017-04-01,10
2017-04-02,3
2017-04-03,31
2017-04-04,29
2017-04-05,46
2017-04-06,26
2017-04-07,27
2017-04-08,17
2017-04-09,3
2017-04-10,41
2017-04-11,41
2017-04-12,45
2017-04-13,65
2017-04-14,50
2017-04-15,3
2017-04-16,3
2017-04-17,36
2017-04-18,31
2017-04-19,37
2017-04-20,20
2017-04-21,27
2017-04-22,17
2017-04-23,6
2017-04-24,40
2017-04-25,40
2017-04-26,25
2017-04-27,63
2017-04-28,39
2017-04-29,7
2017-04-30,17
2017-05-01,28
2017-05-02,57
2017-05-03,46
2017-05-04,41
2017-05-05,42
2017-05-06,20
2017-05-07,10
2017-05-08,37
2017-05-09,25
2017-05-10,26
2017-05-11,47
2017-05-12,27
2017-05-13,10
2017-05-14,3
2017-05-15,27
2017-05-16,25
2017-05-17,43
2017-05-18,34
2017-05-19,23
2017-05-20,22
2017-05-21,14
2017-05-22,28
2017-05-23,51
2017-05-24,38
2017-05-25,53
2017-05-26,60
2017-05-27,8
2017-05-28,4
2017-05-29,16
2017-05-30,43
2017-05-31,39
2017-06-01,56
2017-06-02,72
2017-06-03,29
2017-06-04,7
2017-06-05,43
2017-06-06,48
2017-06-07,48
2017-06-08,66
2017-06-09,63
2017-06-10,18
2017-06-11,7
2017-06-12,66
2017-06-13,68
2017-06-14,64
2017-06-15,40
2017-06-16,26
2017-06-17,19
2017-06-18,7
2017-06-19,37
2017-06-20,38
2017-06-21,41
2017-06-22,38
2017-06-23,22
2017-06-24,14
2017-06-25,4
2017-06-26,50
2017-06-27,31
2017-06-28,45
2017-06-29,22
2017-06-30,42
2017-07-01,11
2017-07-02,11
2017-07-03,35
2017-07-04,6
2017-07-05,32
2017-07-06,16
2017-07-07,29
2017-07-08,7
2017-07-09,11
2017-07-10,21
2017-07-11,34
2017-07-12,37
2017-07-13,22
2017-07-14,32
2017-07-15,15
2017-07-16,4
2017-07-17,40
2017-07-18,56
2017-07-19,25
2017-07-20,47
2017-07-21,29
2017-07-22,18
2017-07-23,7
2017-07-24,52
2017-07-25,21
2017-07-26,39
2017-07-27,68
2017-07-28,74
2017-07-29,4
2017-07-30,14
2017-07-31,40
2017-08-01,44
2017-08-02,57
2017-08-03,58
2017-08-04,44
2017-08-05,0
2017-08-06,14
2017-08-07,44
2017-08-08,23
2017-08-09,12
2017-08-10,52
2017-08-11,19
2017-08-12,14
2017-08-13,7
2017-08-14,56
2017-08-15,19
2017-08-16,18
2017-08-17,30
2017-08-18,28
2017-08-19,17
2017-08-20,21
2017-08-21,24
2017-08-22,24
2017-08-23,21
2017-08-24,27
2017-08-25,22
2017-08-26,7
2017-08-27,3
2017-08-28,24
2017-08-29,32
2017-08-30,15
2017-08-31,27
2017-09-01,16
2017-09-02,11
2017-09-03,3
2017-09-04,9
2017-09-05,35
2017-09-06,32
2017-09-07,27
2017-09-08,19
2017-09-09,7
2017-09-10,3
2017-09-11,29
2017-09-12,23
2017-09-13,20
2017-09-14,18
2017-09-15,24
2017-09-16,0
2017-09-17,3
2017-09-18,32
2017-09-19,32
2017-09-20,20
2017-09-21,24
2017-09-22,50
2017-09-23,3
2017-09-24,7
2017-09-25,23
2017-09-26,26
2017-09-27,23
2017-09-28,38
2017-09-29,22
2017-09-30,7
2017-10-01,10
2017-10-02,14
2017-10-03,12
2017-10-04,29
2017-10-05,32
2017-10-06,27
