date,SIRI stock
2017-05-29,8
2017-05-30,71
2017-05-31,67
2017-06-01,100
2017-06-02,88
2017-06-03,18
2017-06-04,9
2017-06-05,64
2017-06-06,62
2017-06-07,48
2017-06-08,63
2017-06-09,71
2017-06-10,32
2017-06-11,9
2017-06-12,82
2017-06-13,66
2017-06-14,79
2017-06-15,50
2017-06-16,24
2017-06-17,23
2017-06-18,0
2017-06-19,53
2017-06-20,76
2017-06-21,58
2017-06-22,44
2017-06-23,57
2017-06-24,18
2017-06-25,9
2017-06-26,46
2017-06-27,27
2017-06-28,39
2017-06-29,39
2017-06-30,28
2017-07-01,4
2017-07-02,14
2017-07-03,51
2017-07-04,4
2017-07-05,20
2017-07-06,16
2017-07-07,36
2017-07-08,9
2017-07-09,9
2017-07-10,15
2017-07-11,38
2017-07-12,30
2017-07-13,31
2017-07-14,40
2017-07-15,9
2017-07-16,18
2017-07-17,46
2017-07-18,73
2017-07-19,23
2017-07-20,50
2017-07-21,32
2017-07-22,31
2017-07-23,9
2017-07-24,60
2017-07-25,22
2017-07-26,33
2017-07-27,92
2017-07-28,80
2017-07-29,9
2017-07-30,27
2017-07-31,64
2017-08-01,65
2017-08-02,92
2017-08-03,52
2017-08-04,50
2017-08-05,13
2017-08-06,13
2017-08-07,47
2017-08-08,36
2017-08-09,22
2017-08-10,38
2017-08-11,56
2017-08-12,9
2017-08-13,13
2017-08-14,64
2017-08-15,27
2017-08-16,22
2017-08-17,45
2017-08-18,27
2017-08-19,13
2017-08-20,4
2017-08-21,32
2017-08-22,44
2017-08-23,41
2017-08-24,22
2017-08-25,19
2017-08-26,13
2017-08-27,13
2017-08-28,22
2017-08-29,55
2017-08-30,26
2017-08-31,30
2017-09-01,27
2017-09-02,13
2017-09-03,9
2017-09-04,11
2017-09-05,36
2017-09-06,33
2017-09-07,29
2017-09-08,19
2017-09-09,17
2017-09-10,12
2017-09-11,29
2017-09-12,32
2017-09-13,21
2017-09-14,15
2017-09-15,34
2017-09-16,0
2017-09-17,12
2017-09-18,32
2017-09-19,47
2017-09-20,37
2017-09-21,33
2017-09-22,30
2017-09-23,4
2017-09-24,8
2017-09-25,14
2017-09-26,33
2017-09-27,29
2017-09-28,40
2017-09-29,57
2017-09-30,26
2017-10-01,8
2017-10-02,14
2017-10-03,33
2017-10-04,54
2017-10-05,44
2017-10-06,33
2017-10-07,25
2017-10-08,8
2017-10-09,14
2017-10-10,35
2017-10-11,21
2017-10-12,51
2017-10-13,34
2017-10-14,8
2017-10-15,0
2017-10-16,18
2017-10-17,18
2017-10-18,60
2017-10-19,33
2017-10-20,34
2017-10-21,21
2017-10-22,12
2017-10-23,28
2017-10-24,38
2017-10-25,61
2017-10-26,25
2017-10-27,40
2017-10-28,4
2017-10-29,8
2017-10-30,49
2017-10-31,18
2017-11-01,11
2017-11-02,32
2017-11-03,48
2017-11-04,8
2017-11-05,12
2017-11-06,14
2017-11-07,24
2017-11-08,28
2017-11-09,28
2017-11-10,29
2017-11-11,16
2017-11-12,4
2017-11-13,24
2017-11-14,24
2017-11-15,24
2017-11-16,38
2017-11-17,25
2017-11-18,20
2017-11-19,8
2017-11-20,14
2017-11-21,24
2017-11-22,17
2017-11-23,7
2017-11-24,18
2017-11-25,4
2017-11-26,4
2017-11-27,20
2017-11-28,34
2017-11-29,10
2017-11-30,38
2017-12-01,40
2017-12-02,8
2017-12-03,4
2017-12-04,31
2017-12-05,48
2017-12-06,35
2017-12-07,50
2017-12-08,26
2017-12-09,20
2017-12-10,8
2017-12-11,27
2017-12-12,24
2017-12-13,28
2017-12-14,46
2017-12-15,70
2017-12-16,0
2017-12-17,16
2017-12-18,32
2017-12-19,58
2017-12-20,40
2017-12-21,41
2017-12-22,20
2017-12-23,17
2017-12-24,9
2017-12-25,5
2017-12-26,16
2017-12-27,41
2017-12-28,19
2017-12-29,15
2017-12-30,17
2017-12-31,4
2018-01-01,4
2018-01-02,33
2018-01-03,45
2018-01-04,71
2018-01-05,32
2018-01-06,23
2018-01-07,4
2018-01-08,20
2018-01-09,20
2018-01-10,48
2018-01-11,42
2018-01-12,47
2018-01-13,0
2018-01-14,15
2018-01-15,10
2018-01-16,20
2018-01-17,40
2018-01-18,20
2018-01-19,32
2018-01-20,16
2018-01-21,23
2018-01-22,26
2018-01-23,27
2018-01-24,37
2018-01-25,37
2018-01-26,64
2018-01-27,23
2018-01-28,4
2018-01-29,27
2018-01-30,51
2018-01-31,67
2018-02-01,61
2018-02-02,50
2018-02-03,15
2018-02-04,8
2018-02-05,57
2018-02-06,44
2018-02-07,50
2018-02-08,64
2018-02-09,24
2018-02-10,39
2018-02-11,23
2018-02-12,58
2018-02-13,52
