date,SIRI stock
2014-07-24,18
2014-07-25,31
2014-07-26,18
2014-07-27,13
2014-07-28,44
2014-07-29,87
2014-07-30,85
2014-07-31,63
2014-08-01,69
2014-08-02,13
2014-08-03,13
2014-08-04,51
2014-08-05,32
2014-08-06,43
2014-08-07,73
2014-08-08,42
2014-08-09,22
2014-08-10,17
2014-08-11,54
2014-08-12,39
2014-08-13,50
2014-08-14,58
2014-08-15,47
2014-08-16,26
2014-08-17,17
2014-08-18,72
2014-08-19,50
2014-08-20,67
2014-08-21,35
2014-08-22,56
2014-08-23,25
2014-08-24,25
2014-08-25,59
2014-08-26,63
2014-08-27,24
2014-08-28,60
2014-08-29,63
2014-08-30,13
2014-08-31,8
2014-09-01,7
2014-09-02,67
2014-09-03,51
2014-09-04,38
2014-09-05,57
2014-09-06,8
2014-09-07,8
2014-09-08,51
2014-09-09,53
2014-09-10,60
2014-09-11,71
2014-09-12,36
2014-09-13,20
2014-09-14,16
2014-09-15,34
2014-09-16,37
2014-09-17,85
2014-09-18,44
2014-09-19,46
2014-09-20,16
2014-09-21,24
2014-09-22,30
2014-09-23,34
2014-09-24,37
2014-09-25,45
2014-09-26,21
2014-09-27,12
2014-09-28,12
2014-09-29,13
2014-09-30,30
2014-10-01,41
2014-10-02,35
2014-10-03,62
2014-10-04,17
2014-10-05,12
2014-10-06,23
2014-10-07,47
2014-10-08,47
2014-10-09,61
2014-10-10,35
2014-10-11,16
2014-10-12,16
2014-10-13,40
2014-10-14,33
2014-10-15,57
2014-10-16,47
2014-10-17,45
2014-10-18,32
2014-10-19,8
2014-10-20,40
2014-10-21,29
2014-10-22,33
2014-10-23,54
2014-10-24,67
2014-10-25,20
2014-10-26,27
2014-10-27,29
2014-10-28,42
2014-10-29,36
2014-10-30,37
2014-10-31,25
2014-11-01,12
2014-11-02,0
2014-11-03,33
2014-11-04,29
2014-11-05,45
2014-11-06,49
2014-11-07,48
2014-11-08,16
2014-11-09,11
2014-11-10,23
2014-11-11,19
2014-11-12,33
2014-11-13,55
2014-11-14,40
2014-11-15,19
2014-11-16,15
2014-11-17,35
2014-11-18,42
2014-11-19,34
2014-11-20,43
2014-11-21,48
2014-11-22,15
2014-11-23,11
2014-11-24,45
2014-11-25,45
2014-11-26,26
2014-11-27,20
2014-11-28,14
2014-11-29,30
2014-11-30,11
2014-12-01,28
2014-12-02,22
2014-12-03,36
2014-12-04,56
2014-12-05,37
2014-12-06,15
2014-12-07,15
2014-12-08,16
2014-12-09,29
2014-12-10,23
2014-12-11,40
2014-12-12,17
2014-12-13,12
2014-12-14,8
2014-12-15,26
2014-12-16,26
2014-12-17,20
2014-12-18,44
2014-12-19,50
2014-12-20,12
2014-12-21,24
2014-12-22,38
2014-12-23,43
2014-12-24,44
2014-12-25,9
2014-12-26,31
2014-12-27,20
2014-12-28,12
2014-12-29,38
2014-12-30,39
2014-12-31,24
2015-01-01,12
2015-01-02,39
2015-01-03,8
2015-01-04,15
2015-01-05,29
2015-01-06,16
2015-01-07,44
2015-01-08,47
2015-01-09,29
2015-01-10,58
2015-01-11,14
2015-01-12,16
2015-01-13,31
2015-01-14,22
2015-01-15,22
2015-01-16,23
2015-01-17,11
2015-01-18,7
2015-01-19,25
2015-01-20,43
2015-01-21,12
2015-01-22,37
2015-01-23,22
2015-01-24,11
2015-01-25,14
2015-01-26,21
2015-01-27,27
2015-01-28,22
2015-01-29,53
2015-01-30,22
2015-01-31,18
2015-02-01,0
2015-02-02,21
2015-02-03,52
2015-02-04,31
2015-02-05,40
2015-02-06,52
2015-02-07,33
2015-02-08,7
2015-02-09,33
2015-02-10,36
2015-02-11,39
2015-02-12,100
2015-02-13,61
2015-02-14,44
2015-02-15,26
2015-02-16,19
2015-02-17,51
2015-02-18,54
2015-02-19,50
2015-02-20,32
2015-02-21,14
2015-02-22,11
2015-02-23,40
2015-02-24,39
2015-02-25,45
2015-02-26,37
2015-02-27,38
2015-02-28,21
2015-03-01,7
2015-03-02,57
2015-03-03,46
2015-03-04,49
2015-03-05,46
2015-03-06,74
2015-03-07,14
2015-03-08,22
2015-03-09,34
2015-03-10,57
2015-03-11,33
2015-03-12,58
2015-03-13,57
2015-03-14,18
2015-03-15,18
2015-03-16,33
2015-03-17,49
2015-03-18,52
2015-03-19,61
2015-03-20,50
2015-03-21,21
2015-03-22,14
2015-03-23,33
2015-03-24,46
2015-03-25,9
2015-03-26,42
2015-03-27,35
2015-03-28,19
2015-03-29,22
2015-03-30,34
2015-03-31,34
2015-04-01,56
2015-04-02,39
2015-04-03,14
2015-04-04,41
2015-04-05,15
2015-04-06,42
2015-04-07,49
2015-04-08,43
2015-04-09,31
2015-04-10,42
