date,SIRI stock
2012-10-12,54
2012-10-13,7
2012-10-14,20
2012-10-15,50
2012-10-16,67
2012-10-17,57
2012-10-18,92
2012-10-19,89
2012-10-20,28
2012-10-21,27
2012-10-22,61
2012-10-23,34
2012-10-24,61
2012-10-25,69
2012-10-26,61
2012-10-27,28
2012-10-28,13
2012-10-29,5
2012-10-30,22
2012-10-31,46
2012-11-01,30
2012-11-02,54
2012-11-03,27
2012-11-04,13
2012-11-05,22
2012-11-06,44
2012-11-07,54
2012-11-08,45
2012-11-09,42
2012-11-10,13
2012-11-11,0
2012-11-12,67
2012-11-13,56
2012-11-14,45
2012-11-15,28
2012-11-16,41
2012-11-17,20
2012-11-18,0
2012-11-19,55
2012-11-20,38
2012-11-21,39
2012-11-22,23
2012-11-23,29
2012-11-24,20
2012-11-25,6
2012-11-26,43
2012-11-27,59
2012-11-28,38
2012-11-29,27
2012-11-30,46
2012-12-01,13
2012-12-02,6
2012-12-03,59
2012-12-04,48
2012-12-05,60
2012-12-06,22
2012-12-07,28
2012-12-08,20
2012-12-09,19
2012-12-10,27
2012-12-11,48
2012-12-12,60
2012-12-13,33
2012-12-14,45
2012-12-15,13
2012-12-16,32
2012-12-17,75
2012-12-18,66
2012-12-19,62
2012-12-20,62
2012-12-21,55
2012-12-22,34
2012-12-23,28
2012-12-24,28
2012-12-25,0
2012-12-26,62
2012-12-27,47
2012-12-28,42
2012-12-29,13
2012-12-30,7
2012-12-31,75
2013-01-01,28
2013-01-02,84
2013-01-03,71
2013-01-04,96
2013-01-05,19
2013-01-06,13
2013-01-07,90
2013-01-08,63
2013-01-09,89
2013-01-10,79
2013-01-11,33
2013-01-12,62
2013-01-13,18
2013-01-14,73
2013-01-15,57
2013-01-16,36
2013-01-17,47
2013-01-18,64
2013-01-19,18
2013-01-20,12
2013-01-21,15
2013-01-22,57
2013-01-23,42
2013-01-24,68
2013-01-25,38
2013-01-26,43
2013-01-27,18
2013-01-28,46
2013-01-29,51
2013-01-30,61
2013-01-31,67
2013-02-01,71
2013-02-02,25
2013-02-03,6
2013-02-04,77
2013-02-05,86
2013-02-06,41
2013-02-07,58
2013-02-08,32
2013-02-09,19
2013-02-10,18
2013-02-11,21
2013-02-12,32
2013-02-13,73
2013-02-14,68
2013-02-15,75
2013-02-16,25
2013-02-17,12
2013-02-18,26
2013-02-19,51
2013-02-20,36
2013-02-21,26
2013-02-22,48
2013-02-23,24
2013-02-24,12
2013-02-25,35
2013-02-26,55
2013-02-27,30
2013-02-28,87
2013-03-01,48
2013-03-02,30
2013-03-03,12
2013-03-04,40
2013-03-05,30
2013-03-06,51
2013-03-07,31
2013-03-08,52
2013-03-09,12
2013-03-10,6
2013-03-11,50
2013-03-12,25
2013-03-13,44
2013-03-14,55
2013-03-15,32
2013-03-16,24
2013-03-17,12
2013-03-18,25
2013-03-19,25
2013-03-20,70
2013-03-21,71
2013-03-22,26
2013-03-23,6
2013-03-24,18
2013-03-25,40
2013-03-26,56
2013-03-27,16
2013-03-28,53
2013-03-29,29
2013-03-30,31
2013-03-31,0
2013-04-01,21
2013-04-02,35
2013-04-03,55
2013-04-04,45
2013-04-05,46
2013-04-06,24
2013-04-07,6
2013-04-08,29
2013-04-09,39
2013-04-10,30
2013-04-11,41
2013-04-12,31
2013-04-13,24
2013-04-14,6
2013-04-15,60
2013-04-16,39
2013-04-17,50
2013-04-18,30
2013-04-19,37
2013-04-20,18
2013-04-21,12
2013-04-22,30
2013-04-23,35
2013-04-24,56
2013-04-25,36
2013-04-26,32
2013-04-27,18
2013-04-28,0
2013-04-29,20
2013-04-30,97
2013-05-01,65
2013-05-02,61
2013-05-03,80
2013-05-04,18
2013-05-05,18
2013-05-06,30
2013-05-07,35
2013-05-08,40
2013-05-09,52
2013-05-10,43
2013-05-11,0
2013-05-12,12
2013-05-13,54
2013-05-14,64
2013-05-15,54
2013-05-16,100
2013-05-17,84
2013-05-18,0
2013-05-19,30
2013-05-20,40
2013-05-21,53
2013-05-22,54
2013-05-23,50
2013-05-24,36
2013-05-25,0
2013-05-26,6
2013-05-27,26
2013-05-28,68
2013-05-29,68
2013-05-30,30
2013-05-31,31
2013-06-01,24
2013-06-02,18
2013-06-03,34
2013-06-04,35
2013-06-05,54
2013-06-06,40
2013-06-07,52
2013-06-08,12
2013-06-09,0
2013-06-10,43
2013-06-11,39
2013-06-12,44
2013-06-13,55
2013-06-14,31
2013-06-15,0
2013-06-16,30
2013-06-17,39
2013-06-18,60
2013-06-19,50
2013-06-20,15
2013-06-21,37
2013-06-22,12
2013-06-23,24
2013-06-24,25
2013-06-25,49
2013-06-26,35
2013-06-27,55
2013-06-28,37
2013-06-29,18
