date,SIRI stock
2015-04-10,26
2015-04-11,22
2015-04-12,7
2015-04-13,37
2015-04-14,37
2015-04-15,50
2015-04-16,38
2015-04-17,33
2015-04-18,15
2015-04-19,7
2015-04-20,37
2015-04-21,57
2015-04-22,43
2015-04-23,38
2015-04-24,59
2015-04-25,15
2015-04-26,7
2015-04-27,31
2015-04-28,36
2015-04-29,56
2015-04-30,51
2015-05-01,43
2015-05-02,30
2015-05-03,0
2015-05-04,31
2015-05-05,25
2015-05-06,68
2015-05-07,57
2015-05-08,20
2015-05-09,7
2015-05-10,15
2015-05-11,25
2015-05-12,6
2015-05-13,50
2015-05-14,51
2015-05-15,7
2015-05-16,0
2015-05-17,15
2015-05-18,37
2015-05-19,61
2015-05-20,43
2015-05-21,31
2015-05-22,52
2015-05-23,22
2015-05-24,0
2015-05-25,6
2015-05-26,6
2015-05-27,30
2015-05-28,25
2015-05-29,26
2015-05-30,37
2015-05-31,0
2015-06-01,25
2015-06-02,43
2015-06-03,49
2015-06-04,51
2015-06-05,20
2015-06-06,30
2015-06-07,22
2015-06-08,18
2015-06-09,43
2015-06-10,31
2015-06-11,38
2015-06-12,33
2015-06-13,7
2015-06-14,7
2015-06-15,18
2015-06-16,24
2015-06-17,18
2015-06-18,37
2015-06-19,13
2015-06-20,7
2015-06-21,7
2015-06-22,31
2015-06-23,43
2015-06-24,19
2015-06-25,25
2015-06-26,32
2015-06-27,7
2015-06-28,0
2015-06-29,12
2015-06-30,43
2015-07-01,51
2015-07-02,50
2015-07-03,0
2015-07-04,8
2015-07-05,23
2015-07-06,31
2015-07-07,49
2015-07-08,25
2015-07-09,38
2015-07-10,39
2015-07-11,15
2015-07-12,0
2015-07-13,37
2015-07-14,62
2015-07-15,37
2015-07-16,38
2015-07-17,27
2015-07-18,24
2015-07-19,16
2015-07-20,59
2015-07-21,19
2015-07-22,38
2015-07-23,51
2015-07-24,32
2015-07-25,0
2015-07-26,7
2015-07-27,31
2015-07-28,31
2015-07-29,67
2015-07-30,19
2015-07-31,66
2015-08-01,8
2015-08-02,8
2015-08-03,44
2015-08-04,31
2015-08-05,44
2015-08-06,50
2015-08-07,53
2015-08-08,15
2015-08-09,7
2015-08-10,31
2015-08-11,12
2015-08-12,6
2015-08-13,38
2015-08-14,19
2015-08-15,7
2015-08-16,14
2015-08-17,31
2015-08-18,37
2015-08-19,31
2015-08-20,12
2015-08-21,32
2015-08-22,29
2015-08-23,14
2015-08-24,89
2015-08-25,71
2015-08-26,48
2015-08-27,31
2015-08-28,45
2015-08-29,7
2015-08-30,14
2015-08-31,30
2015-09-01,30
2015-09-02,30
2015-09-03,31
2015-09-04,57
2015-09-05,21
2015-09-06,21
2015-09-07,0
2015-09-08,24
2015-09-09,47
2015-09-10,48
2015-09-11,31
2015-09-12,14
2015-09-13,14
2015-09-14,24
2015-09-15,23
2015-09-16,29
2015-09-17,30
2015-09-18,31
2015-09-19,35
2015-09-20,7
2015-09-21,41
2015-09-22,35
2015-09-23,41
2015-09-24,36
2015-09-25,19
2015-09-26,21
2015-09-27,14
2015-09-28,0
2015-09-29,29
2015-09-30,64
2015-10-01,23
2015-10-02,31
2015-10-03,0
2015-10-04,7
2015-10-05,17
2015-10-06,35
2015-10-07,41
2015-10-08,52
2015-10-09,42
2015-10-10,0
2015-10-11,0
2015-10-12,24
2015-10-13,23
2015-10-14,12
2015-10-15,47
2015-10-16,18
2015-10-17,14
2015-10-18,0
2015-10-19,6
2015-10-20,40
2015-10-21,46
2015-10-22,59
2015-10-23,55
2015-10-24,7
2015-10-25,7
2015-10-26,45
2015-10-27,86
2015-10-28,34
2015-10-29,70
2015-10-30,86
2015-10-31,7
2015-11-01,21
2015-11-02,52
2015-11-03,34
2015-11-04,46
2015-11-05,46
2015-11-06,36
2015-11-07,27
2015-11-08,13
2015-11-09,17
2015-11-10,34
2015-11-11,71
2015-11-12,53
2015-11-13,18
2015-11-14,13
2015-11-15,13
2015-11-16,52
2015-11-17,23
2015-11-18,35
2015-11-19,35
2015-11-20,59
2015-11-21,13
2015-11-22,13
2015-11-23,34
2015-11-24,34
2015-11-25,23
2015-11-26,18
2015-11-27,18
2015-11-28,13
2015-11-29,13
2015-11-30,28
2015-12-01,45
2015-12-02,34
2015-12-03,23
2015-12-04,48
2015-12-05,7
2015-12-06,0
2015-12-07,35
2015-12-08,53
2015-12-09,40
2015-12-10,53
2015-12-11,0
2015-12-12,14
2015-12-13,27
2015-12-14,73
2015-12-15,100
2015-12-16,71
2015-12-17,43
2015-12-18,70
2015-12-19,22
2015-12-20,14
2015-12-21,54
2015-12-22,31
2015-12-23,19
2015-12-24,44
2015-12-25,16
2015-12-26,22
