date,SIRI stock
2014-03-16,20
2014-03-17,47
2014-03-18,52
2014-03-19,69
2014-03-20,29
2014-03-21,61
2014-03-22,27
2014-03-23,20
2014-03-24,40
2014-03-25,62
2014-03-26,74
2014-03-27,87
2014-03-28,67
2014-03-29,14
2014-03-30,14
2014-03-31,52
2014-04-01,23
2014-04-02,75
2014-04-03,76
2014-04-04,42
2014-04-05,35
2014-04-06,27
2014-04-07,69
2014-04-08,46
2014-04-09,52
2014-04-10,71
2014-04-11,61
2014-04-12,14
2014-04-13,35
2014-04-14,41
2014-04-15,53
2014-04-16,97
2014-04-17,93
2014-04-18,20
2014-04-19,29
2014-04-20,15
2014-04-21,38
2014-04-22,63
2014-04-23,17
2014-04-24,100
2014-04-25,31
2014-04-26,21
2014-04-27,27
2014-04-28,52
2014-04-29,46
2014-04-30,47
2014-05-01,44
2014-05-02,50
2014-05-03,42
2014-05-04,14
2014-05-05,76
2014-05-06,47
2014-05-07,40
2014-05-08,23
2014-05-09,36
2014-05-10,21
2014-05-11,20
2014-05-12,52
2014-05-13,40
2014-05-14,29
2014-05-15,58
2014-05-16,48
2014-05-17,14
2014-05-18,28
2014-05-19,69
2014-05-20,23
2014-05-21,45
2014-05-22,64
2014-05-23,40
2014-05-24,31
2014-05-25,8
2014-05-26,26
2014-05-27,68
2014-05-28,63
2014-05-29,33
2014-05-30,47
2014-05-31,0
2014-06-01,8
2014-06-02,19
2014-06-03,57
2014-06-04,31
2014-06-05,58
2014-06-06,34
2014-06-07,8
2014-06-08,8
2014-06-09,59
2014-06-10,65
2014-06-11,58
2014-06-12,52
2014-06-13,20
2014-06-14,8
2014-06-15,0
2014-06-16,6
2014-06-17,45
2014-06-18,52
2014-06-19,73
2014-06-20,62
2014-06-21,0
2014-06-22,8
2014-06-23,65
2014-06-24,32
2014-06-25,38
2014-06-26,20
2014-06-27,62
2014-06-28,16
2014-06-29,16
2014-06-30,26
2014-07-01,58
2014-07-02,60
2014-07-03,34
2014-07-04,7
2014-07-05,24
2014-07-06,8
2014-07-07,85
2014-07-08,39
2014-07-09,59
2014-07-10,26
2014-07-11,68
2014-07-12,16
2014-07-13,0
2014-07-14,71
2014-07-15,26
2014-07-16,61
2014-07-17,60
2014-07-18,48
2014-07-19,48
2014-07-20,8
2014-07-21,32
2014-07-22,46
2014-07-23,27
2014-07-24,20
2014-07-25,48
2014-07-26,16
2014-07-27,8
2014-07-28,73
2014-07-29,98
2014-07-30,53
2014-07-31,33
2014-08-01,62
2014-08-02,0
2014-08-03,8
2014-08-04,52
2014-08-05,32
2014-08-06,45
2014-08-07,28
2014-08-08,42
2014-08-09,16
2014-08-10,24
2014-08-11,26
2014-08-12,51
2014-08-13,32
2014-08-14,53
2014-08-15,49
2014-08-16,16
2014-08-17,8
2014-08-18,26
2014-08-19,26
2014-08-20,51
2014-08-21,32
2014-08-22,40
2014-08-23,23
2014-08-24,23
2014-08-25,44
2014-08-26,25
2014-08-27,44
2014-08-28,32
2014-08-29,27
2014-08-30,31
2014-08-31,7
2014-09-01,6
2014-09-02,79
2014-09-03,37
2014-09-04,25
2014-09-05,78
2014-09-06,7
2014-09-07,7
2014-09-08,37
2014-09-09,30
2014-09-10,36
2014-09-11,49
2014-09-12,19
2014-09-13,15
2014-09-14,22
2014-09-15,30
2014-09-16,67
2014-09-17,74
2014-09-18,49
2014-09-19,32
2014-09-20,15
2014-09-21,14
2014-09-22,30
2014-09-23,43
2014-09-24,30
2014-09-25,50
2014-09-26,13
2014-09-27,0
2014-09-28,29
2014-09-29,0
2014-09-30,30
2014-10-01,43
2014-10-02,44
2014-10-03,40
2014-10-04,30
2014-10-05,7
2014-10-06,30
2014-10-07,49
2014-10-08,30
2014-10-09,43
2014-10-10,26
2014-10-11,0
2014-10-12,7
2014-10-13,18
2014-10-14,30
2014-10-15,54
2014-10-16,18
2014-10-17,25
2014-10-18,22
2014-10-19,15
2014-10-20,30
2014-10-21,53
2014-10-22,48
2014-10-23,30
2014-10-24,25
2014-10-25,29
2014-10-26,14
2014-10-27,18
2014-10-28,78
2014-10-29,30
2014-10-30,37
2014-10-31,38
2014-11-01,0
2014-11-02,0
2014-11-03,18
2014-11-04,35
2014-11-05,47
2014-11-06,12
2014-11-07,44
2014-11-08,7
2014-11-09,0
2014-11-10,29
2014-11-11,24
2014-11-12,47
2014-11-13,29
2014-11-14,25
2014-11-15,14
2014-11-16,14
2014-11-17,35
2014-11-18,31
2014-11-19,24
2014-11-20,18
2014-11-21,25
2014-11-22,21
2014-11-23,20
2014-11-24,23
2014-11-25,29
2014-11-26,29
2014-11-27,6
2014-11-28,31
2014-11-29,7
2014-11-30,0
2014-12-01,23
