date,CA stock
2012-06-04,70
2012-06-05,29
2012-06-06,11
2012-06-07,30
2012-06-08,31
2012-06-09,29
2012-06-10,14
2012-06-11,40
2012-06-12,23
2012-06-13,12
2012-06-14,59
2012-06-15,62
2012-06-16,22
2012-06-17,22
2012-06-18,35
2012-06-19,29
2012-06-20,23
2012-06-21,65
2012-06-22,68
2012-06-23,29
2012-06-24,36
2012-06-25,58
2012-06-26,58
2012-06-27,65
2012-06-28,54
2012-06-29,37
2012-06-30,44
2012-07-01,22
2012-07-02,65
2012-07-03,47
2012-07-04,43
2012-07-05,49
2012-07-06,43
2012-07-07,59
2012-07-08,44
2012-07-09,47
2012-07-10,52
2012-07-11,30
2012-07-12,24
2012-07-13,49
2012-07-14,66
2012-07-15,7
2012-07-16,47
2012-07-17,71
2012-07-18,35
2012-07-19,24
2012-07-20,38
2012-07-21,38
2012-07-22,68
2012-07-23,36
2012-07-24,60
2012-07-25,18
2012-07-26,72
2012-07-27,44
2012-07-28,37
2012-07-29,44
2012-07-30,41
2012-07-31,41
2012-08-01,36
2012-08-02,42
2012-08-03,44
2012-08-04,22
2012-08-05,22
2012-08-06,24
2012-08-07,54
2012-08-08,30
2012-08-09,49
2012-08-10,31
2012-08-11,37
2012-08-12,37
2012-08-13,48
2012-08-14,35
2012-08-15,31
2012-08-16,42
2012-08-17,13
2012-08-18,37
2012-08-19,23
2012-08-20,61
2012-08-21,66
2012-08-22,77
2012-08-23,36
2012-08-24,49
2012-08-25,21
2012-08-26,28
2012-08-27,64
2012-08-28,68
2012-08-29,35
2012-08-30,35
2012-08-31,12
2012-09-01,100
2012-09-02,14
2012-09-03,41
2012-09-04,51
2012-09-05,35
2012-09-06,70
2012-09-07,43
2012-09-08,21
2012-09-09,28
2012-09-10,34
2012-09-11,45
2012-09-12,34
2012-09-13,40
2012-09-14,59
2012-09-15,35
2012-09-16,27
2012-09-17,34
2012-09-18,50
2012-09-19,22
2012-09-20,28
2012-09-21,18
2012-09-22,55
2012-09-23,27
2012-09-24,39
2012-09-25,44
2012-09-26,44
2012-09-27,51
2012-09-28,41
2012-09-29,47
2012-09-30,20
2012-10-01,45
2012-10-02,71
2012-10-03,34
2012-10-04,50
2012-10-05,34
2012-10-06,13
2012-10-07,45
2012-10-08,81
2012-10-09,32
2012-10-10,27
2012-10-11,54
2012-10-12,40
2012-10-13,46
2012-10-14,45
2012-10-15,43
2012-10-16,53
2012-10-17,54
2012-10-18,43
2012-10-19,51
2012-10-20,26
2012-10-21,26
2012-10-22,48
2012-10-23,32
2012-10-24,43
2012-10-25,60
2012-10-26,51
2012-10-27,33
2012-10-28,6
2012-10-29,16
2012-10-30,63
2012-10-31,27
2012-11-01,34
2012-11-02,41
2012-11-03,52
2012-11-04,12
2012-11-05,31
2012-11-06,37
2012-11-07,47
2012-11-08,64
2012-11-09,51
2012-11-10,38
2012-11-11,12
2012-11-12,58
2012-11-13,64
2012-11-14,48
2012-11-15,32
2012-11-16,38
2012-11-17,44
2012-11-18,12
2012-11-19,62
2012-11-20,16
2012-11-21,27
2012-11-22,22
2012-11-23,44
2012-11-24,31
2012-11-25,37
2012-11-26,61
2012-11-27,41
2012-11-28,36
2012-11-29,31
2012-11-30,60
2012-12-01,37
2012-12-02,0
2012-12-03,47
2012-12-04,36
2012-12-05,62
2012-12-06,59
2012-12-07,44
2012-12-08,38
2012-12-09,25
2012-12-10,46
2012-12-11,26
2012-12-12,46
2012-12-13,37
2012-12-14,49
2012-12-15,37
2012-12-16,24
2012-12-17,41
2012-12-18,53
2012-12-19,38
2012-12-20,38
2012-12-21,34
2012-12-22,26
2012-12-23,33
2012-12-24,39
2012-12-25,35
2012-12-26,41
2012-12-27,50
2012-12-28,45
2012-12-29,25
2012-12-30,13
2012-12-31,32
2013-01-01,40
2013-01-02,64
2013-01-03,32
2013-01-04,59
2013-01-05,18
2013-01-06,36
2013-01-07,36
2013-01-08,65
2013-01-09,60
2013-01-10,41
2013-01-11,42
2013-01-12,41
2013-01-13,17
2013-01-14,45
2013-01-15,39
2013-01-16,54
2013-01-17,25
2013-01-18,46
2013-01-19,41
2013-01-20,40
2013-01-21,24
2013-01-22,24
2013-01-23,59
2013-01-24,55
2013-01-25,61
2013-01-26,6
2013-01-27,46
2013-01-28,29
2013-01-29,29
2013-01-30,77
2013-01-31,40
2013-02-01,26
2013-02-02,47
2013-02-03,17
2013-02-04,63
2013-02-05,49
2013-02-06,54
2013-02-07,65
2013-02-08,57
2013-02-09,18
2013-02-10,24
2013-02-11,25
2013-02-12,35
2013-02-13,64
2013-02-14,35
2013-02-15,47
2013-02-16,17
2013-02-17,17
2013-02-18,39
2013-02-19,53
