date,CA stock
2014-07-24,53
2014-07-25,55
2014-07-26,32
2014-07-27,21
2014-07-28,44
2014-07-29,48
2014-07-30,62
2014-07-31,26
2014-08-01,36
2014-08-02,37
2014-08-03,21
2014-08-04,69
2014-08-05,51
2014-08-06,35
2014-08-07,31
2014-08-08,41
2014-08-09,63
2014-08-10,10
2014-08-11,43
2014-08-12,46
2014-08-13,30
2014-08-14,43
2014-08-15,42
2014-08-16,16
2014-08-17,26
2014-08-18,56
2014-08-19,26
2014-08-20,21
2014-08-21,64
2014-08-22,35
2014-08-23,20
2014-08-24,25
2014-08-25,21
2014-08-26,54
2014-08-27,25
2014-08-28,34
2014-08-29,17
2014-08-30,25
2014-08-31,10
2014-09-01,13
2014-09-02,36
2014-09-03,28
2014-09-04,37
2014-09-05,42
2014-09-06,50
2014-09-07,24
2014-09-08,53
2014-09-09,32
2014-09-10,52
2014-09-11,49
2014-09-12,56
2014-09-13,54
2014-09-14,19
2014-09-15,49
2014-09-16,33
2014-09-17,61
2014-09-18,29
2014-09-19,51
2014-09-20,39
2014-09-21,19
2014-09-22,32
2014-09-23,48
2014-09-24,37
2014-09-25,41
2014-09-26,38
2014-09-27,20
2014-09-28,58
2014-09-29,32
2014-09-30,44
2014-10-01,33
2014-10-02,58
2014-10-03,26
2014-10-04,25
2014-10-05,29
2014-10-06,48
2014-10-07,36
2014-10-08,56
2014-10-09,57
2014-10-10,42
2014-10-11,29
2014-10-12,43
2014-10-13,48
2014-10-14,63
2014-10-15,67
2014-10-16,36
2014-10-17,71
2014-10-18,33
2014-10-19,29
2014-10-20,39
2014-10-21,23
2014-10-22,35
2014-10-23,49
2014-10-24,100
2014-10-25,38
2014-10-26,28
2014-10-27,27
2014-10-28,67
2014-10-29,44
2014-10-30,36
2014-10-31,34
2014-11-01,19
2014-11-02,32
2014-11-03,47
2014-11-04,58
2014-11-05,39
2014-11-06,55
2014-11-07,54
2014-11-08,28
2014-11-09,18
2014-11-10,24
2014-11-11,39
2014-11-12,51
2014-11-13,62
2014-11-14,36
2014-11-15,41
2014-11-16,27
2014-11-17,46
2014-11-18,29
2014-11-19,41
2014-11-20,31
2014-11-21,81
2014-11-22,27
2014-11-23,4
2014-11-24,31
2014-11-25,42
2014-11-26,63
2014-11-27,28
2014-11-28,29
2014-11-29,23
2014-11-30,18
2014-12-01,57
2014-12-02,23
2014-12-03,50
2014-12-04,47
2014-12-05,33
2014-12-06,28
2014-12-07,23
2014-12-08,31
2014-12-09,35
2014-12-10,54
2014-12-11,27
2014-12-12,58
2014-12-13,19
2014-12-14,23
2014-12-15,54
2014-12-16,47
2014-12-17,52
2014-12-18,16
2014-12-19,55
2014-12-20,10
2014-12-21,43
2014-12-22,25
2014-12-23,60
2014-12-24,48
2014-12-25,26
2014-12-26,28
2014-12-27,24
2014-12-28,19
2014-12-29,50
2014-12-30,47
2014-12-31,57
2015-01-01,25
2015-01-02,47
2015-01-03,23
2015-01-04,27
2015-01-05,43
2015-01-06,70
2015-01-07,42
2015-01-08,38
2015-01-09,35
2015-01-10,26
2015-01-11,30
2015-01-12,48
2015-01-13,63
2015-01-14,71
2015-01-15,42
2015-01-16,43
2015-01-17,31
2015-01-18,43
2015-01-19,37
2015-01-20,30
2015-01-21,48
2015-01-22,34
2015-01-23,35
2015-01-24,61
2015-01-25,44
2015-01-26,51
2015-01-27,33
2015-01-28,37
2015-01-29,33
2015-01-30,34
2015-01-31,52
2015-02-01,30
2015-02-02,29
2015-02-03,44
2015-02-04,44
2015-02-05,49
2015-02-06,34
2015-02-07,22
2015-02-08,13
2015-02-09,40
2015-02-10,44
2015-02-11,22
2015-02-12,56
2015-02-13,54
2015-02-14,40
2015-02-15,18
2015-02-16,34
2015-02-17,42
2015-02-18,41
2015-02-19,49
2015-02-20,46
2015-02-21,30
2015-02-22,21
2015-02-23,36
2015-02-24,40
2015-02-25,47
2015-02-26,37
2015-02-27,45
2015-02-28,21
2015-03-01,26
2015-03-02,32
2015-03-03,37
2015-03-04,47
2015-03-05,37
2015-03-06,35
2015-03-07,17
2015-03-08,26
2015-03-09,44
2015-03-10,33
2015-03-11,25
2015-03-12,44
2015-03-13,46
2015-03-14,26
2015-03-15,21
2015-03-16,55
2015-03-17,59
2015-03-18,58
2015-03-19,36
2015-03-20,53
2015-03-21,17
2015-03-22,50
2015-03-23,69
2015-03-24,47
2015-03-25,48
2015-03-26,47
2015-03-27,46
2015-03-28,23
2015-03-29,18
2015-03-30,29
2015-03-31,44
2015-04-01,49
2015-04-02,55
2015-04-03,21
2015-04-04,5
2015-04-05,45
2015-04-06,28
2015-04-07,29
2015-04-08,63
2015-04-09,66
2015-04-10,31
