date,CA stock
2018-02-13,80
2018-02-14,70
2018-02-15,75
2018-02-16,66
2018-02-17,50
2018-02-18,41
2018-02-19,37
2018-02-20,53
2018-02-21,90
2018-02-22,83
2018-02-23,67
2018-02-24,25
2018-02-25,32
2018-02-26,70
2018-02-27,70
2018-02-28,81
2018-03-01,81
2018-03-02,90
2018-03-03,49
2018-03-04,48
2018-03-05,84
2018-03-06,74
2018-03-07,59
2018-03-08,62
2018-03-09,73
2018-03-10,39
2018-03-11,22
2018-03-12,65
2018-03-13,76
2018-03-14,77
2018-03-15,72
2018-03-16,73
2018-03-17,44
2018-03-18,36
2018-03-19,64
2018-03-20,71
2018-03-21,66
2018-03-22,85
2018-03-23,84
2018-03-24,24
2018-03-25,31
2018-03-26,83
2018-03-27,70
2018-03-28,76
2018-03-29,68
2018-03-30,61
2018-03-31,59
2018-04-01,37
2018-04-02,63
2018-04-03,73
2018-04-04,89
2018-04-05,74
2018-04-06,100
2018-04-07,45
2018-04-08,27
