date,CA stock
2013-02-19,57
2013-02-20,52
2013-02-21,56
2013-02-22,32
2013-02-23,24
2013-02-24,30
2013-02-25,35
2013-02-26,45
2013-02-27,45
2013-02-28,78
2013-03-01,53
2013-03-02,42
2013-03-03,18
2013-03-04,56
2013-03-05,67
2013-03-06,61
2013-03-07,46
2013-03-08,69
2013-03-09,36
2013-03-10,24
2013-03-11,30
2013-03-12,30
2013-03-13,25
2013-03-14,46
2013-03-15,58
2013-03-16,24
2013-03-17,47
2013-03-18,55
2013-03-19,60
2013-03-20,71
2013-03-21,56
2013-03-22,63
2013-03-23,41
2013-03-24,23
2013-03-25,40
2013-03-26,50
2013-03-27,73
2013-03-28,38
2013-03-29,52
2013-03-30,31
2013-03-31,25
2013-04-01,48
2013-04-02,35
2013-04-03,45
2013-04-04,25
2013-04-05,42
2013-04-06,18
2013-04-07,35
2013-04-08,15
2013-04-09,49
2013-04-10,60
2013-04-11,51
2013-04-12,32
2013-04-13,6
2013-04-14,24
2013-04-15,59
2013-04-16,40
2013-04-17,40
2013-04-18,56
2013-04-19,37
2013-04-20,49
2013-04-21,30
2013-04-22,45
2013-04-23,59
2013-04-24,15
2013-04-25,62
2013-04-26,58
2013-04-27,36
2013-04-28,24
2013-04-29,60
2013-04-30,46
2013-05-01,60
2013-05-02,31
2013-05-03,54
2013-05-04,37
2013-05-05,31
2013-05-06,41
2013-05-07,51
2013-05-08,71
2013-05-09,77
2013-05-10,69
2013-05-11,12
2013-05-12,18
2013-05-13,30
2013-05-14,95
2013-05-15,54
2013-05-16,65
2013-05-17,58
2013-05-18,42
2013-05-19,42
2013-05-20,61
2013-05-21,43
2013-05-22,44
2013-05-23,60
2013-05-24,100
2013-05-25,18
2013-05-26,30
2013-05-27,15
2013-05-28,54
2013-05-29,40
2013-05-30,72
2013-05-31,78
2013-06-01,48
2013-06-02,48
2013-06-03,39
2013-06-04,25
2013-06-05,69
2013-06-06,55
2013-06-07,68
2013-06-08,42
2013-06-09,30
2013-06-10,84
2013-06-11,53
2013-06-12,55
2013-06-13,30
2013-06-14,64
2013-06-15,68
2013-06-16,6
2013-06-17,54
2013-06-18,30
2013-06-19,65
2013-06-20,50
2013-06-21,59
2013-06-22,37
2013-06-23,36
2013-06-24,30
2013-06-25,35
2013-06-26,61
2013-06-27,46
2013-06-28,42
2013-06-29,37
2013-06-30,55
2013-07-01,40
2013-07-02,55
2013-07-03,66
2013-07-04,32
2013-07-05,22
2013-07-06,57
2013-07-07,13
2013-07-08,20
2013-07-09,71
2013-07-10,31
2013-07-11,42
2013-07-12,70
2013-07-13,63
2013-07-14,31
2013-07-15,41
2013-07-16,66
2013-07-17,31
2013-07-18,47
2013-07-19,75
2013-07-20,6
2013-07-21,19
2013-07-22,36
2013-07-23,76
2013-07-24,56
2013-07-25,68
2013-07-26,53
2013-07-27,19
2013-07-28,31
2013-07-29,40
2013-07-30,70
2013-07-31,61
2013-08-01,88
2013-08-02,32
2013-08-03,56
2013-08-04,25
2013-08-05,51
2013-08-06,51
2013-08-07,57
2013-08-08,74
2013-08-09,43
2013-08-10,69
2013-08-11,49
2013-08-12,30
2013-08-13,41
2013-08-14,72
2013-08-15,54
2013-08-16,38
2013-08-17,30
2013-08-18,30
2013-08-19,60
2013-08-20,39
2013-08-21,55
2013-08-22,46
2013-08-23,69
2013-08-24,54
2013-08-25,35
2013-08-26,44
2013-08-27,63
2013-08-28,77
2013-08-29,83
2013-08-30,46
2013-08-31,71
2013-09-01,6
2013-09-02,35
2013-09-03,58
2013-09-04,39
2013-09-05,64
2013-09-06,46
2013-09-07,35
2013-09-08,23
2013-09-09,48
2013-09-10,47
2013-09-11,47
2013-09-12,81
2013-09-13,50
2013-09-14,29
2013-09-15,17
2013-09-16,38
2013-09-17,47
2013-09-18,67
2013-09-19,58
2013-09-20,56
2013-09-21,29
2013-09-22,28
2013-09-23,33
2013-09-24,52
2013-09-25,43
2013-09-26,59
2013-09-27,30
2013-09-28,11
2013-09-29,45
2013-09-30,28
2013-10-01,28
2013-10-02,90
2013-10-03,29
2013-10-04,55
2013-10-05,28
2013-10-06,28
2013-10-07,57
2013-10-08,38
2013-10-09,52
2013-10-10,62
2013-10-11,25
2013-10-12,41
2013-10-13,23
2013-10-14,48
2013-10-15,49
2013-10-16,58
2013-10-17,62
2013-10-18,45
2013-10-19,45
2013-10-20,22
2013-10-21,51
2013-10-22,56
2013-10-23,47
2013-10-24,53
2013-10-25,59
2013-10-26,22
2013-10-27,33
2013-10-28,60
2013-10-29,47
2013-10-30,57
2013-10-31,49
2013-11-01,56
2013-11-02,51
2013-11-03,33
2013-11-04,56
2013-11-05,42
2013-11-06,60
